sampling_date,depth,CSC_flag,salinity,temperature,HCO3,CO3,pH_insi,ta,dic,OmegaCalcite,OmegaAragonite,pCO2,fCO2
2007-05-02,1,15,37.72,18.4,0.00198118220342936,2.224307161085817e-4,NA,2530.3059599999997,2216.14314,5.206215347266217,3.3801256030331395,376.49504922715505,375.191885004282
2007-05-02,50,15,38.07,14.65,0.00202066735627587,2.1495190360315048e-4,NA,2553.36057,2248.39959,4.97179502227599,3.2024854917304526,344.68236837970437,343.4316857768801
2007-05-09,1,15,37.33,18.82,0.00195997495223627,2.1788314297380807e-4,NA,2498.09952,2190.38799,5.1162299336384365,3.324256791057877,380.16916391194087,378.86015622815006
2007-05-09,50,15,37.98,15.1,0.00200800779799651,2.1532215104319444e-4,NA,2541.5082,2235.99711,4.983943521628556,3.2132851865740815,346.12966988088846,344.88087823918363
2007-05-15,1,15,37.57,20,0.00196207561006215,2.2238072662408352e-4,NA,2510.95209,2197.03932,5.215405190536434,3.3996607735249063,395.0503411793253,393.7098906970308
2007-05-15,50,15,37.88,15.05,0.00199554281107873,2.1563775755811517e-4,NA,2530.25595,2223.6446399999995,4.994894563986946,3.2198094385470752,339.8781069069168,338.6511016929073
2007-05-22,1,15,37.47,20.45,0.00195136666943179,2.269022136754753e-4,NA,2510.75205,2190.53802,5.327234605546979,3.4764472719875403,389.7716948808083,388.4565203347419
2007-05-22,50,15,37.98,14.82,0.0020105309336893,2.1356659970047309e-4,NA,2540.0078999999996,2236.84728,4.943117210405809,3.185023954718171,345.45739609655,344.2066004015517
2007-05-30,1,15,37.82,17.1,0.00198589113795032,2.1974680115909067e-4,NA,2529.35577,2218.14354,5.13726323661014,3.325033535092245,362.19721173174474,360.9229773306
2007-05-30,50,15,37.99,14.77,0.00201796777508127,2.1098702587198808e-4,NA,2541.10812,2241.9483,4.883022847159916,3.1459809272195463,351.5496987379469,350.2760287852486
2007-06-05,1,15,37.71,20.23,0.00196572152681839,2.2390163628899636e-4,NA,2517.90348,2202.24036,5.245923836471261,3.421978487947192,398.9385139600117,397.5887202732899
2007-06-05,50,15,37.92,15.7,0.00198657037250622,2.222114112673324e-4,NA,2536.9572900000003,2220.89409,5.146278195940498,3.322246851632315,336.85039697552594,335.64428493286914
