"datetime";"hour";"depth";"T";"S";"Month";"Year";"year.month"
1998-08-19;07:00:00;0;25.116;38.146;"08";"1998";"1998-08"
1998-08-19;07:00:00;50;15.834;37.92;"08";"1998";"1998-08"
1998-08-26;07:00:00;0;25.898;38.074;"08";"1998";"1998-08"
1998-08-26;07:00:00;50;15.396;37.918;"08";"1998";"1998-08"
1998-09-02;07:00:00;0;24.314;38.151;"09";"1998";"1998-09"
1998-09-02;07:00:00;50;15.822;37.912;"09";"1998";"1998-09"
1998-09-09;07:00:00;0;23.687;38.039;"09";"1998";"1998-09"
1998-09-09;07:00:00;50;15.913;37.908;"09";"1998";"1998-09"
1998-09-17;07:00:00;0;21.941;38.052;"09";"1998";"1998-09"
1998-09-17;07:00:00;50;14.966;37.934;"09";"1998";"1998-09"
1998-09-23;07:00:00;0;21.92;38.112;"09";"1998";"1998-09"
1998-09-23;07:00:00;50;15.865;37.91;"09";"1998";"1998-09"
1998-10-01;07:00:00;0;20.474;37.59;"10";"1998";"1998-10"
1998-10-01;07:00:00;50;20.022;38.092;"10";"1998";"1998-10"
1998-10-07;07:00:00;0;20.093;37.843;"10";"1998";"1998-10"
1998-10-07;07:00:00;50;17.784;37.966;"10";"1998";"1998-10"
1998-10-14;07:00:00;0;19.509;37.784;"10";"1998";"1998-10"
1998-10-14;07:00:00;50;18.27;37.936;"10";"1998";"1998-10"
1998-10-21;07:00:00;0;19.376;37.812;"10";"1998";"1998-10"
1998-10-21;07:00:00;50;18.976;37.935;"10";"1998";"1998-10"
1998-10-30;08:00:00;0;18.615;37.98;"10";"1998";"1998-10"
1998-10-30;08:00:00;50;16.846;37.964;"10";"1998";"1998-10"
1998-11-06;08:00:00;0;18.082;37.951;"11";"1998";"1998-11"
1998-11-06;08:00:00;50;16.411;37.951;"11";"1998";"1998-11"
1998-11-12;08:00:00;0;17.74;38.02;"11";"1998";"1998-11"
1998-11-12;08:00:00;50;17.75;38.056;"11";"1998";"1998-11"
1998-11-18;08:00:00;0;16.984;38.047;"11";"1998";"1998-11"
1998-11-18;08:00:00;50;17.013;38.045;"11";"1998";"1998-11"
1998-11-25;08:00:00;0;15.061;38.126;"11";"1998";"1998-11"
1998-11-25;08:00:00;50;14.916;38.126;"11";"1998";"1998-11"
1998-12-02;08:00:00;0;14.948;38.106;"12";"1998";"1998-12"
1998-12-02;08:00:00;50;14.789;38.123;"12";"1998";"1998-12"
1998-12-09;08:00:00;0;14.665;38.145;"12";"1998";"1998-12"
1998-12-09;08:00:00;50;14.677;38.145;"12";"1998";"1998-12"
1998-12-16;08:00:00;0;14.595;38.142;"12";"1998";"1998-12"
1998-12-16;08:00:00;50;14.61;38.144;"12";"1998";"1998-12"
1998-12-23;08:00:00;0;14.369;38.125;"12";"1998";"1998-12"
1998-12-23;08:00:00;50;14.402;38.128;"12";"1998";"1998-12"
1999-01-06;08:00:00;50;13.856;38.098;"01";"1999";"1999-01"
1999-01-06;08:00:00;0;13.848;38.097;"01";"1999";"1999-01"
1999-01-13;08:00:00;50;13.622;38.067;"01";"1999";"1999-01"
1999-01-13;08:00:00;0;13.63;38.066;"01";"1999";"1999-01"
1999-01-20;08:00:00;50;13.571;38.07;"01";"1999";"1999-01"
1999-01-20;08:00:00;0;13.565;38.062;"01";"1999";"1999-01"
1999-01-27;08:00:00;50;13.57;38.036;"01";"1999";"1999-01"
1999-01-27;08:00:00;0;13.565;38.036;"01";"1999";"1999-01"
1999-02-03;08:00:00;50;13.412;38.041;"02";"1999";"1999-02"
1999-02-03;08:00:00;0;13.423;38.024;"02";"1999";"1999-02"
1999-02-10;08:00:00;50;13.092;38.101;"02";"1999";"1999-02"
1999-02-10;08:00:00;0;13.089;38.101;"02";"1999";"1999-02"
1999-02-11;08:00:00;0;13.092;38.101;"02";"1999";"1999-02"
1999-02-11;08:00:00;50;13.089;38.101;"02";"1999";"1999-02"
1999-02-16;08:00:00;0;12.976;38.116;"02";"1999";"1999-02"
1999-02-16;08:00:00;50;12.988;38.115;"02";"1999";"1999-02"
1999-02-19;08:00:00;50;12.976;38.116;"02";"1999";"1999-02"
1999-02-19;08:00:00;0;12.988;38.115;"02";"1999";"1999-02"
1999-02-24;08:00:00;50;12.859;38.16;"02";"1999";"1999-02"
1999-02-24;08:00:00;0;12.861;38.159;"02";"1999";"1999-02"
1999-03-03;08:00:00;50;12.99;38.149;"03";"1999";"1999-03"
1999-03-03;08:00:00;0;13.189;38.154;"03";"1999";"1999-03"
1999-03-10;08:00:00;50;12.856;38.146;"03";"1999";"1999-03"
1999-03-10;08:00:00;0;12.896;38.165;"03";"1999";"1999-03"
1999-03-29;07:00:00;50;13.106;38.065;"03";"1999";"1999-03"
1999-03-29;07:00:00;0;13.555;38.014;"03";"1999";"1999-03"
1999-04-01;07:00:00;50;13.094;38.051;"04";"1999";"1999-04"
1999-04-01;07:00:00;0;13.496;37.867;"04";"1999";"1999-04"
1999-04-07;07:00:00;50;13.191;38.092;"04";"1999";"1999-04"
1999-04-07;07:00:00;0;14.129;37.965;"04";"1999";"1999-04"
1999-04-14;07:00:00;50;13.433;38.104;"04";"1999";"1999-04"
1999-04-14;07:00:00;0;13.715;38.098;"04";"1999";"1999-04"
1999-04-21;07:00:00;50;13.484;38.125;"04";"1999";"1999-04"
1999-04-21;07:00:00;0;13.881;38.068;"04";"1999";"1999-04"
1999-04-28;07:00:00;50;14.33;37.955;"04";"1999";"1999-04"
1999-04-28;07:00:00;0;14.435;37.91;"04";"1999";"1999-04"
1999-05-05;07:00:00;50;14.416;38.019;"05";"1999";"1999-05"
1999-05-05;07:00:00;0;15.582;37.538;"05";"1999";"1999-05"
1999-05-11;07:00:00;50;13.778;38.136;"05";"1999";"1999-05"
1999-05-11;07:00:00;0;16.583;37.537;"05";"1999";"1999-05"
1999-05-18;07:00:00;50;15.423;38.008;"05";"1999";"1999-05"
1999-05-18;07:00:00;0;18.316;37.732;"05";"1999";"1999-05"
1999-05-26;07:00:00;50;14.005;38.112;"05";"1999";"1999-05"
1999-05-26;07:00:00;0;19.577;37.738;"05";"1999";"1999-05"
1999-06-02;07:00:00;50;14.84;38.099;"06";"1999";"1999-06"
1999-06-02;07:00:00;0;20.72;37.863;"06";"1999";"1999-06"
1999-06-09;07:00:00;50;14.827;38.133;"06";"1999";"1999-06"
1999-06-09;07:00:00;0;21.23;37.928;"06";"1999";"1999-06"
1999-06-16;07:00:00;50;16.011;38.065;"06";"1999";"1999-06"
1999-06-16;07:00:00;0;22.291;37.4;"06";"1999";"1999-06"
1999-06-23;07:00:00;50;15.365;38.101;"06";"1999";"1999-06"
1999-06-23;07:00:00;0;22.36;37.711;"06";"1999";"1999-06"
1999-07-01;07:00:00;50;14.9;38.119;"07";"1999";"1999-07"
1999-07-01;07:00:00;0;23.524;38.12;"07";"1999";"1999-07"
1999-07-07;07:00:00;50;14.379;38.13;"07";"1999";"1999-07"
1999-07-07;07:00:00;0;23.85;38.181;"07";"1999";"1999-07"
1999-07-15;07:00:00;50;15.174;38.115;"07";"1999";"1999-07"
1999-07-15;07:00:00;0;24.054;38.111;"07";"1999";"1999-07"
1999-07-21;07:00:00;50;14.855;38.113;"07";"1999";"1999-07"
1999-07-21;07:00:00;0;25.304;38.096;"07";"1999";"1999-07"
1999-07-28;07:00:00;50;14.328;38.137;"07";"1999";"1999-07"
1999-07-28;07:00:00;0;24.585;38.199;"07";"1999";"1999-07"
1999-08-04;07:00:00;50;14.466;38.114;"08";"1999";"1999-08"
1999-08-04;07:00:00;0;25.07;38.236;"08";"1999";"1999-08"
1999-08-11;07:00:00;50;16.921;38.074;"08";"1999";"1999-08"
1999-08-11;07:00:00;0;24.699;38.216;"08";"1999";"1999-08"
1999-08-18;07:00:00;50;15.435;38.105;"08";"1999";"1999-08"
1999-08-18;07:00:00;0;25.047;38.25;"08";"1999";"1999-08"
1999-08-25;07:00:00;50;15.591;38.097;"08";"1999";"1999-08"
1999-08-25;07:00:00;0;25.946;38.316;"08";"1999";"1999-08"
1999-09-01;07:00:00;50;15.459;38.098;"09";"1999";"1999-09"
1999-09-01;07:00:00;0;25.46;38.329;"09";"1999";"1999-09"
1999-09-08;07:00:00;50;15.846;38.084;"09";"1999";"1999-09"
1999-09-08;07:00:00;0;24.675;38.332;"09";"1999";"1999-09"
1999-09-16;07:00:00;50;16.514;38.059;"09";"1999";"1999-09"
1999-09-16;07:00:00;0;24.138;38.327;"09";"1999";"1999-09"
1999-09-22;07:00:00;50;18.08;38.089;"09";"1999";"1999-09"
1999-09-22;07:00:00;0;23.326;38.109;"09";"1999";"1999-09"
1999-09-29;07:00:00;50;15.896;38.095;"09";"1999";"1999-09"
1999-09-29;07:00:00;0;22.9;38.23;"09";"1999";"1999-09"
1999-10-06;07:00:00;50;22.207;38.264;"10";"1999";"1999-10"
1999-10-06;07:00:00;0;22.304;38.272;"10";"1999";"1999-10"
1999-10-13;07:00:00;50;16.543;38.114;"10";"1999";"1999-10"
1999-10-13;07:00:00;0;21.878;38.231;"10";"1999";"1999-10"
1999-10-20;07:00:00;50;20.853;38.237;"10";"1999";"1999-10"
1999-10-20;07:00:00;0;20.966;38.244;"10";"1999";"1999-10"
1999-10-27;07:00:00;50;19.611;38.18;"10";"1999";"1999-10"
1999-10-27;07:00:00;0;19.396;37.247;"10";"1999";"1999-10"
1999-11-03;08:00:00;50;20.172;37.943;"11";"1999";"1999-11"
1999-11-03;08:00:00;0;20.205;37.507;"11";"1999";"1999-11"
1999-11-10;08:00:00;50;19.095;38.109;"11";"1999";"1999-11"
1999-11-10;08:00:00;0;19.664;38.056;"11";"1999";"1999-11"
1999-11-18;08:00:00;50;18.088;38.055;"11";"1999";"1999-11"
1999-11-18;08:00:00;0;18.179;38.037;"11";"1999";"1999-11"
1999-11-24;08:00:00;50;16.585;38.098;"11";"1999";"1999-11"
1999-11-24;08:00:00;0;17.138;38.061;"11";"1999";"1999-11"
1999-12-01;08:00:00;50;16.337;38.105;"12";"1999";"1999-12"
1999-12-01;08:00:00;0;16.334;38.104;"12";"1999";"1999-12"
1999-12-08;08:00:00;50;15.861;38.087;"12";"1999";"1999-12"
1999-12-08;08:00:00;0;15.858;38.086;"12";"1999";"1999-12"
1999-12-17;08:00:00;50;15.098;38.081;"12";"1999";"1999-12"
1999-12-17;08:00:00;0;15.082;38.079;"12";"1999";"1999-12"
1999-12-22;08:00:00;50;14.798;38.083;"12";"1999";"1999-12"
1999-12-22;08:00:00;0;14.772;38.079;"12";"1999";"1999-12"
1999-12-30;08:00:00;50;13.713;38.2;"12";"1999";"1999-12"
1999-12-30;08:00:00;0;13.706;38.194;"12";"1999";"1999-12"
2000-01-05;08:00:00;0;13.674;38.15;"01";"2000";"2000-01"
2000-01-05;08:00:00;50;13.699;38.149;"01";"2000";"2000-01"
2000-01-12;08:00:00;0;13.673;38.112;"01";"2000";"2000-01"
2000-01-12;08:00:00;50;13.68;38.111;"01";"2000";"2000-01"
2000-01-19;08:00:00;0;13.483;38.135;"01";"2000";"2000-01"
2000-01-19;08:00:00;50;13.483;38.136;"01";"2000";"2000-01"
2000-01-26;08:00:00;0;13.278;38.155;"01";"2000";"2000-01"
2000-01-26;08:00:00;50;13.277;38.168;"01";"2000";"2000-01"
2000-02-02;08:00:00;0;13.171;38.173;"02";"2000";"2000-02"
2000-02-02;08:00:00;50;13.139;38.172;"02";"2000";"2000-02"
2000-02-09;08:00:00;0;13.184;38.155;"02";"2000";"2000-02"
2000-02-09;08:00:00;50;13.177;38.154;"02";"2000";"2000-02"
2000-02-18;08:00:00;0;13.082;38.154;"02";"2000";"2000-02"
2000-02-18;08:00:00;50;13.085;38.155;"02";"2000";"2000-02"
2000-02-23;08:00:00;0;13.022;38.15;"02";"2000";"2000-02"
2000-02-23;08:00:00;50;13.033;38.149;"02";"2000";"2000-02"
2000-03-02;08:00:00;0;13.014;38.156;"03";"2000";"2000-03"
2000-03-02;08:00:00;50;13.051;38.174;"03";"2000";"2000-03"
2000-03-09;08:00:00;0;13.446;38.174;"03";"2000";"2000-03"
2000-03-09;08:00:00;50;13.04;38.161;"03";"2000";"2000-03"
2000-03-15;08:00:00;0;13.685;38.125;"03";"2000";"2000-03"
2000-03-15;08:00:00;50;13.158;38.162;"03";"2000";"2000-03"
2000-03-22;08:00:00;0;13.618;38.153;"03";"2000";"2000-03"
2000-03-22;08:00:00;50;13.401;38.153;"03";"2000";"2000-03"
2000-03-29;07:00:00;0;13.422;38.088;"03";"2000";"2000-03"
2000-03-29;07:00:00;50;13.437;38.111;"03";"2000";"2000-03"
2000-04-06;07:00:00;0;13.405;38.064;"04";"2000";"2000-04"
2000-04-06;07:00:00;50;13.402;38.081;"04";"2000";"2000-04"
2000-04-14;07:00:00;0;13.668;37.871;"04";"2000";"2000-04"
2000-04-14;07:00:00;50;13.327;38.114;"04";"2000";"2000-04"
2000-04-19;07:00:00;0;13.827;37.874;"04";"2000";"2000-04"
2000-04-19;07:00:00;50;13.412;38.071;"04";"2000";"2000-04"
2000-04-26;07:00:00;0;15.292;37.773;"04";"2000";"2000-04"
2000-04-26;07:00:00;50;13.513;38.04;"04";"2000";"2000-04"
2000-05-03;07:00:00;0;16.518;37.77;"05";"2000";"2000-05"
2000-05-03;07:00:00;50;13.757;38.112;"05";"2000";"2000-05"
2000-05-10;07:00:00;0;16.842;37.742;"05";"2000";"2000-05"
2000-05-10;07:00:00;50;15.994;37.981;"05";"2000";"2000-05"
2000-05-16;07:00:00;0;18.544;37.834;"05";"2000";"2000-05"
2000-05-16;07:00:00;50;14.375;38.109;"05";"2000";"2000-05"
2000-05-24;07:00:00;0;19.412;38.031;"05";"2000";"2000-05"
2000-05-24;07:00:00;50;14.814;38.095;"05";"2000";"2000-05"
2000-05-30;07:00:00;0;17.5;38.025;"05";"2000";"2000-05"
2000-05-30;07:00:00;50;14.572;38.107;"05";"2000";"2000-05"
2000-06-07;07:00:00;0;21.604;38.056;"06";"2000";"2000-06"
2000-06-07;07:00:00;50;15.414;38.086;"06";"2000";"2000-06"
2000-06-14;07:00:00;0;22.427;37.886;"06";"2000";"2000-06"
2000-06-14;07:00:00;50;14.854;38.092;"06";"2000";"2000-06"
2000-06-21;07:00:00;0;23.552;37.773;"06";"2000";"2000-06"
2000-06-21;07:00:00;50;14.607;38.097;"06";"2000";"2000-06"
2000-06-28;07:00:00;0;24.106;37.944;"06";"2000";"2000-06"
2000-06-28;07:00:00;50;14.888;38.09;"06";"2000";"2000-06"
2000-07-05;07:00:00;0;23.383;38.096;"07";"2000";"2000-07"
2000-07-05;07:00:00;50;14.644;38.095;"07";"2000";"2000-07"
2000-07-13;07:00:00;0;18.548;38.084;"07";"2000";"2000-07"
2000-07-13;07:00:00;50;14.269;38.102;"07";"2000";"2000-07"
2000-07-19;07:00:00;0;22.53;38.149;"07";"2000";"2000-07"
2000-07-19;07:00:00;50;14.187;38.119;"07";"2000";"2000-07"
2000-07-26;07:00:00;0;22.675;38.153;"07";"2000";"2000-07"
2000-07-26;07:00:00;50;15.326;38.067;"07";"2000";"2000-07"
2000-08-02;07:00:00;0;23.81;38.199;"08";"2000";"2000-08"
2000-08-02;07:00:00;50;14.105;38.442;"08";"2000";"2000-08"
2000-08-16;07:00:00;0;25.01;38.196;"08";"2000";"2000-08"
2000-08-16;07:00:00;50;14.672;38.096;"08";"2000";"2000-08"
2000-08-23;07:00:00;0;25.612;38.211;"08";"2000";"2000-08"
2000-08-23;07:00:00;50;14.915;38.056;"08";"2000";"2000-08"
2000-08-30;07:00:00;0;25.516;38.271;"08";"2000";"2000-08"
2000-08-30;07:00:00;50;15.658;38.042;"08";"2000";"2000-08"
2000-09-13;07:00:00;0;24.058;38.282;"09";"2000";"2000-09"
2000-09-13;07:00:00;50;14.497;38.061;"09";"2000";"2000-09"
2000-09-20;07:00:00;0;23.014;38.285;"09";"2000";"2000-09"
2000-09-20;07:00:00;50;18.21;38.093;"09";"2000";"2000-09"
2000-09-27;07:00:00;0;22.333;38.272;"09";"2000";"2000-09"
2000-09-27;07:00:00;50;16.262;38.038;"09";"2000";"2000-09"
2000-10-04;07:00:00;0;21.813;38.22;"10";"2000";"2000-10"
2000-10-04;07:00:00;50;20.756;38.202;"10";"2000";"2000-10"
2000-10-18;07:00:00;0;19.75;37.446;"10";"2000";"2000-10"
2000-10-18;07:00:00;50;20.22;37.911;"10";"2000";"2000-10"
2000-10-25;07:00:00;0;19.912;37.817;"10";"2000";"2000-10"
2000-10-25;07:00:00;50;18.084;38.048;"10";"2000";"2000-10"
2000-11-02;08:00:00;0;19.19;37.862;"11";"2000";"2000-11"
2000-11-02;08:00:00;50;17.118;38.08;"11";"2000";"2000-11"
2000-11-10;08:00:00;0;18.036;37.9;"11";"2000";"2000-11"
2000-11-10;08:00:00;50;17.971;37.903;"11";"2000";"2000-11"
2000-11-15;08:00:00;0;17.568;37.273;"11";"2000";"2000-11"
2000-11-15;08:00:00;50;17.813;38.115;"11";"2000";"2000-11"
2000-11-22;08:00:00;0;17.577;37.769;"11";"2000";"2000-11"
2000-11-22;08:00:00;50;17.726;38.053;"11";"2000";"2000-11"
2000-11-29;08:00:00;0;17.447;37.922;"11";"2000";"2000-11"
2000-11-29;08:00:00;50;17.622;38.06;"11";"2000";"2000-11"
2000-12-05;08:00:00;0;16.384;37.634;"12";"2000";"2000-12"
2000-12-05;08:00:00;50;16.396;38.038;"12";"2000";"2000-12"
2000-12-13;08:00:00;0;16.319;38.001;"12";"2000";"2000-12"
2000-12-13;08:00:00;50;16.365;38.02;"12";"2000";"2000-12"
2000-12-20;08:00:00;0;15.898;38.013;"12";"2000";"2000-12"
2000-12-20;08:00:00;50;15.944;38.105;"12";"2000";"2000-12"
2001-01-04;08:00:00;50;15.061;38.083;"01";"2001";"2001-01"
2001-01-04;08:00:00;0;15.05;38.073;"01";"2001";"2001-01"
2001-01-11;08:00:00;50;14.865;38.015;"01";"2001";"2001-01"
2001-01-11;08:00:00;0;14.361;37.718;"01";"2001";"2001-01"
2001-01-17;08:00:00;50;14.556;37.977;"01";"2001";"2001-01"
2001-01-17;08:00:00;0;14.107;37.776;"01";"2001";"2001-01"
2001-01-31;08:00:00;50;14.04;38.092;"01";"2001";"2001-01"
2001-01-31;08:00:00;0;13.966;38.066;"01";"2001";"2001-01"
2001-02-08;08:00:00;50;13.828;38.008;"02";"2001";"2001-02"
2001-02-08;08:00:00;0;13.808;37.998;"02";"2001";"2001-02"
2001-02-14;08:00:00;50;13.85;38.024;"02";"2001";"2001-02"
2001-02-14;08:00:00;0;13.718;37.959;"02";"2001";"2001-02"
2001-02-22;08:00:00;50;13.953;38.063;"02";"2001";"2001-02"
2001-02-22;08:00:00;0;13.823;37.963;"02";"2001";"2001-02"
2001-03-02;08:00:00;50;13.903;38.118;"03";"2001";"2001-03"
2001-03-02;08:00:00;0;13.892;38.117;"03";"2001";"2001-03"
2001-03-07;08:00:00;50;13.825;38.115;"03";"2001";"2001-03"
2001-03-07;08:00:00;0;13.82;37.965;"03";"2001";"2001-03"
2001-03-15;08:00:00;50;13.863;38.111;"03";"2001";"2001-03"
2001-03-15;08:00:00;0;14.004;38.011;"03";"2001";"2001-03"
2001-03-27;07:00:00;50;13.999;38.083;"03";"2001";"2001-03"
2001-03-27;07:00:00;0;14.359;37.815;"03";"2001";"2001-03"
2001-04-04;07:00:00;50;14.065;38.063;"04";"2001";"2001-04"
2001-04-04;07:00:00;0;14.735;37.788;"04";"2001";"2001-04"
2001-04-11;07:00:00;50;14.426;38;"04";"2001";"2001-04"
2001-04-11;07:00:00;0;14.928;37.933;"04";"2001";"2001-04"
2001-04-18;07:00:00;50;14.69;38.019;"04";"2001";"2001-04"
2001-04-18;07:00:00;0;14.992;37.968;"04";"2001";"2001-04"
2001-04-24;07:00:00;50;14.552;38.032;"04";"2001";"2001-04"
2001-04-24;07:00:00;0;14.992;37.994;"04";"2001";"2001-04"
2001-05-02;07:00:00;50;15.155;37.954;"05";"2001";"2001-05"
2001-05-02;07:00:00;0;15.595;37.661;"05";"2001";"2001-05"
2001-05-09;07:00:00;50;14.529;38.008;"05";"2001";"2001-05"
2001-05-09;07:00:00;0;16.3;37.133;"05";"2001";"2001-05"
2001-05-16;07:00:00;50;14.524;38.012;"05";"2001";"2001-05"
2001-05-16;07:00:00;0;18.019;37.732;"05";"2001";"2001-05"
2001-05-22;07:00:00;50;17.131;37.961;"05";"2001";"2001-05"
2001-05-22;07:00:00;0;18.127;37.84;"05";"2001";"2001-05"
2001-06-13;07:00:00;50;16.969;37.987;"06";"2001";"2001-06"
2001-06-13;07:00:00;0;20.99;37.915;"06";"2001";"2001-06"
2001-06-20;07:00:00;50;15.425;38.065;"06";"2001";"2001-06"
2001-06-20;07:00:00;0;21.018;37.988;"06";"2001";"2001-06"
2001-06-27;07:00:00;50;14.946;38.058;"06";"2001";"2001-06"
2001-06-27;07:00:00;0;23.597;37.965;"06";"2001";"2001-06"
2001-07-04;07:00:00;50;15.163;38.053;"07";"2001";"2001-07"
2001-07-04;07:00:00;0;24.409;37.966;"07";"2001";"2001-07"
2001-07-11;07:00:00;50;15.954;38.017;"07";"2001";"2001-07"
2001-07-11;07:00:00;0;23.343;38.013;"07";"2001";"2001-07"
2001-07-18;07:00:00;50;16.077;38.036;"07";"2001";"2001-07"
2001-07-18;07:00:00;0;23.816;38.097;"07";"2001";"2001-07"
2001-07-25;07:00:00;50;15.261;38.072;"07";"2001";"2001-07"
2001-07-25;07:00:00;0;23.962;38.012;"07";"2001";"2001-07"
2001-08-01;07:00:00;50;15.717;38.039;"08";"2001";"2001-08"
2001-08-01;07:00:00;0;25.432;38.088;"08";"2001";"2001-08"
2001-08-08;07:00:00;50;14.943;38.046;"08";"2001";"2001-08"
2001-08-08;07:00:00;0;24.525;38.091;"08";"2001";"2001-08"
2001-08-21;07:00:00;50;15.798;37.953;"08";"2001";"2001-08"
2001-08-21;07:00:00;0;24.772;38.18;"08";"2001";"2001-08"
2001-08-30;07:00:00;50;15.475;37.986;"08";"2001";"2001-08"
2001-08-30;07:00:00;0;26.586;38.222;"08";"2001";"2001-08"
2001-09-05;07:00:00;50;14.267;38.038;"09";"2001";"2001-09"
2001-09-05;07:00:00;0;21.456;38.161;"09";"2001";"2001-09"
2001-09-21;07:00:00;50;16.998;38.03;"09";"2001";"2001-09"
2001-09-21;07:00:00;0;20.826;38.222;"09";"2001";"2001-09"
2001-09-26;07:00:00;50;17.86;38.042;"09";"2001";"2001-09"
2001-09-26;07:00:00;0;20.969;38.204;"09";"2001";"2001-09"
2001-10-03;07:00:00;50;18.485;38.129;"10";"2001";"2001-10"
2001-10-03;07:00:00;0;21.039;38.182;"10";"2001";"2001-10"
2001-10-10;07:00:00;50;20.603;38.213;"10";"2001";"2001-10"
2001-10-10;07:00:00;0;21.179;38.148;"10";"2001";"2001-10"
2001-10-17;07:00:00;50;17.84;38.124;"10";"2001";"2001-10"
2001-10-17;07:00:00;0;20.965;38.12;"10";"2001";"2001-10"
2001-10-24;07:00:00;50;19.223;38.1;"10";"2001";"2001-10"
2001-10-24;07:00:00;0;20.716;38.147;"10";"2001";"2001-10"
2001-10-31;08:00:00;50;15.931;38.023;"10";"2001";"2001-10"
2001-10-31;08:00:00;0;23.316;38.006;"10";"2001";"2001-10"
2001-11-07;08:00:00;50;19.577;38.088;"11";"2001";"2001-11"
2001-11-07;08:00:00;0;19.767;38.102;"11";"2001";"2001-11"
2001-11-14;08:00:00;50;18.238;38.092;"11";"2001";"2001-11"
2001-11-14;08:00:00;0;18.195;38.033;"11";"2001";"2001-11"
2001-11-21;08:00:00;50;17.05;38.058;"11";"2001";"2001-11"
2001-11-21;08:00:00;0;17.219;38.051;"11";"2001";"2001-11"
2001-11-28;08:00:00;50;16.929;38.056;"11";"2001";"2001-11"
2001-11-28;08:00:00;0;16.91;38.046;"11";"2001";"2001-11"
2001-12-05;08:00:00;50;16.796;38.084;"12";"2001";"2001-12"
2001-12-05;08:00:00;0;16.793;38.083;"12";"2001";"2001-12"
2001-12-12;08:00:00;50;15.808;38.065;"12";"2001";"2001-12"
2001-12-12;08:00:00;0;16.374;38.088;"12";"2001";"2001-12"
2001-12-19;08:00:00;50;15.408;38.073;"12";"2001";"2001-12"
2001-12-19;08:00:00;0;15.371;38.074;"12";"2001";"2001-12"
2001-12-26;08:00:00;50;14.947;38.101;"12";"2001";"2001-12"
2001-12-26;08:00:00;0;14.922;38.099;"12";"2001";"2001-12"
2002-01-02;09:00:00;50;14.405;38.131;"01";"2002";"2002-01"
2002-01-02;09:00:00;0;14.393;38.125;"01";"2002";"2002-01"
2002-01-09;09:00:00;50;14.038;38.167;"01";"2002";"2002-01"
2002-01-09;09:00:00;0;14.026;38.168;"01";"2002";"2002-01"
2002-01-16;09:00:00;50;13.867;38.192;"01";"2002";"2002-01"
2002-01-16;09:00:00;0;13.829;38.192;"01";"2002";"2002-01"
2002-01-23;09:00:00;50;13.625;38.195;"01";"2002";"2002-01"
2002-01-23;09:00:00;0;13.712;38.209;"01";"2002";"2002-01"
2002-01-30;09:00:00;50;13.57;38.176;"01";"2002";"2002-01"
2002-01-30;09:00:00;0;13.6;38.172;"01";"2002";"2002-01"
2002-02-07;09:00:00;50;13.382;38.09;"02";"2002";"2002-02"
2002-02-07;09:00:00;0;13.345;37.985;"02";"2002";"2002-02"
2002-02-13;09:00:00;50;13.363;38.072;"02";"2002";"2002-02"
2002-02-13;09:00:00;0;13.327;38.017;"02";"2002";"2002-02"
2002-02-20;09:00:00;50;13.387;38.097;"02";"2002";"2002-02"
2002-02-20;09:00:00;0;13.074;37.899;"02";"2002";"2002-02"
2002-03-01;09:00:00;50;13.31;38.102;"03";"2002";"2002-03"
2002-03-01;09:00:00;0;13.122;38.069;"03";"2002";"2002-03"
2002-03-08;09:00:00;50;13.24;38.039;"03";"2002";"2002-03"
2002-03-08;09:00:00;0;13.644;38.027;"03";"2002";"2002-03"
2002-03-13;09:00:00;50;NA;NA;"03";"2002";"2002-03"
2002-03-13;09:00:00;0;NA;NA;"03";"2002";"2002-03"
2002-03-20;09:00:00;50;NA;NA;"03";"2002";"2002-03"
2002-03-20;09:00:00;0;NA;NA;"03";"2002";"2002-03"
2002-03-27;09:00:00;50;NA;NA;"03";"2002";"2002-03"
2002-03-27;09:00:00;0;NA;NA;"03";"2002";"2002-03"
2002-04-04;09:00:00;50;13.788;38.004;"04";"2002";"2002-04"
2002-04-04;09:00:00;0;14.224;38.003;"04";"2002";"2002-04"
2002-04-10;09:00:00;50;13.836;37.979;"04";"2002";"2002-04"
2002-04-10;09:00:00;0;13.822;37.982;"04";"2002";"2002-04"
2002-04-18;09:00:00;50;13.726;38;"04";"2002";"2002-04"
2002-04-18;09:00:00;0;14.612;37.94;"04";"2002";"2002-04"
2002-04-24;09:00:00;50;13.731;38;"04";"2002";"2002-04"
2002-04-24;09:00:00;0;15.063;37.852;"04";"2002";"2002-04"
2002-04-30;09:00:00;50;14.555;37.952;"04";"2002";"2002-04"
2002-04-30;09:00:00;0;15.797;37.932;"04";"2002";"2002-04"
2002-05-07;09:00:00;50;15.68;37.838;"05";"2002";"2002-05"
2002-05-07;09:00:00;0;16.185;37.528;"05";"2002";"2002-05"
2002-05-15;09:00:00;50;14.28;37.983;"05";"2002";"2002-05"
2002-05-15;09:00:00;0;18.028;37.33;"05";"2002";"2002-05"
2002-05-22;09:00:00;50;14.329;38.007;"05";"2002";"2002-05"
2002-05-22;09:00:00;0;19.718;37.439;"05";"2002";"2002-05"
2002-05-28;09:00:00;50;14.648;37.966;"05";"2002";"2002-05"
2002-05-28;09:00:00;0;18.612;37.658;"05";"2002";"2002-05"
2002-06-05;09:00:00;50;15.408;37.955;"06";"2002";"2002-06"
