"datetime";"depth";"temperature";"salinity";"ta";"dic";"NO2";"NO3";"Chla";"pH_s_somlit_temp_25";"pH_s_somlit_temp_insi";"diff_pH";"pH_insi";"Pt";"Sit";"quarter";"monthd";"week";"Patm";"P";"pH_calc";"CO2";"fCO2";"pCO2_w";"fCO2pot";"pCO2pot";"fCO2insitu";"pCO2insitu";"HCO3";"CO3";"OmegaAragonite";"OmegaCalcite";"pH_18";"Nta";"Ndic";"Year.Month";"Year";"Month";"impute_temp";"impute_sal";"impute_pco2_w";"impute_ta";"impute_dic";"impute_Pt";"impute_Sit"
2014-01-21;50;14.93;37.95;2564.61282;2258.65164;0.485;1.217;0.17;NA;NA;NA;NA;0.227567943188688;2.21927370237857;1;1;3;1;5;8.12761919096672;1.28537411633838e-05;348.112086377609;349.375310287405;348.031110592101;349.294164235971;350.467186201904;358.08256177983;0.00202965159759011;0.0002161463012465;3.22496904919772;5.00400330421409;8.08021488140212;2567.99175652174;2261.62746561265;"2014-01";2014;"01";14.93;37.95;349.375310287405;2564.61282;2258.65164;0.227567943188688;2.21927370237857
2014-01-28;50;14.8;37.87;2562.91248;2265.00291;0.494;0.711;0.17;NA;NA;NA;NA;0.161442223257998;2.15904660019732;1;1;4;1;5;8.11775813163038;1.32678453431903e-05;357.756469428174;359.05685381937;357.673583897725;358.973793480369;360.177913268888;368.017452895967;0.00204071061013577;0.00021102445452103;3.1493125921801;4.88821285150996;8.06839496999028;2571.71043675733;2272.77820385529;"2014-01";2014;"01";14.8;37.87;359.05685381937;2562.91248;2265.00291;0.161442223257998;2.15904660019732
2014-02-05;50;14.44;38.01;2562.06231;2266.4532;0.248;0.623;0.21;NA;NA;NA;NA;0.0155578513679334;1.04723787020401;1;2;6;1;5;8.11833311006976;1.33709103894529e-05;356.893652199835;358.196861238316;356.811688315653;358.114723109032;359.312290169123;367.169248857332;0.00204374809682109;0.00020933419278945;3.11860636802276;4.84390072088351;8.06340782660482;2561.38826045777;2265.85692186267;"2014-02";2014;"02";14.44;38.01;358.196861238316;2562.06231;2266.4532;0.0155578513679334;1.04723787020401
2014-02-11;50;14.19;37.88;2555.61102;2260.9521;0.251;0.487;0.37;NA;NA;NA;NA;0.164337130376444;1.40221385800493;1;2;6;1;5;8.12272954774655;1.32968140544586e-05;351.958763961941;353.248050396634;351.878574741381;353.167689734061;354.34604087213;362.119330067587;0.00203925891986557;0.00020839636607996;3.10564858067795;4.82667663553795;8.0639149176118;2563.70693664203;2268.11456705385;"2014-02";2014;"02";14.19;37.88;353.248050396634;2555.61102;2260.9521;0.164337130376444;1.40221385800493
2014-02-18;50;14.23;37.84;2568.71364;2275.9551;0.302;0.678;0.39;NA;NA;NA;NA;0.024311163976191;1.32738955310003;1;2;7;1;5;8.11793824796239;1.35362344291561e-05;358.65434499156;359.967497849098;358.572562291643;359.885540446994;361.086697149724;369.003837124555;0.00205461485176924;0.0002078040138016;3.09791630144165;4.81436849638813;8.05976289033053;2579.57500845666;2285.57858879493;"2014-02";2014;"02";14.23;37.84;359.967497849098;2568.71364;2275.9551;0.024311163976191;1.32738955310003
2014-02-25;50;14.22;37.79;2573.21454;2270.9541;0.499;0.727;0.21;NA;NA;NA;NA;0.0175046594820187;1.22824360698831;1;2;8;1;5;8.13373883483228;1.29918426881038e-05;344.028208398853;345.287950452552;343.949812606682;345.209387157254;346.36144926029;353.956578730431;0.00204389553171832;0.00021406672559357;3.19226967719184;4.96125465396484;8.07530918770991;2587.51395924848;2283.57385022493;"2014-02";2014;"02";14.22;37.79;345.287950452552;2573.21454;2270.9541;0.0175046594820187;1.22824360698831
2014-03-04;50;14.3;37.87;2559.46179;2259.30177;0.183;0.375;0.58;NA;NA;NA;NA;0.0184763421427348;1.16789931123287;1;3;9;1;5;8.12995557965458;1.30110668376285e-05;345.536463390079;346.800439772851;345.457498537806;346.721306512381;347.879279003517;355.499853280071;0.002034083280313;0.00021220742284936;3.16341424683512;4.91534401443741;8.07279804327025;2568.24790124109;2267.05749300238;"2014-03";2014;"03";14.3;37.87;346.800439772851;2559.46179;2259.30177;0.0184763421427348;1.16789931123287
2014-03-11;50;14.27;37.82;2560.56201;2263.25256;0.346;0.458;0.45;NA;NA;NA;NA;0.0476510026112385;1.20294469857351;1;3;10;1;5;8.12612043930109;1.31759374650733e-05;349.496047636722;350.775003145146;349.416275177953;350.695060432871;351.865958304317;359.576874970973;0.00203963079089238;0.00021044583164254;3.13799244337136;4.87629738158442;8.06851994191946;2572.74871443681;2274.02425383395;"2014-03";2014;"03";14.27;37.82;350.775003145146;2560.56201;2263.25256;0.0476510026112385;1.20294469857351
2014-03-19;50;14.36;37.82;2558.61162;2257.60143;0.334;0.44;0.35;NA;NA;NA;NA;0.0369545459921387;1.16795815096207;1;3;12;1;5;8.13108265175287;1.29489930467189e-05;344.421979014587;345.680913355604;344.343165833931;345.601932309295;346.756749181558;354.346861490319;0.00203186244973654;0.00021278998721673;3.17357618598816;4.93065558979474;8.07484731538972;2570.78904177684;2268.34622792173;"2014-03";2014;"03";14.36;37.82;345.680913355604;2558.61162;2257.60143;0.0369545459921387;1.16795815096207
2014-03-25;50;14.34;38.01;2556.96129;2265.80307;0.18;0.608;0.11;NA;NA;NA;NA;0.0281980032258046;0.891640308898718;1;3;12;1;5;8.1131504958138;1.35780760009641e-05;361.31943448769;362.640494131523;361.236683989407;362.557567319531;363.768920215607;371.733609805562;0.0020459474178982;0.00020627757610083;3.07239490638284;4.77313566394597;8.05671438454185;2556.2885824783;2265.2069629045;"2014-03";2014;"03";14.34;38.01;362.640494131523;2556.96129;2265.80307;0.0281980032258046;0.891640308898718
2014-04-01;50;14.38;37.93;2558.41158;2264.55282;0.206;0.383;0.16;NA;NA;NA;NA;0.0194482348745162;0.90531533340873;2;4;13;1;5;8.11777331689663;1.34091598230282e-05;357.099926345427;358.404886712104;357.018099706276;358.322885874797;359.520468923019;367.388051637745;0.00204299499146751;0.00020814866870946;3.10220848802219;4.8192590788829;8.0619262950885;2563.1331410493;2268.73206327445;"2014-04";2014;"04";14.38;37.93;358.404886712104;2558.41158;2264.55282;0.0194482348745162;0.90531533340873
2014-04-08;50;14.52;37.83;2560.21194;2257.30137;0.052;0.244;0.28;NA;NA;NA;NA;0.0437631300503728;1.12714372729738;2;4;14;1;5;8.13136545860919;1.28809272805089e-05;344.30596116005;345.561907098164;344.226818340029;345.482596313892;346.638642331709;354.210569873446;0.0020302952733178;0.00021412516940168;3.19441518005313;4.96131604568324;8.07760380413804;2571.71698969072;2267.4452038065;"2014-04";2014;"04";14.52;37.83;345.561907098164;2560.21194;2257.30137;0.0437631300503728;1.12714372729738
2014-04-15;50;14.59;37.87;2557.36137;2264.30277;0.201;0.308;0.22;NA;NA;NA;NA;0.0340374782623093;0.920956911840198;2;4;15;1;5;8.11399880230602;1.34650599564778e-05;360.767938076604;362.082784184078;360.684827791759;361.999497787323;363.211552912759;371.138506746136;0.00204307448480208;0.00020776322524143;3.09916217305201;4.81254244839119;8.06141810529864;2566.14027092686;2272.07566041722;"2014-04";2014;"04";14.59;37.87;362.082784184078;2557.36137;2264.30277;0.0340374782623093;0.920956911840198
2014-04-22;50;15.34;37.79;2553.26055;2252.25036;0.014;0.244;0.25;NA;NA;NA;NA;0.0165361916717571;0.737319605128934;2;4;16;1;5;8.11701716922341;1.30363792207565e-05;357.124227114539;358.413431779441;357.040360877247;358.329390792417;359.536851943272;367.308417746878;0.00202604789311088;0.00021316608766836;3.18703974703499;4.94118094284817;8.07600428745657;2567.44908441387;2264.76617306166;"2014-04";2014;"04";15.34;37.79;358.413431779441;2553.26055;2252.25036;0.0165361916717571;0.737319605128934
2014-04-29;50;14.62;37.94;2554.71084;2258.15154;0.212;0.379;0.25;NA;NA;NA;NA;0.0262562711666262;0.954950306875072;2;4;17;1;5;8.11888033312809;1.32469341344843e-05;355.386924483756;356.681656493108;355.304945281194;356.599503705055;357.793839927396;365.599496820583;0.00203506086883315;0.00020984373703236;3.1289326449199;4.8582629293383;8.06673836411369;2558.75097311545;2261.72268107538;"2014-04";2014;"04";14.62;37.94;356.681656493108;2554.71084;2258.15154;0.0262562711666262;0.954950306875072
2014-05-06;50;15.07;37.9;2548.60962;2247.49941;0.01;0.237;0.18;NA;NA;NA;NA;NA;0.733324494385746;2;5;18;1;5;8.12069568850125;1.29699521371069e-05;352.647952937094;353.925366729563;352.565649379216;353.842890648719;355.032576701107;362.733348870782;0.00202170563289606;0.00021282382496682;3.17751082995426;4.92900372409728;8.07550044069521;2555.33418364116;2253.42948759894;"2014-05";2014;"05";15.07;37.9;353.925366729563;2548.60962;2247.49941;0.0178285457265578;0.733324494385746
2014-05-13;50;14.92;37.93;2550.51;2252.35038;NA;0.163;0.15;NA;NA;NA;NA;NA;0.685630172268232;2;5;19;1;5;8.1175872140356;1.31496315402686e-05;355.978108623786;357.2700522398;355.895336569069;357.187106095645;358.386508719316;366.175033291066;0.00202829505785166;0.00021090569060807;3.14713244695245;4.88339016090919;8.07008936770914;2555.21697864487;2256.50710361192;"2014-05";2014;"05";14.92;37.93;357.2700522398;2550.51;2252.35038;0.00940082028648931;0.685630172268232
2014-05-20;50;17.13;37.82;2551.31016;2241.64824;NA;0.148;0.2;NA;NA;NA;NA;0.00097309484642086;0.529363596452949;2;5;20;1;5;8.10340254220559;1.28029263975819e-05;369.826374589513;371.131561790522;369.735801745223;371.040807781354;372.309353226992;380.175369667057;0.0020093277645117;0.00021951754909071;3.2965565359062;5.08994905266294;8.09001493632198;2563.45283130619;2252.31711052353;"2014-05";2014;"05";17.13;37.82;371.131561790522;2551.31016;2241.64824;0.00097309484642086;0.529363596452949
2014-05-27;50;15.41;38;2556.61122;2255.55102;0.025;0.328;0.24;NA;NA;NA;NA;0.0204241585632587;0.642874705253047;2;5;21;1;5;8.11312606242556;1.31353759189688e-05;361.014947840836;362.317045755525;360.929897616641;362.231818624225;363.453263585507;371.302477757968;0.00202928751335414;0.00021312813072688;3.18244381926724;4.93268425678701;8.07320916139068;2556.61122;2255.55102;"2014-05";2014;"05";15.41;38;362.317045755525;2556.61122;2255.55102;0.0204241585632587;0.642874705253047
2014-06-03;50;14.81;38;2552.06031;2264.65284;0.024;0.128;0.19;NA;NA;NA;NA;0.030145969430938;0.628203104915677;2;6;22;1;5;8.10036166948305;1.38365637939387e-05;373.476297659697;374.83367186179;373.389666959024;374.746858504948;376.004051722559;384.187152516029;0.0020468251451862;0.00020399113101985;3.04173664023497;4.7207869736412;8.05125440100804;2552.06031;2264.65284;"2014-06";2014;"06";14.81;38;374.83367186179;2552.06031;2264.65284;0.030145969430938;0.628203104915677
2014-06-10;50;15.26;37.96;2549.65983;2249.09973;NA;NA;0.24;NA;NA;NA;NA;0.0252869709494648;0.461973507730607;2;6;23;1;5;8.11601901416821;1.30598349698162e-05;357.247516803749;358.538477698053;357.163695866171;358.454481814386;359.661646249621;367.443883987039;0.00202350733451419;0.00021253256051598;3.17328635577788;4.92023066233368;8.07377857597486;2552.34651053741;2251.46969810327;"2014-06";2014;"06";15.26;37.96;358.538477698053;2549.65983;2249.09973;0.0252869709494648;0.461973507730607
2014-06-17;50;16.03;37.96;2547.75945;2246.09913;NA;NA;0.24;NA;NA;NA;NA;0.0282095760751672;0.325869240868311;2;6;24;1;5;8.10618672711085;1.30967904431731e-05;366.58351958101;367.895358471119;366.495863788135;367.807522890997;369.054119562657;376.961388770431;0.00201944041526633;0.00021356192429049;3.19467839016122;4.94486867162327;8.07585813855922;2550.44412802951;2248.46593624868;"2014-06";2014;"06";16.03;37.96;367.895358471119;2547.75945;2246.09913;0.0282095760751672;0.325869240868311
2014-06-24;50;15.59;37.99;2547.60942;2249.89989;NA;0.093;0.21;NA;NA;NA;NA;0.031124012235433;0.449352926649064;2;6;25;1;5;8.10615521991201;1.32706477912393e-05;366.681233238119;368.000759101183;366.594465629039;367.913811742172;369.156270302392;377.110348043425;0.00202584639601055;0.0002107828461982;3.1490109308476;4.87893689932741;8.06904674490469;2548.28002000526;2250.49212476968;"2014-06";2014;"06";15.59;37.99;368.000759101183;2547.60942;2249.89989;0.031124012235433;0.449352926649064
2014-07-01;50;16.65;38.01;2552.76045;2250.65004;NA;0.14;0.25;NA;NA;NA;NA;0.0369681732921921;0.245157359727169;3;7;26;1;5;8.09611685975037;1.32355491388053e-05;377.401973626914;378.741997100199;377.310408145128;378.650246459728;379.940025023967;388.016508159225;0.00202313126876011;0.00021428322210107;3.20948838114229;4.96056176111813;8.07535782831363;2552.08884767167;2250.05791949487;"2014-07";2014;"07";16.65;38.01;378.741997100199;2552.76045;2250.65004;0.0369681732921921;0.245157359727169
2014-07-08;50;16.43;37.96;2549.0097;2241.64824;NA;0.041;0.11;NA;NA;NA;NA;0.0291850007923388;0.296714174722111;3;7;27;1;5;8.10911463130887;1.28387906427057e-05;363.631019749743;364.925720889046;363.54325798154;364.837780755816;366.078324728802;373.88187333138;0.00201136641893949;0.00021744303041779;3.25607756826147;5.03528382763115;8.08493958887677;2551.69569546891;2244.01035616438;"2014-07";2014;"07";16.43;37.96;364.925720889046;2549.0097;2241.64824;0.0291850007923388;0.296714174722111
2014-07-15;50;16.81;37.96;2551.41018;2243.39859;NA;0.011;0.17;NA;NA;NA;NA;0.02821466531553;0.256850746320687;3;7;28;1;5;8.10399360007009;1.28859231927557e-05;369.054704028702;370.362433143787;368.964872644062;370.272420770855;371.535245412431;379.416917090406;0.00201237405363151;0.00021813861317572;3.26977792756793;5.05199582428225;8.08568064406881;2554.09870495258;2245.76255057956;"2014-07";2014;"07";16.81;37.96;370.362433143787;2551.41018;2243.39859;0.02821466531553;0.256850746320687
2014-07-22;50;15.95;37.98;NA;NA;0.015;0.054;0.12;NA;NA;NA;NA;0.0836532070079242;0.517482629397857;3;7;29;NA;NA;8.12244175259779;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.09082651610651;NA;NA;"2014-07";2014;"07";15.95;37.98;361.537546761476;2549.99608242309;2238.66522173105;0.0836532070079242;0.517482629397857
2014-07-30;50;16.31;37.95;2546.20914;2234.54682;0.02261853;0.015905869;0.18;NA;NA;NA;NA;0.130357035590753;0.778250958750762;3;7;31;1;5;8.11819241899751;1.25500715561311e-05;354.180089216965;355.443041775245;354.094848463199;355.357627307467;356.564779177962;364.177091413852;0.00200204647162119;0.00021995027682267;3.29282634395418;5.09355183725515;8.09214463521085;2549.56382924901;2237.49088695652;"2014-07";2014;"07";16.31;37.95;355.443041775245;2546.20914;2234.54682;0.130357035590753;0.778250958750762
2014-08-05;50;16.35;37.96;2550.30996;2243.4486;0.020878643;0.076565425;0.28;NA;NA;NA;NA;0.172188322356811;0.784089196720846;3;8;31;1;5;8.10910357437696;1.28765928403069e-05;363.843779699027;365.140549447614;363.756127162566;365.052718441384;366.293195545404;374.109296301731;0.00201356076161344;0.00021701124554624;3.24893630189689;5.02516828780233;8.08369480864452;2552.9973256059;2245.81261327713;"2014-08";2014;"08";16.35;37.96;365.140549447614;2550.30996;2243.4486;0.172188322356811;0.784089196720846
2014-08-12;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.10113899962767;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.07576879112181;NA;NA;"2014-08";2014;"08";16.3511332014565;37.96;370.01895775664;2550.65650007182;2248.68691143036;0.148836721783231;0.676574815056727
2014-08-19;50;16.07;37.96;2549.20974;2249.24976;0.016528926;0.047678406;0.17;NA;NA;NA;NA;0.125485121209652;0.569060433392609;3;8;33;1;5;8.10242119268906;1.32255816682997e-05;370.627266616013;371.952910789708;370.538560045297;371.864022439943;373.124772923026;381.115212448717;0.00202355046804164;0.00021247371029005;3.17872158670416;4.91972198151273;8.0727193932046;2551.89594625922;2251.619886196;"2014-08";2014;"08";16.07;37.96;371.952910789708;2549.20974;2249.24976;0.125485121209652;0.569060433392609
2014-08-26;50;17;37.95;2545.0089;2241.09813;0.011309265;0.017395189;0.24;NA;NA;NA;NA;0.032108019620742;0.315242374458194;3;8;34;1;5;8.09540635335981;1.30893487848045e-05;376.943377630678;378.275874402994;376.851251093244;378.183563057508;379.475276833124;387.506020422784;0.00201260946563789;0.00021539931557729;3.23060326711748;4.98926338947984;8.08003253262388;2548.36200790514;2244.0508284585;"2014-08";2014;"08";17;37.95;378.275874402994;2545.0089;2241.09813;0.032108019620742;0.315242374458194
2014-09-02;50;17.34;37.96;2550.10992;2237.9475;0.018268813;0.024032488;0.21;NA;NA;NA;NA;0.0282182075200673;0.435922654103109;3;9;35;1;5;8.10267685163023;1.27199885018862e-05;369.96046444331;371.262675938608;369.869384770329;371.171414994784;372.442541700158;380.290405761;0.00200421966554772;0.00022100784595039;3.31759262160369;5.11943219959877;8.09252130562033;2552.7970748156;2240.30571654373;"2014-09";2014;"09";17.34;37.96;371.262675938608;2550.10992;2237.9475;0.0282182075200673;0.435922654103109
2014-09-09;50;16.2;37.95;2546.95929;2242.9485;0.001739887;NA;0.16;NA;NA;NA;NA;0.0321020404116463;0.417326525351402;3;9;36;1;5;8.10760943184712;1.29744840867913e-05;364.970908043362;366.274166721653;364.883293999052;366.1863736708;367.429189777121;375.28456036645;0.00201485126965378;0.00021512274625942;3.21964300131729;4.98160503434456;8.07989572808687;2550.31496758893;2245.90363636364;"2014-09";2014;"09";16.2;37.95;366.274166721653;2546.95929;2242.9485;0.0321020404116463;0.417326525351402
2014-09-15;50;15.78;37.95;2547.70944;2245.24896;0.015658982;NA;0.21;NA;NA;NA;NA;0.0282081879104418;0.474675713803297;3;9;37;1;5;8.11146421610326;1.30066943400514e-05;361.348856460928;362.646056871635;361.262974315523;362.55999757326;363.786291562943;371.605589551112;0.00201829366794784;0.0002139485977121;3.19868212007647;4.95389583312881;8.07726467234198;2551.06610592885;2248.20712727273;"2014-09";2014;"09";15.78;37.95;362.646056871635;2547.70944;2245.24896;0.0282081879104418;0.474675713803297
2014-09-23;50;21.6228;38.142;2564.81286;2239.84788;NA;0.048344344;0.24;NA;NA;NA;NA;0.0165576742252458;0.294142212707308;3;9;38;1;5;8.05342074590093;1.29198361540628e-05;423.77463919192;425.18873644464;423.662354173894;425.076249725359;426.576313208423;435.093789826165;0.00199525946748657;0.00023166857635935;3.52095593698146;5.3726891292677;8.10877674038347;2555.26424099418;2231.50908290074;"2014-09";2014;"09";21.6228;38.142;425.18873644464;2564.81286;2239.84788;0.0165576742252458;0.294142212707308
2014-09-30;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.08406269657918;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.11942454637442;NA;NA;"2014-09";2014;"09";20.3061522484828;38.115;398.625896031769;2566.98418930842;2235.11621441587;0.0185005909824503;0.32473492361494
2014-10-07;50;19.6191;38.088;2569.0137;2234.29677;NA;0.052121245;0.21;NA;NA;NA;NA;0.0204435077396549;0.355327634522573;4;10;40;1;5;8.09893047392613;1.20779133401831e-05;374.994455110036;376.277232470985;374.898062035649;376.180657602443;377.490655567483;385.219105587839;0.00198503803482312;0.00023718082183669;3.58152387744322;5.49488668874251;8.12379940956855;2563.07815059861;2229.13456364209;"2014-10";2014;"10";19.6191;38.088;376.277232470985;2569.0137;2234.29677;0.0204435077396549;0.355327634522573
2014-10-14;50;22.2329;38.06;2568.46359;2239.99791;0.024358417;0.107833148;0.18;NA;NA;NA;NA;0.0340971573508215;0.334152142038051;4;10;41;1;5;8.05000361966124;1.28501587960636e-05;428.199192593125;429.617334821611;428.084854974057;429.502794884781;431.024251979925;439.565448519782;0.00199272674874518;0.00023442100245874;3.57311117964395;5.44318718767727;8.11465534101342;2564.41451445087;2236.46664687336;"2014-10";2014;"10";22.2329;38.06;429.617334821611;2568.46359;2239.99791;0.0340971573508215;0.334152142038051
2014-10-21;50;20.7057;38.115;2568.56361;2243.89869;0.024358417;0.05042424;0.22;NA;NA;NA;NA;0.0301865174066583;0.589123968742847;4;10;42;1;5;8.06662305014319;1.28067965387994e-05;409.739971399919;411.122838825028;409.632818968635;411.015489528578;412.457341112189;420.787666312133;0.00199990632753267;0.00023118556592853;3.502963458019;5.35879120955642;8.1080333131207;2560.81377882723;2237.12843290043;"2014-10";2014;"10";20.7057;38.115;411.122838825028;2568.56361;2243.89869;0.0301865174066583;0.589123968742847
2014-10-29;50;21.0739;38.156;2560.21194;2231.04612;0.011309265;0.055919588;0.16;NA;NA;NA;NA;0.0204503298739235;0.258063686504273;4;10;44;1;5;8.06870222669109;1.2547512754474e-05;405.56257551304;406.925100640492;405.455927993539;406.818258952872;408.248863953413;416.456268168527;0.00198458454024391;0.00023391406700161;3.54773608793274;5.42172444044612;8.1157495685862;2549.74456756473;2221.92453506657;"2014-10";2014;"10";21.0739;38.156;406.925100640492;2560.21194;2231.04612;0.0204503298739235;0.258063686504273
2014-11-06;50;20.349;38.175;2564.11272;2231.4462;NA;0.046;0.12;NA;NA;NA;NA;0.0369976723854628;0.613382463232673;4;11;45;1;5;8.08429373348522;1.22811710970357e-05;389.241041907281;390.560529147276;389.139774712121;390.459074306042;391.825611697791;399.774493608606;0.00198325066624976;0.0002359143626532;3.56864213106081;5.46432266711045;8.12031194476981;2552.35843772102;2221.21691159136;"2014-11";2014;"11";20.349;38.175;390.560529147276;2564.11272;2231.4462;0.0369976723854628;0.613382463232673
2014-11-12;50;20.0508;38.042;2558.0115;2229.39579;0.009;0.115;0.16;NA;NA;NA;NA;0.0331038596313509;0.616315974901327;4;11;46;1;5;8.08500443543539;1.23537851925826e-05;388.069570608693;389.389973961955;387.969132736279;389.289348604383;390.648991218966;398.603692833527;0.00198394837181564;0.00023309363299177;3.52600234663382;5.40371771281698;8.11645263957161;2555.18734556543;2226.93444140687;"2014-11";2014;"11";20.0508;38.042;389.389973961955;2558.0115;2229.39579;0.0331038596313509;0.616315974901327
2014-11-18;50;19.5862;37.957;2554.91088;2231.84628;0.067;0.23;0.09;NA;NA;NA;NA;0.034075546898474;0.767186598742785;4;11;46;1;5;8.0848731009899;1.2526091098436e-05;388.278220159495;389.607003514663;388.178523784864;389.50711893102;390.863137210843;398.868798321993;0.00199004189528716;0.0002292782936144;3.46519783795401;5.31727612895191;8.10919792499564;2557.80523855942;2234.37465131596;"2014-11";2014;"11";19.5862;37.957;389.607003514663;2554.91088;2231.84628;0.034075546898474;0.767186598742785
2014-11-25;50;18.9714;37.978;2550.10992;2224.74486;0.027;0.163;0.14;NA;NA;NA;NA;0.0330962481263122;0.667765476901476;4;11;47;1;5;8.09828115345767;1.22577020585086e-05;373.530207668883;374.818350307371;373.435301097139;374.723261938112;376.022192554225;383.78361348469;0.00198223431079868;0.0002302528471428;3.47259934061085;5.33700607542343;8.1131984452868;2551.58715466849;2226.03361630418;"2014-11";2014;"11";18.9714;37.978;374.818350307371;2550.10992;2224.74486;0.0330962481263122;0.667765476901476
2014-12-02;50;18.4277;37.908;2549.80986;2228.14554;0.041757286;0.187122966;0.15;NA;NA;NA;NA;0.0739736372614314;0.693016180659726;4;12;48;1;5;8.10160637979343;1.23518310308035e-05;370.522198062353;371.808689458324;370.429018159553;371.715328746319;372.998739900002;380.750758167223;0.00198814846122053;0.00022764524774866;3.42930458643809;5.27791690736411;8.10817480215435;2555.99806584362;2233.55308958531;"2014-12";2014;"12";18.4277;37.908;371.808689458324;2549.80986;2228.14554;0.0739736372614314;0.693016180659726
2014-12-09;50;18.1443;37.868;2549.15973;2227.19535;0.072205307;0.255629773;0.14;NA;NA;NA;NA;0.115822494384731;0.759172652269666;4;12;49;1;5;8.10690832994902;1.22758562513064e-05;365.205730732418;366.478269652432;365.114401084092;366.386761597745;367.649120492436;375.317348415515;0.00198723519176626;0.00022768430198242;3.42797625441719;5.27971521090309;8.10912222945353;2558.04557251505;2234.95889141227;"2014-12";2014;"12";18.1443;37.868;366.478269652432;2549.15973;2227.19535;0.115822494384731;0.759172652269666
2014-12-16;50;17.6867;37.842;2553.71064;2241.59823;0.088734232;0.279136007;0.24;NA;NA;NA;NA;0.0155713374653356;0.585871572133251;4;12;50;1;5;8.09817141807045;1.27835462872001e-05;375.303202291995;376.618477798281;375.210206170327;376.525298051674;377.818112564276;385.744345347178;0.00200739902265036;0.00022141566106243;3.32976633221517;5.1342859219541;8.09335018520579;2564.37303313778;2250.95747423498;"2014-12";2014;"12";17.6867;37.842;376.618477798281;2553.71064;2241.59823;0.0155713374653356;0.585871572133251
2014-12-22;50;17.4541;37.843;2547.30936;2231.24616;0.145280557;0.269423265;0.22;NA;NA;NA;NA;0.0340603668193198;0.724999236582664;4;12;51;1;5;8.10886268537119;1.24613404970566e-05;363.401088478818;364.678366670253;363.311468841251;364.588569122692;365.838198197514;373.53568314087;0.00199520662592719;0.00022357819357574;3.36003597240599;5.1838698155519;8.10045709738518;2557.87743255027;2240.50297492271;"2014-12";2014;"12";17.4541;37.843;364.678366670253;2547.30936;2231.24616;0.0340603668193198;0.724999236582664
2014-12-30;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.12077693210037;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.0961352341146;NA;NA;"2014-12";2014;"12";16.4016175532679;37.894;360.527596685335;2548.0321170109;2234.22529752419;0.0359990189025042;0.638277303533454
2015-01-06;50;16.0564;37.945;2547.70944;2240.19795;0.08;0.212;0.28;NA;NA;NA;NA;0.0379376709856887;0.551555370484244;1;1;1;1;5;8.11543899802554;1.27551753079949e-05;357.271127941567;358.549201433432;357.185653572385;358.4635518598;359.678746260006;367.382461941067;0.00201013779763193;0.00021730497706006;3.25122649072235;5.0321371744313;8.08548821485603;2551.40225905916;2243.44504150744;"2015-01";2015;"01";16.0564;37.945;358.549201433432;2547.70944;2240.19795;0.0379376709856887;0.551555370484244
2015-01-12;50;15.8023;37.964;2549.25975;2243.14854;0.11;0.364;0.2;NA;NA;NA;NA;0.0340441787694743;0.477591193594625;1;1;2;1;5;8.11667510877446;1.28165429511297e-05;356.330229680637;357.609045184296;356.245486856995;357.524127651443;358.733626119834;366.442079249271;0.00201401108255665;0.00021632091449221;3.23401584159009;5.00832683669307;8.08280050788899;2551.6771283321;2245.27564324097;"2015-01";2015;"01";15.8023;37.964;357.609045184296;2549.25975;2243.14854;0.0340441787694743;0.477591193594625
2015-01-20;50;15.3975;37.973;2551.26015;2250.24996;NA;NA;0.25;NA;NA;NA;NA;NA;NA;1;1;3;1;5;8.11424462595533;1.30722918854159e-05;359.092505105066;360.387871980741;359.00794968549;360.303140630584;361.517941981225;369.326593685116;0.00202421617001867;0.00021296149809591;3.18045097320743;4.92980600211973;8.07413266449582;2553.07417638849;2251.84995865483;"2015-01";2015;"01";15.3975;37.973;360.387871980741;2551.26015;2250.24996;0.027719337239043;0.781924044672752
2015-01-27;50;14.9314;37.999;2552.11032;2252.80047;0.161;0.457;0.34;NA;NA;NA;NA;0.0213944957086117;1.08625689575088;1;1;4;1;5;8.11824686514012;1.31193933904989e-05;355.419099145532;356.708826117147;355.336392133552;356.625945207379;357.82362173795;365.59877095822;0.00202808012920694;0.00021160094740255;3.15610723401391;4.89700562413371;8.07092070202398;2552.17748256533;2252.85975578305;"2015-01";2015;"01";14.9314;37.999;356.708826117147;2552.11032;2252.80047;0.0213944957086117;1.08625689575088
