"datetime";"PROF_NUM";"T";"S";"O";"oxy_umol_kg";"year";"month";"year.month";"AOU";"OSAT";"neg_AOU";"mean_AOU"
2012-04-10 09:00:00;1;14.547;38.157;5.92;257.058538317554;2012;"04";"2012-04";-12.4712673851896;244.587270932364;12.4712673851896;-12.5250084210117
2012-04-17 09:00:00;1;14.794;38.034;6;260.570306855895;2012;"04";"2012-04";-16.9735318124411;243.596775043454;16.9735318124411;-12.5250084210117
2012-04-25 09:00:00;1;13.792;38.088;5.75;249.649821291138;2012;"04";"2012-04";-1.21461204020079;248.435209250937;1.21461204020079;-12.5250084210117
2012-05-02 09:00:00;1;15.172;37.886;5.9;256.27714828916;2012;"05";"2012-05";-14.2464405493637;242.030707739796;14.2464405493637;-12.5250084210117
2012-05-09 09:00:00;1;16.736;37.635;5.83;253.374144460714;2012;"05";"2012-05";-18.1827243995274;235.191420061187;18.1827243995274;-12.5250084210117
2012-05-15 09:00:00;1;17.448;38.018;5.71;248.129649093157;2012;"05";"2012-05";-16.7058453759588;231.423803717198;16.7058453759588;-12.5250084210117
2012-05-22 09:00:00;1;16.697;37.991;5.59;242.876706105248;2012;"05";"2012-05";-8.07863796213132;234.798068143117;8.07863796213132;-12.5250084210117
2012-05-29 09:00:00;1;18.98;37.944;5.62;244.324394186633;2012;"05";"2012-05";-19.3087177518148;225.015676434818;19.3087177518148;-12.5250084210117
2012-06-05 09:00:00;1;20.658;37.757;5.615;244.247323994808;2012;"06";"2012-06";-25.7093490278617;218.537974966946;25.7093490278617;-12.5250084210117
2012-06-13 09:00:00;1;16.194;38.122;5.61;243.693368342245;2012;"06";"2012-06";-6.82335656086374;236.870011781381;6.82335656086374;-12.5250084210117
2012-06-19 09:00:00;1;23.218;37.969;5.34;232.412975811647;2012;"06";"2012-06";-23.7470481312777;208.665927680369;23.7470481312777;-12.5250084210117
2012-06-26 09:00:00;1;23.845;37.988;5.02;218.522131560385;2012;"06";"2012-06";-12.1007858770995;206.421345683286;12.1007858770995;-12.5250084210117
