"datetime";"temperature";"salinity"
1992-05-24;14.1323666666667;37.9978
1992-05-28;13.6002;38.0203
1992-05-31;13.8833666666667;38.0406
1992-06-04;13.4866333333333;38.0672
1992-06-08;13.8962;38.0181333333333
1992-06-10;15.4328333333333;37.9189666666667
1992-06-24;13.611;38.0984333333333
1992-06-28;14.1764333333333;38.0113666666667
1992-07-01;13.7483;38.0654333333333
1992-07-05;13.9553666666667;38.0220666666667
1992-07-08;14.0625666666667;38.0266333333333
1992-07-16;14.5697;38.0023666666667
1992-07-22;14.1702;38.1020666666667
1992-08-16;14.2385666666667;38.0477666666667
1992-08-19;14.0964;38.0295333333333
1992-08-23;14.0718;38.0450333333333
1992-08-26;14.2452333333333;38.0248333333333
1992-08-30;13.9037666666667;38.0377
1992-09-02;14.6276333333333;37.9453666666667
1992-09-06;13.7672666666667;38.0987333333333
1992-09-09;14.1174;38.0325333333333
1992-09-13;14.8154333333333;37.929
1992-09-16;14.9146;37.9500333333333
1992-09-20;13.9631333333333;38.0077333333333
1992-09-23;14.8930666666667;37.9752333333333
1992-09-27;15.7085666666667;37.9298333333333
1992-10-06;20.4724;37.9318666666667
1992-10-11;19.2589;38.0355333333333
1992-10-14;20.0716333333333;37.8551333333333
1992-10-20;19.0421666666667;37.8843666666667
1992-10-27;15.201;38.0011666666667
1992-11-18;15.6741;37.8563333333333
1992-11-24;16.3186666666667;37.7823
1992-12-01;16.2385;37.8239333333333
1992-12-08;15.4685;37.8214
1992-12-15;15.1955666666667;37.7879666666667
1992-12-21;15.1289666666667;37.8251666666667
1992-12-28;14.6500333333333;37.8355666666667
1993-01-06;14.0092666666667;37.9556333333333
1993-01-13;13.8292333333333;38.0080333333333
1993-01-20;13.7918333333333;38.0311
1993-01-27;13.6727333333333;38.0334
1993-02-03;13.4584333333333;38.0467333333333
1993-02-05;13.4727;38.0362
1993-02-10;13.4141333333333;38.0349333333333
1993-02-17;13.294;38.0096666666667
1993-02-24;13.1306333333333;38.0112666666667
1993-03-03;12.9449;38.0422666666667
1993-03-25;12.9409666666667;38.0043666666667
1993-03-31;12.9419666666667;38.0247666666667
1993-04-07;13.0351;37.9926
1993-04-12;12.9682;37.9995
1993-04-29;13.9512666666667;37.9514
1993-05-05;13.0331333333333;38.0298666666667
1993-05-12;13.5740333333333;37.9909
1993-06-02;13.9278333333333;38.0359
1993-06-07;13.5984;38.0647666666667
1993-06-22;14.1884333333333;38.0491666666667
1993-06-30;13.8604333333333;38.0161333333333
1993-07-13;15.0610666666667;38.0097666666667
1993-07-28;13.5208333333333;37.9735
1993-08-04;13.9423333333333;37.9566666666667
1993-08-11;14.0508333333333;37.9369333333333
1993-08-18;14.1485;37.9573
1993-08-25;14.7031333333333;37.8714666666667
1993-09-02;13.919;38.0012666666667
1993-09-16;14.3663333333333;37.8987333333333
1993-09-30;18.1348333333333;37.8985
1993-10-20;19.1013;37.8461666666667
1993-10-27;18.8287333333333;37.7402
1993-11-17;17.9375;37.8613666666667
1993-11-26;16.6974;37.9376
1993-12-17;13.3506666666667;38.1692333333333
1993-12-22;14.9644;37.9692
1995-01-18;13.8254666666667;38.0846
1995-01-26;13.8607666666667;38.1037333333333
1995-02-01;13.8737;38.1330333333333
1995-02-08;13.7345;38.1245666666667
1995-02-15;13.652;38.1816666666667
1995-02-22;13.5451333333333;38.1569333333333
1995-03-01;13.2974666666667;38.1257666666667
1995-03-08;13.0152;38.0891666666667
1995-03-15;12.9218666666667;38.0484
1995-03-22;12.9437333333333;38.0263666666667
1995-03-30;13.0021333333333;38.0409
1995-04-05;13.0119;38.0663666666667
1995-04-11;13.4797333333333;38.0904333333333
1995-04-19;13.5857;38.0765333333333
1995-04-26;13.8988;38.0410333333333
1995-05-03;14.0445333333333;38.0173333333333
1995-05-10;13.8168;38.0382666666667
1995-05-17;14.3398666666667;38.0185333333333
1995-05-24;14.3108;38.0364333333333
1995-05-31;13.6071666666667;38.1190333333333
1995-06-07;14.5332;38.0768666666667
1995-06-14;14.8395333333333;38.1003
1995-06-21;14.9289;38.0911666666667
1995-06-29;14.0855333333333;38.1284333333333
1995-07-05;14.0506;38.1259333333333
1995-07-12;14.0263;NA
1995-07-19;15.6926333333333;38.1134666666667
1995-07-26;15.2174;38.2369333333333
1995-08-02;15.0254666666667;38.0448
1995-08-09;16.2119;38.0043
1995-08-16;16.1459;37.9669
1995-08-23;16.5027333333333;38.0182
1995-08-30;16.8435333333333;37.9623666666667
1995-09-06;17.8094;37.8634
1995-09-13;15.6244;37.8858666666667
1995-09-21;15.9585333333333;37.9205333333333
1995-09-27;18.9771666666667;38.0068
1995-10-04;20.2234333333333;38.0781333333333
1995-10-11;18.6627333333333;38.0384
1995-10-18;18.5763;38.0263
1995-10-24;19.2151;38.0052
1995-10-31;19.3111;38.1804333333333
1995-11-08;16.7037333333333;38.0649
1995-11-15;17.9393;38.1754
1995-11-29;16.2570666666667;38.1179333333333
1995-12-06;16.0799333333333;38.1540333333333
1995-12-13;15.5759;38.1633333333333
1995-12-19;15.1615333333333;38.1583333333333
1995-12-29;14.913;38.1849333333333
1996-01-03;14.7851666666667;38.1321666666667
1996-01-12;14.2588;38.0517
1996-01-17;14.3153666666667;37.9808333333333
1996-01-24;14.3934666666667;38.0498666666667
1996-02-01;14.2051;38.0656666666667
1996-02-08;13.8872333333333;38.0190333333333
1996-02-14;13.7390666666667;38.0734
1996-02-21;13.5892333333333;38.0592666666667
1996-02-28;13.4920666666667;38.0574666666667
1996-03-06;13.3859;38.0665666666667
1996-03-13;13.3061;38.0829
1996-03-20;13.3071333333333;38.1121666666667
1996-03-21;13.2933;38.1089333333333
1996-03-27;13.3924666666667;38.1309333333333
1996-06-19;14.5363;37.9434666666667
1996-06-26;15.6344333333333;37.8882
1996-07-03;15.9715333333333;37.8812666666667
1996-07-10;15.5286333333333;37.9072333333333
1996-07-17;14.5019333333333;37.9485333333333
1996-07-26;14.7550666666667;37.9286
1996-07-31;15.6512666666667;37.8979
1996-08-07;14.6388;37.9301333333333
1996-08-14;18.6627;37.9363666666667
1996-08-21;15.5636333333333;37.9065
1996-08-28;14.4244;37.9515
1996-09-04;17.5232;37.8832666666667
1996-09-11;16.1362666666667;37.8724333333333
1996-09-18;16.2500666666667;37.8931666666667
1996-09-25;19.8354;38.0311
1996-10-03;17.251;37.9222333333333
1996-10-10;20.1106666666667;38.0601
1996-10-16;19.5925333333333;38.0175666666667
1996-10-23;19.4427666666667;37.9798666666667
1996-10-30;18.7901333333333;38.0133666666667
1996-11-06;18.6575;37.9935666666667
1996-11-14;17.9041333333333;37.9545333333333
1996-11-22;16.4045333333333;38.0007
1996-11-27;16.1723666666667;37.9466333333333
1996-12-04;15.7983666666667;37.9676
1996-12-11;15.3424;37.9662
1996-12-18;14.7048666666667;37.9091333333333
1996-12-23;14.7453666666667;37.9175
1997-01-02;13.8621333333333;37.9136666666667
1997-01-09;13.7282666666667;37.9120333333333
1997-01-15;13.4277666666667;37.7939333333333
1997-01-22;13.3035333333333;37.7231
1997-01-29;13.4082;37.7160666666667
1997-02-05;13.3925666666667;37.7155
1997-02-12;13.3855;37.7201
1997-02-19;13.4365333333333;37.7368666666667
1997-02-26;13.5543666666667;37.9252666666667
1997-03-03;13.5660333333333;37.9222666666667
1997-03-05;13.6673333333333;37.929
1997-05-28;14.9435666666667;37.9395666666667
1997-06-05;17.0595;37.8475666666667
1997-06-11;16.0689;37.8934
1997-06-18;16.2086333333333;37.8913333333333
1997-06-24;15.4741666666667;37.8857333333333
1997-07-02;14.647;37.9491
1997-07-08;15.9554333333333;37.8713666666667
1997-07-16;15.4799666666667;37.9133666666667
1997-07-23;15.6189333333333;37.8956666666667
1997-07-30;15.2932;37.9090333333333
1997-08-13;15.8419666666667;37.8623333333333
1997-08-20;15.1186;37.9116333333333
1997-08-27;16.0033666666667;37.8601333333333
1997-09-03;15.4296333333333;37.8844666666667
1997-09-10;16.1890666666667;37.8369
1997-09-17;18.1381333333333;37.7889333333333
1997-09-24;15.6096333333333;37.872
1997-10-01;16.5300333333333;37.8358
1997-10-03;16.6195333333333;37.8295666666667
1997-10-07;17.9481333333333;37.8079666666667
1997-10-08;18.2893666666667;37.8419666666667
1997-10-16;15.4604;37.9049666666667
1997-10-22;20.5093;38.0211666666667
1997-10-30;19.1199;38.0545666666667
1997-11-05;18.2719333333333;38.0652666666667
1997-11-13;17.486;38.0539666666667
1997-11-19;17.5310666666667;37.9375666666667
1997-11-26;16.9963333333333;37.9765
1997-12-04;16.4107333333333;37.9787333333333
1997-12-10;16.2384666666667;37.9503
1997-12-17;15.8129333333333;37.9434333333333
1997-12-23;15.4368666666667;37.9113333333333
1997-12-30;15.2918666666667;37.8341
1998-01-07;15.1419;37.8627666666667
1998-01-14;14.8710333333333;37.7872333333333
1998-01-21;14.5839;37.9095
1998-01-22;14.4872;37.8874
1998-01-28;14.2557666666667;37.9317333333333
1998-02-04;14.1482666666667;37.9398333333333
1998-02-11;13.9336333333333;37.9414333333333
1998-02-18;13.9210333333333;37.9303333333333
1998-02-25;13.9975666666667;37.8912333333333
1998-03-04;14.0168;37.9124
1998-03-11;13.8652666666667;37.9432333333333
1998-03-18;13.8760333333333;37.9323333333333
1998-03-23;14.0039333333333;37.9198
1998-03-25;13.9388666666667;37.9199
1998-04-01;13.8125333333333;37.9428
1998-04-08;13.6982333333333;37.981
1998-04-15;13.5979333333333;38.0132
1998-04-22;14.0213333333333;37.8210333333333
1998-04-29;14.0868333333333;37.8567333333333
1998-05-06;14.4209;37.8064666666667
1998-05-13;14.3011666666667;37.8574
1998-05-20;14.7006;37.8845
1998-05-27;14.5027333333333;37.9321666666667
1998-06-03;15.1521333333333;37.8922333333333
1998-06-10;15.2757;37.8833666666667
1998-06-17;14.6561333333333;37.9024
1998-06-24;15.2749333333333;37.8878333333333
1998-07-01;15.3332666666667;37.8861666666667
1998-07-08;14.6551;37.9173666666667
1998-07-15;16.3719333333333;37.8906333333333
1998-07-22;15.1429333333333;37.9130333333333
1998-07-23;15.5506666666667;37.9086
1998-07-24;15.2499;37.9119
1998-07-29;15.8343666666667;37.9078
1998-08-05;16.4623333333333;37.9674666666667
1998-08-12;15.2905;37.9438666666667
1998-08-19;15.8921666666667;37.9348
1998-08-26;15.4459333333333;37.9266333333333
1998-09-02;16.1121333333333;37.9199
1998-09-09;16.0602333333333;37.9151333333333
1998-09-17;15.2721666666667;37.9229
1998-09-23;16.0913666666667;37.9171333333333
1998-10-01;20.1992;38.1107666666667
1998-10-07;18.1276666666667;37.9806333333333
1998-10-14;18.6100333333333;37.929
1998-10-21;19.0789;37.9397333333333
1998-10-30;18.3767;37.9918333333333
1998-11-06;16.6554333333333;37.9642
1998-11-12;17.7750666666667;38.0684666666667
1998-11-18;17.024;38.0601666666667
1998-11-25;14.9469333333333;38.1394333333333
1998-12-02;14.9057333333333;38.1297666666667
1998-12-09;14.6808666666667;38.1592666666667
1998-12-16;14.6146333333333;38.1574666666667
1998-12-23;14.4008666666667;38.1423
1999-01-06;13.8600333333333;38.1108
1999-01-13;13.6268;38.0802
1999-01-20;13.5757;38.0835
1999-01-27;13.5761;38.0485666666667
1999-02-03;13.4189333333333;38.0547
1999-02-11;13.0963;38.1142333333333
1999-02-16;12.9937666666667;38.1296333333333
1999-02-24;12.8639333333333;38.1734
1999-03-03;13.0000666666667;38.1617666666667
1999-03-10;12.8635666666667;38.1595
1999-03-18;13.0909333333333;38.1264
1999-03-29;13.1110333333333;38.0788
1999-04-01;13.1037666666667;38.0579333333333
1999-04-07;13.2129;38.0943
1999-04-14;13.4428666666667;38.1176
1999-04-21;13.5447;38.1342
1999-04-22;13.856;38.0638666666667
1999-04-28;14.3532666666667;37.9585
1999-05-05;14.4214666666667;38.0326
1999-05-11;14.0231333333333;38.1133
1999-05-18;15.6564;37.9863
1999-05-26;14.1584666666667;38.1103666666667
1999-06-02;15.3362333333333;38.0956
1999-06-09;14.8533666666667;38.0649666666667
1999-06-16;16.0348;38.0360666666667
1999-06-23;15.3651333333333;38.0795333333333
1999-07-01;14.8975666666667;38.1154
1999-07-07;14.3957666666667;38.1197666666667
1999-07-08;15.0635333333333;38.1098
1999-07-15;15.1785666666667;38.1074333333333
1999-07-21;14.8556333333333;38.1007333333333
1999-07-28;14.3276;38.1319
1999-08-04;14.4654666666667;38.1123666666667
1999-08-11;16.9222333333333;38.0705666666667
1999-08-18;15.4137333333333;38.0957333333333
1999-08-25;15.5916;38.0877
1999-09-01;15.4703666666667;38.0826
1999-09-08;15.8337;38.0749666666667
1999-09-13;15.3149666666667;38.0898666666667
1999-09-14;15.5025333333333;38.0798333333333
1999-09-16;16.5302;38.0364333333333
1999-09-22;18.1026333333333;38.0822
1999-09-29;16.0214666666667;38.0723666666667
1999-10-06;22.2068;38.2641
1999-10-13;16.5226333333333;38.0559666666667
1999-10-20;20.8567333333333;38.2338666666667
1999-10-27;19.6096333333333;38.1808666666667
1999-11-03;20.2425333333333;37.9145666666667
1999-11-05;20.4873333333333;38.0944333333333
1999-11-10;19.1389333333333;38.1016
1999-11-18;18.0959;38.0482
1999-11-24;16.6501;38.0943
1999-12-01;16.3368333333333;38.1046333333333
1999-12-08;15.8607;38.0873666666667
1999-12-17;15.0987333333333;38.0802
1999-12-22;14.7998666666667;38.0827666666667
1999-12-30;13.7144333333333;38.1973666666667
2000-01-05;13.7002333333333;38.1489666666667
2000-01-12;13.681;38.1104
2000-01-19;13.4851666666667;38.1362333333333
2000-01-26;13.2770666666667;38.1678333333333
2000-02-02;13.1431333333333;38.1574333333333
2000-02-09;13.1815;38.1507666666667
2000-02-18;13.0867333333333;38.155
2000-02-23;13.031;38.148
2000-03-02;13.0467;38.1696333333333
2000-03-09;13.0448666666667;38.1606666666667
2000-03-15;13.1661;38.1615333333333
2000-03-22;13.4031;38.1525666666667
2000-03-29;13.4365333333333;38.1118666666667
2000-04-06;13.4021333333333;38.0811666666667
2000-04-14;13.3275666666667;38.1102
2000-04-19;13.4165;38.0701333333333
2000-04-26;13.5106333333333;38.0417333333333
2000-05-03;13.7638333333333;38.1111
2000-05-10;16.0108;37.9788666666667
2000-05-12;14.9338333333333;38.0511666666667
2000-05-16;14.4247666666667;38.1027666666667
2000-05-18;14.4389333333333;38.1126666666667
2000-05-23;14.5724;38.1069333333333
2000-05-24;14.8359;38.0948
2000-05-25;14.6807333333333;38.0949333333333
2000-05-30;14.6178;38.1051
2000-06-07;15.721;38.07925
2000-06-14;14.8842666666667;38.0910333333333
2000-06-21;14.6544666666667;38.0954333333333
2000-06-28;14.9258333333333;38.0861666666667
2000-07-05;14.7365666666667;38.0868333333333
2000-07-13;14.2804666666667;38.1022666666667
2000-07-19;14.2176666666667;38.1181
2000-07-26;15.4172666666667;38.0614333333333
2000-08-02;14.2599;38.5470666666667
2000-08-16;14.7549333333333;38.0904333333333
