"datetime";"PROF_NUM";"T";"S";"O";"oxy_umol_kg"
2010-03-23 09:00:00;1;13.267;37.863;4.99;216.665945975544
2010-03-30 09:00:00;50;13.413;37.898;4.91;213.193067344603
2010-03-30 09:00:00;1;13.818;37.836;4.99;216.694918942077
2010-04-06 09:00:00;50;13.619;37.865;4.91;213.20739730021
2010-04-06 09:00:00;1;13.939;37.721;4.99;216.719155254972
2010-04-13 09:00:00;50;13.749;37.857;5.77;250.559513119051
2010-04-13 09:00:00;1;13.865;37.743;5.89;255.798588749298
2010-04-20 09:00:00;50;13.648;37.899;5.67;246.204118647007
2010-04-20 09:00:00;1;14.78;37.793;6.05;262.78851505386
2010-04-27 09:00:00;50;14.045;37.831;5.73;248.842792613473
2010-04-27 09:00:00;1;15.163;37.78;5.96;258.903449383123
2010-05-05 09:00:00;50;15.12;37.77;NA;NA
2010-05-05 09:00:00;1;15.987;37.61;NA;NA
2010-05-11 09:00:00;50;13.969;37.95;NA;NA
2010-05-11 09:00:00;1;16.34;37.7;NA;NA
2010-05-18 09:00:00;50;14.433;37.885;5.78;251.024648057787
2010-05-18 09:00:00;1;16.66;37.63;5.85;254.239798651442
2010-05-25 09:00:00;50;14.308;37.937;5.75;249.705327858537
2010-05-25 09:00:00;1;18.057;37.485;5.69;247.39551581129
2010-06-02 09:00:00;50;15.473;37.867;NA;NA
2010-06-02 09:00:00;1;20.115;37.367;NA;NA
2010-06-08 09:00:00;50;14.7;37.923;5.78;251.031887971395
2010-06-08 09:00:00;1;21.465;37.458;5.47;238.044510760795
2010-06-15 09:00:00;50;15.671;37.927;5.96;258.904141313803
2010-06-15 09:00:00;1;21.384;37.645;5.25;228.433764900655
2010-06-23 09:00:00;50;15.44;37.937;5.88;255.413799356675
2010-06-23 09:00:00;1;21.83;37.54;5.25;228.479435207088
2010-06-29 09:00:00;50;14.52;37.973;5.86;254.486941234624
2010-06-29 09:00:00;1;23.564;37.259;5.28;229.945233255132
2010-07-06 09:00:00;50;15.009;37.952;5.77;250.608968086305
2010-07-06 09:00:00;1;24.749;37.624;5.09;221.687910939049
2010-07-13 09:00:00;50;14.585;37.942;5.86;254.496428795904
2010-07-13 09:00:00;1;24.624;37.469;5.27;229.545305857492
2010-07-20 09:00:00;50;15.387;37.939;6.03;261.925975173493
2010-07-20 09:00:00;1;27.343;37.798;4.99;217.478237662394
2010-07-27 09:00:00;50;14.723;37.97;5.86;254.498654271321
2010-07-27 09:00:00;1;25.327;38.01;4.94;215.130915733867
2010-08-03 09:00:00;50;14.714;37.96;5.76;250.157066550521
2010-08-03 09:00:00;1;25.354;37.98;5.07;220.798948170086
2010-08-17 09:00:00;50;14.373;37.996;4.32;187.598971803882
2010-08-17 09:00:00;1;21.214;37.907;4.87;211.848528866405
2010-08-24 09:00:00;50;14.092;38.064;5.98;259.656841815497
2010-08-24 09:00:00;1;24.575;37.965;5.04;219.443594434396
2010-08-31 09:00:00;50;15.584;37.979;NA;NA
2010-08-31 09:00:00;1;23.919;38.06;NA;NA
2010-09-07 09:00:00;50;15.805;38.006;6.06;263.240524955469
2010-09-07 09:00:00;1;23.625;38.091;5.28;229.807808743381
2010-09-14 09:00:00;50;15.238;37.974;5.76;250.183109777192
2010-09-14 09:00:00;1;22.968;38.02;5.04;219.332122192412
2010-09-21 09:00:00;50;16.807;38.167;5.98;259.794065670776
2010-09-21 09:00:00;1;22.328;38.016;5.19;225.819742350127
2010-09-28 09:00:00;50;15.278;37.968;5.9;256.267371185949
2010-09-28 09:00:00;1;22.244;38.151;5.09;221.441330471978
2010-10-07 09:00:00;50;20.033;38.152;5.06;220.004411524125
2010-10-07 09:00:00;1;20.84;38.109;5.05;219.623573688285
2010-10-12 09:00:00;50;19.604;38.138;5.2;226.068641144094
2010-10-12 09:00:00;1;19.787;38.144;5.15;223.904510987083
2010-10-19 09:00:00;50;19.604;38.138;5.2;226.068641144094
2010-10-19 09:00:00;1;19.787;38.144;5.21;226.513107231593
2010-10-26 09:00:00;50;NA;NA;5.12;NA
2010-10-26 09:00:00;1;NA;NA;5.18;NA
2010-11-03 09:00:00;50;18.792;38.169;5.23;227.320591215267
2010-11-03 09:00:00;1;18.047;36.899;5.34;232.278913518602
2010-11-09 09:00:00;50;15.306;38.115;5.38;233.656760429812
2010-11-09 09:00:00;1;18.319;38.034;5.28;229.489857168021
2010-11-17 09:00:00;50;17.816;38.001;5.14;223.382839438641
2010-11-17 09:00:00;1;17.824;38.003;5.28;229.467300613199
2010-11-23 09:00:00;50;17.168;37.667;5.34;232.096589085846
2010-11-23 09:00:00;1;17.076;37.617;5.39;234.273435520774
2010-11-30 09:00:00;50;14.981;35.523;5.44;236.706200993745
2010-11-30 09:00:00;1;15.061;35.473;5.46;237.58946204067
2010-12-08 09:00:00;50;14.21;35.485;5.51;239.719833534734
2010-12-08 09:00:00;1;14.204;35.468;5.55;241.462875604125
2010-12-14 09:00:00;50;15.695;37.857;5.64;245.017433812537
2010-12-14 09:00:00;1;15.166;37.658;5.79;251.541827905628
2010-12-21 09:00:00;50;14.84;37.885;NA;NA
2010-12-21 09:00:00;1;14.731;37.824;NA;NA
2010-12-28 09:00:00;50;14.6;37.881;NA;NA
2010-12-28 09:00:00;1;14.064;37.532;NA;NA
2011-01-04 09:00:00;50;14.163;37.847;5.83;253.188847668293
2011-01-04 09:00:00;1;14.085;37.73;5.98;259.72173580627
2011-01-11 09:00:00;50;13.803;37.783;6.08;264.038793674305
2011-01-11 09:00:00;1;13.616;37.661;6.2;269.264404438837
2011-01-18 09:00:00;50;13.751;37.763;5.61;243.628937940504
2011-01-18 09:00:00;1;13.317;37.496;5.87;254.948696903784
2011-01-25 09:00:00;50;13.524;38.21;5.23;227.039313722155
2011-01-25 09:00:00;1;13.157;37.849;5.65;245.320283547297
2011-02-01 09:00:00;50;13.407;37.995;5.76;250.081626061179
2011-02-01 09:00:00;1;13.386;37.993;5.81;252.251769557675
2011-02-08 09:00:00;50;13.393;38.019;5.8;251.813027098937
2011-02-08 09:00:00;1;13.352;38.001;5.9;256.155958936505
2011-02-15 09:00:00;50;13.543;38.065;5.69;247.036310362927
2011-02-15 09:00:00;1;13.448;37.926;5.92;257.043864148727
2011-02-22 09:00:00;50;13.369;37.992;5.68;246.606910504827
2011-02-22 09:00:00;1;13.104;37.89;5.9;256.164498850582
2011-03-01 09:00:00;50;13.341;38.043;5.77;250.503350642361
2011-03-01 09:00:00;1;13.35;38.046;5.78;250.937392477147
2011-03-08 09:00:00;50;13.062;38.026;5.35;232.258962561991
2011-03-08 09:00:00;1;13.076;38.026;5.41;234.864399340832
2011-03-15 09:00:00;50;13.121;38.03;5.83;253.099402044911
2011-03-15 09:00:00;1;13.126;38.024;5.9;256.139749479567
2011-03-22 09:00:00;50;13.126;37.979;NA;NA
2011-03-22 09:00:00;1;13.721;37.233;NA;NA
2011-03-29 09:00:00;50;13.26;37.895;5.72;248.356221716509
2011-03-29 09:00:00;1;13.599;37.419;6.15;267.140687764103
2011-04-05 09:00:00;50;13.402;38.02;5.81;252.24746213762
2011-04-05 09:00:00;1;15.12;37.169;6;260.758216936633
2011-04-12 09:00:00;50;13.519;38.016;6.01;260.937733459095
2011-04-12 09:00:00;1;16.586;37.131;6.14;266.938267722957
2011-04-19 09:00:00;50;13.519;38.011;5.96;258.767845383575
2011-04-19 09:00:00;1;15.73;37.625;5.97;259.400735279775
2011-04-26 09:00:00;50;14.966;38.016;5.87;254.937622619104
2011-04-26 09:00:00;1;15.843;37.777;5.87;255.033088357272
2011-05-03 09:00:00;50;15.679;37.938;5.89;255.861669954322
2011-05-03 09:00:00;1;16.735;37.783;5.83;253.346018331385
2011-05-10 09:00:00;50;14.541;38.039;5.89;255.778236913656
2011-05-10 09:00:00;1;17.866;37.802;5.77;250.802772227899
2011-05-17 09:00:00;50;15.372;38.002;6.02;261.478368209267
2011-05-17 09:00:00;1;18.55;37.8;5.72;248.671676169606
2011-05-24 09:00:00;50;14.375;38.033;5.91;256.638783343135
2011-05-24 09:00:00;1;20.268;37.698;5.82;253.149619703969
2011-05-31 09:00:00;50;14.69;38.033;5.96;258.827530606139
2011-05-31 09:00:00;1;19.954;37.927;5.71;248.302287185944
2011-06-07 09:00:00;50;14.951;38.031;5.99;260.14551010056
2011-06-07 09:00:00;1;20.38;37.775;5.42;235.744477973608
2011-06-14 09:00:00;50;14.193;38.045;5.57;241.862906472814
2011-06-14 09:00:00;1;21.242;37.921;5.35;232.728222958898
2011-06-21 09:00:00;50;16.09;37.993;5.8;251.965151679305
2011-06-21 09:00:00;1;21.68;37.908;5.32;231.453087440999
2011-06-28 09:00:00;50;15.304;38.019;5.91;256.69337408448
2011-06-28 09:00:00;1;24.238;37.826;5.11;222.49210463426
2011-07-05 09:00:00;50;14.605;38.024;5.9;256.21891481062
2011-07-05 09:00:00;1;24.498;37.838;5.03;219.023734598224
2011-07-12 09:00:00;50;15.717;38.001;5.99;260.195601533996
2011-07-12 09:00:00;1;25.266;37.982;4.93;214.695902364864
2011-07-19 09:00:00;50;14.873;38.021;6.35;275.777675327396
2011-07-19 09:00:00;1;20.264;38.012;5.38;233.956276956381
2011-07-26 09:00:00;50;15.816;37.986;NA;NA
2011-07-26 09:00:00;1;23.582;38.034;NA;NA
2011-08-02 09:00:00;50;14.909;38;NA;NA
2011-08-02 09:00:00;1;23.82;37.994;NA;NA
2011-08-09 09:00:00;50;14.941;37.998;5.65;245.384867438071
2011-08-09 09:00:00;1;21.724;38.028;5.37;233.610424444189
2011-08-16 09:00:00;50;15.459;37.984;6.02;261.48696503915
2011-08-16 09:00:00;1;24.181;38.112;4.95;215.476457094008
2011-08-23 09:00:00;50;15.413;37.983;6.09;264.524998615847
2011-08-23 09:00:00;1;25.909;38.113;4.96;216.023820945833
2011-08-30 09:00:00;50;15.353;37.986;NA;NA
2011-08-30 09:00:00;1;24.461;38.192;NA;NA
2011-09-06 09:00:00;50;16.137;37.971;NA;NA
2011-09-06 09:00:00;1;24.484;38.248;NA;NA
2011-09-13 09:00:00;50;15.408;37.984;5.97;259.312200185853
2011-09-13 09:00:00;1;25.153;38.253;4.9;213.339486137195
2011-09-20 09:00:00;1;22.806;NA;NA;NA
2011-09-20 09:00:00;50;15.354;NA;NA;NA
2011-09-27 09:00:00;50;16.045;37.982;6;260.653076395692
2011-09-27 09:00:00;1;22.877;38.212;5.06;220.165485729878
2011-10-04 09:00:00;50;15.53;37.977;5.71;248.026924435101
2011-10-04 09:00:00;1;21.195;38.223;5.04;219.191091101008
2011-10-11 09:00:00;50;NA;37.975;5.73;NA
2011-10-11 09:00:00;1;NA;38.198;5.25;NA
2011-10-18 09:00:00;50;18.902;NA;5.62;NA
2011-10-18 09:00:00;1;19.124;NA;5.23;NA
2011-10-26 09:00:00;50;18.875;38.242;5.48;238.178794154955
2011-10-26 09:00:00;1;19.387;38.175;5.23;227.353926658071
2011-11-02 09:00:00;50;18.827;38.23;5.52;239.916568641596
2011-11-02 09:00:00;1;18.451;38.225;5.38;233.81059208228
2011-11-10 09:00:00;50;18.538;38.093;5.42;235.577259404166
2011-11-10 09:00:00;1;18.607;37.846;5.34;232.146863258754
2011-11-15 09:00:00;50;18.135;38.082;5.56;241.640148696063
2011-11-15 09:00:00;1;18.117;38.065;5.31;230.776941331731
2011-11-22 09:00:00;50;17.806;38.139;5.52;239.872214905892
2011-11-22 09:00:00;1;17.81;38.134;5.34;232.051387276295
2011-11-29 09:00:00;50;NA;38.084;5.49;NA
2011-11-29 09:00:00;1;NA;38.081;5.42;NA
2011-12-06 09:00:00;50;17.278;NA;5.45;NA
2011-12-06 09:00:00;1;17.283;NA;5.34;NA
2011-12-13 09:00:00;50;15.095;38.098;NA;NA
2011-12-13 09:00:00;1;15.341;38.098;NA;NA
2011-12-19 09:00:00;50;15.095;38.052;NA;NA
2011-12-19 09:00:00;1;15.341;38.08;NA;NA
2012-01-03 09:00:00;50;NA;NA;NA;NA
2012-01-03 09:00:00;1;NA;NA;NA;NA
2012-01-10 09:00:00;50;15.123;38.089;5.73;248.852270106519
2012-01-10 09:00:00;1;15.11;38.088;5.59;242.771597380346
2012-01-17 09:00:00;50;14.818;38.103;5.75;249.701567086563
2012-01-17 09:00:00;1;14.801;38.102;5.53;240.147060551374
2012-01-24 09:00:00;50;14.57;38.111;NA;NA
2012-01-24 09:00:00;1;14.557;38.111;NA;NA
2012-01-31 09:00:00;50;14.37;38.109;5.43;235.781294958124
2012-01-31 09:00:00;1;14.365;38.088;5.48;237.955897631192
2012-02-07 09:00:00;50;13.579;38.154;5.65;245.28504953096
2012-02-07 09:00:00;1;NA;NA;5.53;NA
2012-02-14 09:00:00;50;13.166;38.213;5.72;248.291937087314
2012-02-14 09:00:00;1;13.15;38.216;5.56;241.345378650272
2012-02-21 09:00:00;50;13.413;38.162;5.83;253.08926625123
2012-02-21 09:00:00;1;13.407;38.15;5.69;247.013581026872
2012-02-28 09:00:00;50;13.368;38.176;5.89;255.688902724428
2012-02-28 09:00:00;1;13.469;38.172;5.85;253.958503794226
2012-03-06 09:00:00;50;13.416;38.177;6;260.466443399033
2012-03-06 09:00:00;1;13.389;38.125;5.89;255.69983125906
2012-03-13 09:00:00;50;NA;NA;5.8;NA
2012-03-13 09:00:00;1;NA;NA;5.96;NA
2012-03-20 09:00:00;50;13.446;38.151;6.02;261.341395076469
2012-03-20 09:00:00;1;13.467;38.15;6.05;262.645092096195
2012-03-27 09:00:00;50;13.509;38.158;6.07;263.514029163792
2012-03-27 09:00:00;1;14.279;38.139;6.14;266.599704354986
2012-04-03 09:00:00;50;13.945;38.14;6.23;270.488218973837
2012-04-03 09:00:00;1;15.237;38.13;6.14;266.656955664158
2012-04-10 09:00:00;50;13.614;38.146;5.79;251.366243009117
2012-04-10 09:00:00;1;14.547;38.157;5.92;257.058538317554
2012-04-17 09:00:00;50;14.38;38.1;5.92;257.060349236461
2012-04-17 09:00:00;1;14.794;38.034;6;260.570306855895
2012-04-25 09:00:00;50;13.311;38.194;5.47;237.450427876042
2012-04-25 09:00:00;1;13.792;38.088;5.75;249.649821291138
2012-05-02 09:00:00;50;14.323;38.133;5.86;254.445596516058
2012-05-02 09:00:00;1;15.172;37.886;5.9;256.27714828916
2012-05-09 09:00:00;50;14.373;38.165;5.8;251.836978291298
2012-05-09 09:00:00;1;16.736;37.635;5.83;253.374144460714
2012-05-15 09:00:00;50;15.885;38.11;5.9;256.274938901507
2012-05-15 09:00:00;1;17.448;38.018;5.71;248.129649093157
2012-05-22 09:00:00;50;16.091;38.178;5.68;246.717928475418
2012-05-22 09:00:00;1;16.697;37.991;5.59;242.876706105248
2012-05-29 09:00:00;50;14.994;38.158;5.5;238.844288684053
2012-05-29 09:00:00;1;18.98;37.944;5.62;244.324394186633
2012-06-05 09:00:00;50;15.102;38.143;NA;NA
2012-06-05 09:00:00;1;20.658;37.757;NA;NA
2012-06-13 09:00:00;50;14.436;38.148;5.54;240.554052710432
2012-06-13 09:00:00;1;16.194;38.122;5.61;243.693368342245
2012-06-19 09:00:00;50;14.655;38.125;5.73;248.820130412394
2012-06-19 09:00:00;1;23.218;37.969;5.34;232.412975811647
2012-06-26 09:00:00;50;15.231;38.123;5.6;243.205996187086
2012-06-26 09:00:00;1;23.845;37.988;5.02;218.522131560385
2012-07-03 09:00:00;50;14.786;38.121;5.83;253.170490053531
2012-07-03 09:00:00;1;25.579;37.967;4.94;215.154203263674
2012-07-10 09:00:00;50;14.835;38.106;5.86;254.478834552462
2012-07-10 09:00:00;1;26.106;38.159;4.98;216.90068835397
2012-07-17 09:00:00;50;15.507;38.094;5.83;253.21586759257
2012-07-17 09:00:00;1;21.934;38.115;5.28;229.693650217442
2012-07-24 09:00:00;50;16.278;38.023;6.03;261.962278347388
2012-07-24 09:00:00;1;23.033;38.206;5.13;223.222162973761
2012-07-31 09:00:00;50;14.953;38.127;5.75;249.704419533949
2012-07-31 09:00:00;1;23.303;38.23;5.14;223.670621284856
2012-08-07 09:00:00;50;14.39;38.139;5.78;250.974394460719
2012-08-07 09:00:00;1;25.273;38.309;4.95;215.515327688558
2012-08-21 09:00:00;50;14.879;38.123;5.93;257.517864261624
2012-08-21 09:00:00;1;26.736;38.373;4.76;207.326684079467
2012-08-28 09:00:00;50;16.122;38.095;6.26;271.929798422376
2012-08-28 09:00:00;1;25.877;38.35;4.99;217.290310073078
2012-09-05 09:00:00;50;17.687;38.096;6.6;286.804662521831
2012-09-05 09:00:00;1;24.259;38.393;5.32;231.540013966949
2012-09-11 09:00:00;50;14.515;38.124;6.02;261.405429717591
2012-09-11 09:00:00;1;24.023;38.347;5.2;226.309291788062
2012-09-18 09:00:00;50;14.834;38.107;5.93;257.518434559667
2012-09-18 09:00:00;1;23.035;38.381;5.15;224.063523206796
2012-09-25 09:00:00;50;14.351;38.122;5.78;250.97551216502
2012-09-25 09:00:00;1;22.314;38.353;5.23;227.502445001854
2012-10-02 09:00:00;50;19.319;38.144;5.71;248.22146980653
2012-10-02 09:00:00;1;21.854;38.232;5.12;222.708984607863
2012-10-09 09:00:00;50;19.751;38.194;6.46;280.845787300975
2012-10-09 09:00:00;1;22.017;38.318;5.81;252.71779102463
2012-10-16 09:00:00;50;15.253;38.078;5.88;255.376166141393
2012-10-16 09:00:00;1;21.468;38.219;5.84;254.002949603876
2012-10-23 09:00:00;50;18.862;38.209;5.48;238.183872305748
2012-10-23 09:00:00;1;20.78;38.279;6.27;272.642329960245
2012-10-30 09:00:00;50;20.001;38.242;5.77;250.855699724599
2012-10-30 09:00:00;1;20.021;38.243;5.45;236.944488427888
2012-11-07 09:00:00;50;NA;NA;5.65;NA
2012-11-07 09:00:00;1;NA;NA;5.62;NA
2012-11-13 09:00:00;50;18.137;38.098;5.34;232.076190262212
2012-11-13 09:00:00;1;18.051;38.017;5.48;238.16995619192
2012-11-20 09:00:00;50;17.38;38.147;5.39;234.19755526967
2012-11-20 09:00:00;1;17.464;38.082;5.47;237.689925445713
2012-11-27 09:00:00;50;17.305;38.146;5.36;232.890036436984
2012-11-27 09:00:00;1;17.47;38.118;5.5;238.987440906625
2012-12-05 09:00:00;50;16.901;38.121;5.38;233.740985432981
2012-12-05 09:00:00;1;16.916;38.113;5.48;238.087880167887
2012-12-11 09:00:00;50;16.32;38.123;5.39;234.143379130421
2012-12-11 09:00:00;1;16.322;38.124;5.51;239.356149872984
2012-12-18 09:00:00;50;15.815;38.092;5.44;236.293622255072
2012-12-18 09:00:00;1;15.81;38.094;5.62;244.111519004097
2012-12-28 09:00:00;50;14.821;37.975;5.58;242.342550843599
2012-12-28 09:00:00;1;NA;NA;5.64;NA
2013-01-04 09:00:00;50;14.526;37.916;5.98;259.709742603914
2013-01-04 09:00:00;1;14.523;37.914;5.82;252.761204264854
2013-01-08 09:00:00;50;14.411;38.019;5.74;249.261160508155
2013-01-08 09:00:00;1;14.391;37.993;5.85;254.041823907178
2013-01-15 09:00:00;50;14.192;38.016;5.59;242.736599891927
2013-01-15 09:00:00;1;14.171;38.021;5.65;245.339987569407
2013-01-22 09:00:00;1;13.705;38.033;5.69;247.050543069959
2013-01-22 09:00:00;50;13.725;38.036;5.63;244.445903377229
2013-01-29 09:00:00;50;13.484;38.035;NA;NA
2013-01-29 09:00:00;1;13.445;38.025;NA;NA
2013-02-05 09:00:00;50;13.701;38.148;5.64;244.858211073405
2013-02-05 09:00:00;1;13.219;37.961;5.76;250.078450267973
2013-02-12 09:00:00;50;13.448;38.114;5.57;241.812750647928
2013-02-12 09:00:00;1;13.46;38.112;5.66;245.720934459666
2013-02-19 09:00:00;50;13.283;38.109;5.66;245.712589783333
2013-02-19 09:00:00;1;13.265;38.107;5.71;247.882660336853
2013-02-25 09:00:00;50;13.185;38.163;5.61;243.527213030371
2013-02-25 09:00:00;1;13.125;38.147;5.76;250.038610994517
2013-03-07 09:00:00;50;13.224;38.211;5.55;240.915834085932
2013-03-07 09:00:00;1;13.095;37.963;5.63;244.427814034856
2013-03-12 09:00:00;50;13.235;38.107;8.39;364.22466222852
2013-03-12 09:00:00;1;13.284;37.396;6.67;289.714590287083
2013-03-20 09:00:00;50;13.269;38.133;6.15;266.978935302112
2013-03-20 09:00:00;1;12.938;37.793;6.49;281.792167199019
2013-03-26 09:00:00;50;13.193;37.811;6.01;260.960689962057
2013-03-26 09:00:00;1;12.998;37.537;6.04;262.307231095388
2013-04-02 09:00:00;50;13.269;38.002;5.67;246.165866411052
2013-04-02 09:00:00;1;13.057;37.629;5.95;258.383803493571
2013-04-09 09:00:00;50;13.451;37.925;NA;NA
2013-04-09 09:00:00;1;13.564;37.649;NA;NA
2013-04-16 09:00:00;50;13.536;37.993;NA;NA
2013-04-16 09:00:00;1;14.678;37.688;NA;NA
2013-04-26 09:00:00;50;14.274;37.958;6.22;270.109804320954
2013-04-26 09:00:00;1;16.071;37.234;5.97;259.496792219635
2013-04-30 09:00:00;50;14.701;37.998;5.92;257.097807919703
2013-04-30 09:00:00;1;15.578;37.475;5.89;255.944762147672
2013-05-07 09:00:00;50;13.999;38.184;5.64;244.866828175946
2013-05-07 09:00:00;1;17.842;37.092;5.82;253.10882717308
2013-05-14 09:00:00;50;14.282;38.147;5.77;250.532902161728
2013-05-14 09:00:00;1;18.851;37.501;5.82;253.094555310952
2013-05-21 09:00:00;50;13.986;38.194;5.39;234.010400726311
2013-05-21 09:00:00;1;16.597;37.45;5.69;247.315937408111
2013-05-28 09:00:00;50;14.314;38.144;5.64;244.890535353611
2013-05-28 09:00:00;1;16.982;37.55;5.74;249.492968334984
2013-06-04 09:00:00;50;14.053;38.168;5.39;234.018282108041
2013-06-04 09:00:00;1;18.556;37.798;5.49;238.673352926512
2013-06-11 09:00:00;50;14.055;38.18;5.59;242.699616788523
2013-06-11 09:00:00;1;18.161;37.814;5.42;235.604318233102
2013-06-18 09:00:00;50;15.098;38.13;5.88;255.357460058285
2013-06-18 09:00:00;1;20.86;37.678;5.57;242.317153432876
2013-06-25 09:00:00;50;15.453;38.19;5.62;244.074357589785
2013-06-25 09:00:00;1;21.818;37.955;5.38;234.064184464712
2013-07-02 09:00:00;50;15.428;38.161;6.19;268.833580638644
2013-07-02 09:00:00;1;22.018;38.013;5.85;254.51529559334
2013-07-09 09:00:00;50;15.547;38.145;6.2;269.278278315487
2013-07-09 09:00:00;1;22.636;38.06;5.65;245.847852237266
2013-07-16 09:00:00;50;15.001;38.102;5.85;254.054546035057
2013-07-16 09:00:00;1;24.748;38.058;5.17;225.099978050921
2013-07-23 09:00:00;50;14.899;38.107;5.36;232.768696104267
2013-07-23 09:00:00;1;25.752;37.951;5.27;229.541680962938
2013-07-30 09:00:00;50;14.244;38.069;5.82;252.716684087577
2013-07-30 09:00:00;1;24.659;37.917;5.29;230.342611348986
2013-08-06 09:00:00;50;15.621;38.046;6.3;273.646339551001
2013-08-06 09:00:00;1;26.338;37.971;5.53;240.906251287169
2013-08-20 09:00:00;50;15.062;38.038;6.27;272.311092513619
2013-08-20 09:00:00;1;26.081;38.146;5.39;234.758412139949
2013-08-28 09:00:00;50;15.494;37.977;6.11;265.399705400541
2013-08-28 09:00:00;1;24.77;38.144;5.24;228.134763620064
2013-09-03 09:00:00;50;15.192;38.001;5.54;240.62018250607
2013-09-03 09:00:00;1;24.667;38.064;4.79;208.548952157055
2013-09-11 09:00:00;50;15.726;37.959;4.49;195.044644463543
2013-09-11 09:00:00;1;23.351;38.141;5.22;227.169973136431
2013-09-18 09:00:00;50;15.624;37.955;5.69;247.167462206341
2013-09-18 09:00:00;1;22.074;38.229;6.03;262.308601205125
2013-09-24 09:00:00;50;15.196;37.959;5.86;254.527071947874
2013-09-24 09:00:00;1;22.553;38.201;5.27;229.28363559895
2013-10-08 09:00:00;50;20.032;38.178;5.56;241.739238905066
2013-10-08 09:00:00;1;20.491;38.075;5.7;247.87515069989
2013-10-15 09:00:00;50;18.039;38.025;4.64;201.660355069079
2013-10-15 09:00:00;1;18.951;38.093;5.55;241.252645678797
2013-10-22 09:00:00;50;17.166;38.017;5.55;241.160736392712
2013-10-22 09:00:00;1;19.907;38.074;5.48;238.271637086496
2013-10-29 09:00:00;50;19.3;38.122;5.44;236.486928713816
2013-10-29 09:00:00;1;19.726;37.988;5.41;235.232019033178
2013-11-05 09:00:00;50;16.377;38.047;5.38;233.725355671027
2013-11-05 09:00:00;1;18.976;38.086;5.38;233.865623246954
2013-11-12 09:00:00;50;18.22;38.125;5.36;232.945458106419
2013-11-12 09:00:00;1;18.567;38.151;5.25;228.180084173111
2013-11-21 09:00:00;50;NA;NA;5.48;NA
2013-11-21 09:00:00;1;NA;NA;NA;NA
2013-11-27 09:00:00;50;17.095;38.151;5.44;236.353300515674
2013-11-27 09:00:00;1;17.087;38.149;5.43;235.918732614373
2013-12-03 09:00:00;50;15.93;38.188;5.42;235.414092594742
2013-12-03 09:00:00;1;16.554;38.186;5.65;245.439593023484
2013-12-10 09:00:00;50;16.174;38.197;5.51;239.334909569896
2013-12-10 09:00:00;1;16.175;38.2;5.72;248.456065287883
2013-12-17 09:00:00;50;15.807;38.18;4.9;212.823576483966
2013-12-17 09:00:00;1;15.793;38.179;5.35;232.368036984217
2013-12-23 09:00:00;50;15.743;38.167;5.86;254.518423301627
2013-12-23 09:00:00;1;15.63;38.118;5.78;251.046606029552
2014-01-07 09:00:00;50;14.972;37.934;4.84;210.217328288232
2014-01-07 09:00:00;1;14.673;37.702;5.41;235.000035788325
2014-01-14 09:00:00;50;14.98;38.073;5.65;245.37313647427
2014-01-14 09:00:00;1;14.609;37.747;5.82;252.797613673615
2014-01-21 09:00:00;50;14.926;37.952;5.66;245.826866350979
2014-01-21 09:00:00;1;13.554;35.586;5.53;240.53931209512
2014-01-28 09:00:00;50;14.804;37.873;5.63;244.531917427399
2014-01-28 09:00:00;1;14.285;37.523;5.95;258.46995520723
2014-02-05 09:00:00;50;14.439;38.007;5.61;243.619530715638
2014-02-05 09:00:00;1;14.11;37.859;5.67;246.235290027603
2014-02-11 09:00:00;50;14.191;37.881;5.6;243.195483620542
2014-02-11 09:00:00;1;13.918;37.797;5.4;234.51129053253
2014-02-18 09:00:00;50;14.228;37.839;5.55;241.033600657772
2014-02-18 09:00:00;1;13.497;37.09;6.06;263.291084639583
2014-02-25 09:00:00;50;14.189;37.767;5.61;243.650557178364
2014-02-25 09:00:00;1;13.915;37.5;5.67;246.291769791708
2014-03-04 09:00:00;50;14.274;37.878;5.72;248.411747225367
2014-03-04 09:00:00;1;13.995;37.676;5.86;254.51546324312
2014-03-11 09:00:00;50;14.264;37.817;5.36;232.787629853684
2014-03-11 09:00:00;1;14.146;37.528;5.72;248.470447805434
2014-03-19 09:00:00;50;14.358;37.82;5.36;232.791756831186
2014-03-19 09:00:00;1;14.979;37.641;5.91;256.747889303559
2014-03-25 09:00:00;50;14.345;38.013;4.85;210.610635368753
2014-03-25 09:00:00;1;14.423;37.524;5.78;251.09227401439
2014-04-01 09:00:00;50;14.383;37.931;4.79;208.019658326075
2014-04-01 09:00:00;1;14.789;37.777;6.13;266.267125458145
2014-04-08 09:00:00;50;14.522;37.832;5.86;254.514031646221
2014-04-08 09:00:00;1;15.443;37.745;5.9;256.319654015994
2014-04-15 09:00:00;50;14.593;37.868;5.79;251.47079133989
2014-04-15 09:00:00;1;16.653;37.322;5.94;258.210292863613
2014-04-22 09:00:00;50;15.342;37.785;5.87;255.002958242355
2014-04-22 09:00:00;1;15.66;37.607;5.85;254.18608774319
2014-04-29 09:00:00;50;14.617;37.937;5.72;248.418955232462
2014-04-29 09:00:00;1;16.311;37.384;5.99;260.351129288131
2014-05-06 09:00:00;50;15.069;37.899;5.88;255.40013428174
2014-05-06 09:00:00;1;17.551;37.695;5.88;255.585062797385
2014-05-13 09:00:00;50;14.925;37.926;5.83;253.215249318091
