"datetime";"PROF_NUM";"T";"S";"O";"oxy_umol_kg"
2005-12-27 09:00:00;50;14.145;38.151;5.43;235.762565458622
2005-12-27 09:00:00;1;14.151;38.149;5.48;237.934151758115
2006-01-04 09:00:00;50;13.955;38.195;5.58;242.257615079594
2006-01-04 09:00:00;1;13.951;38.193;5.43;235.745470473404
2006-01-10 09:00:00;50;13.668;38.213;5.48;237.898601526113
2006-01-10 09:00:00;1;13.661;38.211;5.46;237.030371314557
2006-01-17 09:00:00;50;13.315;38.206;5.46;237.014381640629
2006-01-17 09:00:00;1;13.274;38.187;5.47;237.44988810241
2006-01-24 09:00:00;50;13.23;38.201;5.56;241.352031087777
2006-01-24 09:00:00;1;13.206;38.203;5.53;240.048238080876
2006-01-31 09:00:00;50;12.89;38.172;5.49;238.302276942607
2006-01-31 09:00:00;1;12.864;38.122;5.47;237.441867285763
2006-02-07 09:00:00;50;12.793;38.132;5.66;245.684052950578
2006-02-07 09:00:00;1;12.754;38.122;5.69;246.986210464321
2006-02-14 09:00:00;50;12.786;38.186;5.55;240.899119969382
2006-02-14 09:00:00;1;12.777;38.183;5.52;239.597075107572
2006-02-23 09:00:00;50;12.75;38.253;5.44;236.110908162971
2006-02-23 09:00:00;1;12.736;38.249;5.46;236.979017727141
2006-02-28 09:00:00;50;12.744;38.245;5.44;236.11205170989
2006-02-28 09:00:00;1;12.673;38.222;5.48;237.848941937865
2006-03-07 09:00:00;50;12.793;38.293;5.46;236.973841085203
2006-03-07 09:00:00;1;12.61;38.215;5.63;244.357646403941
2006-03-14 09:00:00;50;12.694;38.294;5.65;245.215161770205
2006-03-14 09:00:00;1;12.704;38.296;5.58;242.177213707875
2006-03-21 09:00:00;50;12.45;38.185;5.86;254.338026643472
2006-03-21 09:00:00;1;12.508;38.179;5.95;258.248357177067
2006-03-30 09:00:00;50;12.593;38.205;5.67;246.09478827444
2006-03-30 09:00:00;1;12.785;38.163;6.07;263.474369427963
2006-04-04 09:00:00;50;12.747;38.145;5.84;253.492516498974
2006-04-04 09:00:00;1;13.449;38.076;6.13;266.131941914194
2006-04-11 09:00:00;50;12.959;38.188;5.84;253.495039831205
2006-04-11 09:00:00;1;14.17;37.919;6.02;261.426508299866
2006-04-18 09:00:00;50;13.47;38.197;5.82;252.651444626468
2006-04-18 09:00:00;1;14.526;38.035;6.11;265.331865676651
2006-04-25 09:00:00;50;13.604;38.188;5.79;251.357769795855
2006-04-25 09:00:00;1;15.377;38.081;6.01;261.028831983391
2006-05-02 09:00:00;50;13.846;38.235;5.81;252.22978585804
2006-05-02 09:00:00;1;16.401;38.062;5.77;250.66684627035
2006-05-10 09:00:00;50;13.939;38.242;5.81;252.233372213208
2006-05-10 09:00:00;1;17.033;38.146;5.81;252.426034915265
2006-05-16 09:00:00;50;13.998;38.242;5.81;252.236500981918
2006-05-16 09:00:00;1;18.093;38.128;5.79;251.624815840862
2006-05-23 09:00:00;50;15.15;38.199;5.87;254.912892002142
2006-05-23 09:00:00;1;18.484;38.065;5.7;247.749144737686
2006-05-31 09:00:00;50;13.766;38.25;5.58;242.238003515312
2006-05-31 09:00:00;1;20.428;38.05;5.51;239.61309932261
2006-06-06 09:00:00;50;14.043;38.233;5.65;245.294216293577
2006-06-06 09:00:00;1;18.766;38.192;5.57;242.092868896073
2006-06-13 09:00:00;50;13.82;38.241;5.63;244.413005462713
2006-06-13 09:00:00;1;20.303;38.192;5.54;240.884316657397
2006-06-20 09:00:00;50;14.844;38.219;5.68;246.641621196875
2006-06-20 09:00:00;1;20.49;38.251;5.34;232.189437704692
2006-06-27 09:00:00;50;14.891;38.208;NA;NA
2006-06-27 09:00:00;1;22.666;38.27;NA;NA
2006-07-06 09:00:00;50;14.481;38.205;NA;NA
2006-07-06 09:00:00;1;24.384;38.25;NA;NA
2006-07-12 09:00:00;50;14.929;38.201;NA;NA
2006-07-12 09:00:00;1;25.148;38.309;NA;NA
2006-07-18 09:00:00;50;15.355;38.208;NA;NA
2006-07-18 09:00:00;1;26.161;38.312;NA;NA
2006-07-25 09:00:00;50;14.809;38.207;NA;NA
2006-07-25 09:00:00;1;27.337;38.232;NA;NA
2006-08-01 09:00:00;50;15.353;38.194;5.97;259.268162257747
2006-08-01 09:00:00;1;27.611;38.324;4.81;209.570120739536
2006-08-07 09:00:00;50;14.566;38.201;NA;NA
2006-08-07 09:00:00;1;23.216;38.267;NA;NA
2006-08-16 09:00:00;50;15.168;38.18;NA;NA
2006-08-16 09:00:00;1;23.674;38.389;5.03;218.881622730007
2006-08-22 09:00:00;50;16.067;38.194;NA;NA
2006-08-22 09:00:00;1;23.915;38.317;NA;NA
2006-08-30 09:00:00;50;14.38;38.179;NA;NA
2006-08-30 09:00:00;1;23.203;38.363;NA;NA
2006-09-05 09:00:00;50;14.419;38.19;NA;NA
2006-09-05 09:00:00;1;23.313;38.413;NA;NA
2006-09-12 09:00:00;50;15.079;38.191;NA;NA
2006-09-12 09:00:00;1;23.48;38.434;NA;NA
2006-09-19 09:00:00;50;15.794;38.194;NA;NA
2006-09-19 09:00:00;1;22.494;38.048;NA;NA
2006-09-26 09:00:00;50;17.441;NA;NA;NA
2006-09-26 09:00:00;1;22.135;NA;NA;NA
2006-10-03 09:00:00;50;17.44;38.269;NA;NA
2006-10-03 09:00:00;1;22.449;38.164;NA;NA
2006-10-11 09:00:00;50;20.398;38.27;NA;NA
2006-10-11 09:00:00;1;21.67;38.228;NA;NA
2006-10-17 09:00:00;50;20.765;38.303;NA;NA
2006-10-17 09:00:00;1;21.207;38.325;NA;NA
2006-10-24 09:00:00;50;20.57;38.302;NA;NA
2006-10-24 09:00:00;1;20.606;38.289;NA;NA
2006-10-31 09:00:00;50;20.54;38.27;NA;NA
2006-10-31 09:00:00;1;20.595;38.23;NA;NA
2006-11-07 09:00:00;50;19.674;38.291;NA;NA
2006-11-07 09:00:00;1;19.792;38.274;NA;NA
2006-11-14 09:00:00;50;19.408;38.295;6.1;265.151527579906
2006-11-14 09:00:00;1;19.433;38.302;6.02;261.67444660084
2006-11-21 09:00:00;50;18.999;38.259;5.38;233.836833363885
2006-11-21 09:00:00;1;19.012;38.248;5.49;238.620625990248
2006-11-28 09:00:00;50;18.526;38.188;5.4;234.690637502939
2006-11-28 09:00:00;1;18.527;38.189;5.41;235.125133041538
2006-12-05 09:00:00;50;17.79;38.175;5.4;234.650378727774
2006-12-05 09:00:00;1;18.097;38.176;5.44;236.406096054554
2006-12-12 09:00:00;50;17.525;38.071;5.41;235.088105864907
2006-12-12 09:00:00;1;17.516;38.075;5.4;234.652352271254
2006-12-19 09:00:00;50;17.116;38.115;5.4;234.622895141725
2006-12-19 09:00:00;1;17.106;38.116;5.47;237.663561093636
2007-01-09 09:56:34;50;15.495;38.172;5.63;244.514250535302
2007-01-09 09:56:34;1;15.463;38.161;5.65;245.383133113405
2007-01-16 10:07:38;50;15.458;38.217;5.6;243.201109874254
2007-01-16 10:07:38;1;15.447;38.209;5.62;244.070550899327
2007-01-23 09:10:45;50;15.442;38.245;5.61;243.629408338238
2007-01-23 09:10:45;1;15.422;38.239;5.66;245.800803049154
2007-01-30 09:35:25;50;14.961;38.183;5.73;248.825851202447
2007-01-30 09:35:25;1;14.95;38.183;5.74;249.259502058218
2007-02-06 10:01:17;50;14.761;38.177;NA;NA
2007-02-06 10:01:17;1;14.748;38.165;NA;NA
2007-02-13 09:15:28;50;14.509;38.148;NA;NA
2007-02-13 09:15:28;1;14.494;38.144;NA;NA
2007-02-20 09:46:54;50;14.286;38.113;NA;NA
2007-02-20 09:46:54;1;14.267;38.099;NA;NA
2007-02-27 09:34:42;50;14.181;38.128;NA;NA
2007-02-27 09:34:42;1;14.171;38.127;NA;NA
2007-03-06 09:15:39;50;14.385;38.067;6.02;261.409351896747
2007-03-06 09:15:39;1;14.591;38.055;6.07;263.594555496404
2007-03-13 10:07:48;50;14.34;38.034;NA;NA
2007-03-13 10:07:48;1;14.362;38.005;NA;NA
2007-03-20 09:14:52;50;14.143;38.14;5.65;245.316566581732
2007-03-20 09:14:52;1;14.242;38.034;5.82;252.723231105399
2007-03-27 06:30:00;50;13.983;38.091;NA;NA
2007-03-27 06:30:00;1;14.031;38.09;NA;NA
2007-04-03 06:30:00;50;13.98;38.088;5.85;254.001549103888
2007-04-03 06:30:00;1;14.104;38.079;5.95;258.351953691743
2007-04-17 06:50:00;50;15.009;38.027;5.79;251.463464165042
2007-04-17 06:50:00;1;15.772;38.005;5.85;254.116624757468
2007-04-24 06:50:00;50;14.847;38.019;5.82;252.758959563776
2007-04-24 06:50:00;1;18.039;37.87;5.89;256.016584870503
2007-05-02 08:07:45;50;14.654;38.071;5.66;245.790365919287
2007-05-02 08:07:45;1;18.395;37.723;5.69;247.372143215272
2007-05-09 07:52:31;50;15.1;37.978;5.77;250.609078628312
2007-05-09 07:52:31;1;18.821;37.332;5.65;245.730871139917
2007-05-15 07:41:09;50;15.051;37.879;5.9;256.271679702159
2007-05-15 07:41:09;1;19.997;37.537;5.55;241.41735325576
2007-05-22 08:12:19;50;14.823;37.977;5.7;247.553954217232
2007-05-22 08:12:19;1;20.447;37.455;5.55;241.460577526932
2007-05-30 07:07:34;50;14.768;37.994;5.57;241.902007165801
2007-05-30 07:07:34;1;17.1;37.82;5.71;248.145790126319
2007-06-05 07:10:13;50;15.698;37.916;5.09;221.114253893615
2007-06-05 07:10:13;1;20.23;37.71;4.55;197.905324417358
2007-06-12 06:29:33;50;14.811;37.978;5.88;255.370589551392
2007-06-12 06:29:33;1;21.493;37.558;5.6;243.685647578379
2007-06-19 07:09:41;50;16.019;37.886;6;260.670287553936
2007-06-19 07:09:41;1;21.691;37.585;5.35;232.814761696831
2007-06-27 07:03:36;50;15.002;37.997;5.62;244.085379236885
2007-06-27 07:03:36;1;19.729;37.745;5.14;223.532760245885
2007-07-03 06:53:50;50;15.686;37.953;5.62;244.130504386061
2007-07-03 06:53:50;1;22.708;37.769;5.14;223.70903887577
2007-07-10 07:41:13;50;14.616;38.005;5.35;232.337970096264
2007-07-10 07:41:13;1;22.095;37.814;5.23;227.579463451329
2007-07-17 07:39:58;50;15.175;37.931;5.45;236.722744079425
2007-07-17 07:39:58;1;22.9;37.878;5.09;221.52704367599
2007-07-24 07:45:50;50;15.83;37.922;5.58;242.406428244983
2007-07-24 07:45:50;1;22.587;37.947;4.96;215.839041257314
2007-07-31 07:57:26;50;16.67;37.903;5.57;242.022153734993
2007-07-31 07:57:26;1;24.798;37.947;4.72;205.527049625973
2007-08-07 07:23:01;50;16.134;37.899;5.54;240.689537343766
2007-08-07 07:23:01;1;25.096;37.895;4.7;204.682312614651
2007-08-14 07:43:17;50;15.171;37.916;5.35;232.381619854075
2007-08-14 07:43:17;1;23.449;37.969;4.92;214.147524316173
2007-08-22 07:56:56;50;15.445;37.859;5.43;235.880894123703
2007-08-22 07:56:56;1;23.445;38.072;4.76;207.167350267426
2007-08-28 07:31:00;50;15.354;37.864;5.43;235.875237591194
2007-08-28 07:31:00;1;24.087;37.997;4.8;208.958858531492
2007-09-04 08:01:00;50;NA;NA;5.45;NA
2007-09-04 08:01:00;1;NA;NA;4.72;NA
2007-09-11 08:00:00;1;22.578;38.095;NA;NA
2007-09-11 08:00:00;50;16.831;37.857;NA;NA
2007-09-18 07:44:00;50;16.593;37.869;5.53;240.285918690161
2007-09-18 07:44:00;1;22.812;38.175;4.79;208.419388828559
2007-09-25 07:39:00;50;15.699;37.899;5.41;235.018395946484
2007-09-25 07:39:00;1;22.025;38.168;4.89;212.724646261292
2007-10-02 07:27:00;50;18.051;37.928;5.21;226.450351314163
2007-10-02 07:27:00;1;21.252;38.14;4.84;210.509257331799
2007-10-09 07:03:00;50;15.868;37.859;5.38;233.731075840215
2007-10-09 07:03:00;1;21.329;38.14;4.93;214.428171321514
2007-10-16 07:44:00;50;18.236;37.926;5.34;232.111645212109
2007-10-16 07:44:00;1;20.723;38.128;4.99;217.004326964624
2007-10-23 07:40:00;50;18.475;38.073;5.16;224.276332490126
2007-10-23 07:40:00;1;19.175;38.099;5.1;221.703224994457
2007-10-30 08:49:00;50;18.236;38.078;5.11;222.089131616939
2007-10-30 08:49:00;1;20.723;38.086;5.07;220.490235256091
2007-11-06 08:03:00;50;18.475;38.073;5.05;219.495247882779
2007-11-06 08:03:00;1;19.175;38.061;5.07;220.405328338185
2007-11-13 08:26:00;50;17.658;38.071;5.08;220.755252991981
2007-11-13 08:26:00;1;17.639;38.071;5.08;220.754238534548
2007-11-22 08:46:00;50;16.638;38.032;5.17;224.618378787733
2007-11-22 08:46:00;1;16.629;38;5.17;224.62328828727
2007-11-27 08:54:00;50;16.272;38.163;5.16;224.142907132174
2007-11-27 08:54:00;1;16.303;38.116;5.33;231.537265789667
2007-12-05 09:06:00;50;15.775;38.125;5.12;222.386482933935
2007-12-05 09:06:00;1;15.784;38.096;5.16;224.129207120236
2007-12-11 08:00:00;1;NA;NA;5.08;NA
2007-12-11 08:00:00;50;NA;NA;5.09;NA
2007-12-18 08:00:00;1;NA;NA;5.51;NA
2007-12-18 08:00:00;50;NA;NA;5.3;NA
2008-01-04 08:00:00;50;NA;NA;5.55;NA
2008-01-04 08:00:00;1;NA;NA;5.7;NA
2008-01-08 08:00:00;50;NA;NA;5.56;NA
2008-01-08 08:00:00;1;NA;NA;5.6;NA
2008-01-18 09:03:00;50;13.939;38.083;5.56;241.408850390235
2008-01-18 09:03:00;1;13.736;37.988;5.65;245.323701784301
2008-01-22 08:47:00;50;13.937;38.059;5.55;240.978914591696
2008-01-22 08:47:00;1;13.727;37.968;5.66;245.761145659676
2008-01-29 08:57:00;50;13.826;38.081;5.56;241.403507017299
2008-01-29 08:57:00;1;13.77;38.043;5.6;243.14434284097
2008-02-05 09:10:00;50;13.717;38.064;5.59;242.703643473853
2008-02-05 09:10:00;1;13.618;38.033;5.75;249.651146518539
2008-02-12 08:41:00;50;13.599;38.042;5.82;252.68767234923
2008-02-12 08:41:00;1;13.577;38.04;5.89;255.726094804542
2008-02-19 08:35:00;50;13.45;38.105;5.75;249.628961931065
2008-02-19 08:35:00;1;13.451;38.106;5.79;251.365373415699
2008-02-26 08:30:00;50;13.451;38.117;5.98;259.611825934626
2008-02-26 08:30:00;1;13.489;38.088;5.82;252.67318526811
2008-03-03 08:45:00;50;13.607;38.084;NA;NA
2008-03-03 08:45:00;1;13.733;38.085;NA;NA
2008-03-12 08:27:00;50;13.375;38.089;5.91;256.574308475332
2008-03-12 08:27:00;1;13.387;38.037;5.92;257.019149105489
2008-03-18 08:00:00;50;13.396;38.099;5.91;256.573477760643
2008-03-18 08:00:00;1;13.663;38.091;5.93;257.457462052995
2008-03-26 08:16:00;50;13.429;38.08;5.93;257.447174768851
2008-03-26 08:16:00;1;13.492;38.079;5.99;260.055597647984
2008-04-01 07:46:00;50;13.563;38.066;6.01;260.930268857032
2008-04-01 07:46:00;1;13.688;38.069;6.09;264.409789903233
2008-04-08 07:43:00;50;13.317;38.121;NA;NA
2008-04-08 07:43:00;1;13.714;38.044;5.99;260.074386113079
2008-04-15 07:38:00;50;13.392;38.095;5.94;257.876447385168
2008-04-15 07:38:00;1;13.814;37.888;6.22;270.097894705757
2008-04-23 07:29:00;50;13.758;38.018;NA;NA
2008-04-23 07:29:00;1;14.355;37.899;5.93;257.532128797425
2008-04-28 07:46:00;50;13.879;37.993;NA;NA
2008-04-28 07:46:00;1;16.181;37.689;NA;NA
2008-05-06 07:45:00;50;14.993;37.918;5.9;256.260917411147
2008-05-06 07:45:00;1;16.886;37.636;5.8;252.07899697276
2008-05-13 06:48:00;50;16.259;37.983;5.73;248.935700712982
2008-05-13 06:48:00;1;17.24;37.942;5.63;244.654956160704
2008-05-20 07:47:00;50;15.173;38.018;5.74;249.302604562936
2008-05-20 07:47:00;1;18.026;37.803;5.57;242.11870581367
2008-05-28 08:40:00;50;17.924;37.867;5.54;240.797147561192
2008-05-28 08:40:00;1;18.424;37.776;5.51;239.538911045703
2008-06-03 07:26:00;50;16.08;37.97;5.57;241.977048334352
2008-06-03 07:26:00;1;19.868;37.605;5.51;239.657240924153
2008-06-10 07:31:00;50;15.082;38.009;5.67;246.259059801593
2008-06-10 07:31:00;1;20.945;37.041;5.47;238.08481417445
2008-06-17 07:30:00;50;14.538;38.035;5.54;240.579758912819
2008-06-17 07:30:00;1;21.006;37.19;5.32;231.534135211023
2008-06-23 07:30:00;50;14.631;38.022;5.71;247.969560462959
2008-06-23 07:30:00;1;22.678;37.33;5.27;229.439709543712
2008-07-02 07:30:00;50;14.7;37.982;5.82;252.757924346197
2008-07-02 07:30:00;1;25.243;37.673;5.19;226.068580506453
2008-07-08 07:30:00;50;14.428;38.019;5.65;245.353776647577
2008-07-08 07:30:00;1;24.467;37.766;4.9;213.372471898832
2008-07-16 07:30:00;50;15.798;37.952;5.9;256.300252751373
2008-07-16 07:30:00;1;22.249;37.924;5.16;224.524780806538
2008-07-22 07:30:00;50;15.437;37.978;5.92;257.143224555894
2008-07-22 07:30:00;1;23.715;37.754;5;217.680962378737
2008-07-28 07:30:00;50;14.607;38.051;5.84;253.608260623775
2008-07-28 07:30:00;1;23.31;38.157;5.12;222.812791987444
2008-08-05 07:30:00;50;15.072;38.016;5.9;256.246494343842
2008-08-05 07:30:00;1;25.855;38.167;4.91;213.834102658945
2008-08-19 07:30:00;50;14.445;38.04;5.54;240.574053761901
2008-08-19 07:30:00;1;23.951;38.123;4.95;215.460171035865
2008-08-26 07:30:00;50;14.972;37.988;NA;NA
2008-08-26 07:30:00;1;25.156;38.229;4.78;208.118720192473
2008-09-02 07:30:00;50;14.897;37.972;5.65;245.387303752457
2008-09-02 07:30:00;1;25.226;38.263;4.68;203.763966270287
2008-09-10 07:30:00;50;16.631;37.897;5.97;259.401366070109
2008-09-10 07:30:00;1;22.766;38.253;5.02;218.411534563705
2008-09-16 07:30:00;50;16.793;37.901;6.09;264.624689291892
2008-09-16 07:30:00;1;23.565;38.344;5;217.576526810591
2008-09-22 07:30:00;50;16.824;37.947;5.95;258.534342775621
2008-09-22 07:30:00;1;22.534;38.323;5.08;220.996084286372
2008-09-29 07:30:00;50;15.989;37.941;NA;NA
2008-09-29 07:30:00;1;21.585;38.357;NA;NA
2008-10-07 07:30:00;50;16.455;37.958;NA;NA
2008-10-07 07:30:00;1;17.864;NA;NA;NA
2008-10-14 07:30:00;50;15.607;NA;6.07;NA
2008-10-14 07:30:00;1;20.265;NA;5.54;NA
2008-10-21 07:30:00;50;18.838;NA;5.74;NA
2008-10-21 07:30:00;1;20.124;NA;5.21;NA
2008-10-28 07:30:00;50;15.782;37.939;5.87;254.998595651005
2008-10-28 07:30:00;1;21.64;38.356;5.66;246.160666163794
2008-11-06 07:30:00;50;18.829;38.129;5.17;224.721500304945
2008-11-06 07:30:00;1;NA;NA;5.07;NA
2008-11-10 07:30:00;50;18.705;38.078;NA;NA
2008-11-10 07:30:00;1;18.671;38.001;NA;NA
2008-11-20 07:30:00;50;18.445;38.122;4.78;207.750714183042
2008-11-20 07:30:00;1;18.453;38.116;4.85;210.79445143293
2008-11-25 07:30:00;50;17.947;38.098;4.97;215.985942424999
2008-11-25 07:30:00;1;17.959;38.094;4.9;212.94514757377
2008-12-02 07:30:00;50;16.716;38.068;NA;NA
2008-12-02 07:30:00;1;16.686;38.065;NA;NA
2008-12-09 07:30:00;50;16.233;38.066;5.37;233.279860706187
2008-12-09 07:30:00;1;16.255;38.062;5.48;238.060322894766
2008-12-17 07:30:00;50;15.401;37.544;NA;NA
2008-12-17 07:30:00;1;15.206;37.438;NA;NA
2008-12-22 07:30:00;50;15.686;37.877;5.53;240.234635074972
2008-12-22 07:30:00;1;15.207;37.621;5.59;242.861929462836
2009-01-06 09:00:00;50;14.627;38.035;5.27;228.8591393639
2009-01-06 09:00:00;1;14.573;38.036;5.29;229.724828634316
2009-01-14 09:00:00;50;14.346;38.059;5.25;227.972745562091
2009-01-14 09:00:00;1;14.361;38.056;5.22;226.67128110481
2009-01-22 09:00:00;50;NA;NA;5.35;NA
2009-01-22 09:00:00;1;NA;NA;5.19;NA
2009-01-27 09:00:00;50;13.938;38.017;5.22;226.657652525936
2009-01-27 09:00:00;1;13.937;38.019;5.27;228.828310342829
2009-02-03 09:00:00;50;13.873;38.002;5.41;234.907100881679
2009-02-03 09:00:00;1;13.869;37.988;5.4;234.475167454494
2009-02-10 09:00:00;50;13.925;38.001;5.08;220.580767789211
2009-02-10 09:00:00;1;13.122;37.51;5.31;230.614975195106
2009-02-17 09:00:00;50;13.648;37.969;4.34;188.442598002767
2009-02-17 09:00:00;1;13.645;37.964;4.4;191.048396229442
2009-02-24 09:00:00;50;13.555;37.944;4.83;209.718298339654
2009-02-24 09:00:00;1;13.475;37.9;4.9;212.761248304726
2009-03-03 09:00:00;50;13.609;38.026;4.89;212.312743191447
2009-03-03 09:00:00;1;13.594;37.921;4.96;215.368354088592
2009-03-10 09:00:00;50;13.712;37.999;4.79;207.979635439146
2009-03-10 09:00:00;1;13.712;37.987;4.88;211.889309900546
2009-03-17 09:00:00;50;13.893;38.016;4.79;207.984816647099
2009-03-17 09:00:00;1;14.099;37.945;4.88;211.913167584896
2009-03-23 09:00:00;50;13.861;38.022;4.78;207.548284307419
2009-03-23 09:00:00;1;14.026;37.998;4.9;212.76990501546
2009-03-31 09:00:00;50;13.95;37.986;5.06;219.715971705691
2009-03-31 09:00:00;1;14.067;37.943;5.09;221.031223643666
2009-04-07 09:00:00;50;13.947;37.949;4.76;206.694960303557
2009-04-07 09:00:00;1;15.154;37.59;4.96;215.493589741503
2009-04-14 09:00:00;50;14.112;37.999;4.86;211.036673708414
2009-04-14 09:00:00;1;15.02;37.673;4.88;211.998444166189
2009-04-21 09:00:00;50;14.026;37.995;4.9;212.770385458177
2009-04-21 09:00:00;1;15.273;37.598;5.21;226.35973464502
2009-04-28 09:00:00;50;15.1;37.78;4.28;185.921378902469
2009-04-28 09:00:00;1;15.169;37.508;4.21;182.920739537438
2009-05-05 09:00:00;50;14.349;37.916;4.28;185.872176713036
2009-05-05 09:00:00;1;16.713;37.344;4.21;183.007171733369
2009-05-12 09:00:00;50;15.74;37.704;4.28;185.958436006959
2009-05-12 09:00:00;1;17.631;37.093;4.21;183.081294142641
2009-05-19 09:00:00;50;14.348;37.952;4.86;211.054702378783
2009-05-19 09:00:00;1;19.893;37.421;4.89;212.720870914117
2009-05-26 09:00:00;50;15.106;37.866;4.86;211.10297606877
2009-05-26 09:00:00;1;22.097;36.844;4.84;210.760560421096
2009-06-02 09:00:00;50;15.21;37.875;4.86;211.106383614594
2009-06-02 09:00:00;1;20.865;37.536;4.89;212.757177750633
2009-06-09 09:00:00;50;14.703;37.919;4.82;209.338775538734
2009-06-09 09:00:00;1;18.274;37.603;4.45;193.474817358396
2009-06-16 09:00:00;50;15.25;37.876;4.86;211.108089843323
2009-06-16 09:00:00;1;22.843;37.634;4.9;213.292949852762
2009-06-23 09:00:00;50;15.241;37.849;5.99;260.197649408551
2009-06-23 09:00:00;1;22.756;37.751;5.24;228.067488871978
2009-06-30 09:00:00;50;14.363;37.935;5.36;232.771869870633
2009-06-30 09:00:00;1;23.151;37.683;4.61;200.679794948999
2009-07-07 09:00:00;50;14.441;37.936;5.46;237.11840101113
2009-07-07 09:00:00;1;25.245;37.642;4.6;200.37377426164
2009-07-13 09:00:00;50;14.709;37.943;5.17;224.535965146578
2009-07-13 09:00:00;1;24.03;37.838;4.4;191.564935124148
2009-07-21 09:00:00;50;15.537;37.876;5.26;228.497816227701
2009-07-21 09:00:00;1;22.92;37.827;4.6;200.209955666088
2009-07-28 09:00:00;50;NA;NA;NA;NA
2009-07-28 09:00:00;1;NA;NA;NA;NA
2009-08-04 09:00:00;50;NA;NA;5.46;NA
2009-08-04 09:00:00;1;NA;NA;4.59;NA
2009-08-11 09:00:00;50;14.907;37.844;5.26;228.471532651036
2009-08-11 09:00:00;1;24.6;37.99;4.31;187.657034170582
2009-08-18 09:00:00;50;15.281;37.818;4.93;214.159533707284
2009-08-18 09:00:00;1;26.282;37.976;4.01;174.686028252825
2009-08-25 09:00:00;50;14.809;37.932;5.27;228.885874284931
2009-08-25 09:00:00;1;26.913;38.001;4.26;185.609820457154
2009-09-01 09:00:00;50;15.225;37.925;5.46;237.160782499222
2009-09-01 09:00:00;1;26.661;38.08;4.59;199.960607288418
2009-09-08 09:00:00;50;14.714;37.938;5.41;234.960435284329
2009-09-08 09:00:00;1;24.181;38.172;NA;NA
2009-09-24 09:00:00;50;16.765;37.935;5.8;252.015447496325
2009-09-24 09:00:00;1;23.528;38;4.58;199.348686287922
2009-09-29 09:00:00;50;18.604;37.953;NA;NA
2009-09-29 09:00:00;1;23.141;37.992;NA;NA
2009-10-06 09:00:00;50;16.52;37.871;NA;NA
2009-10-06 09:00:00;1;22.999;38.054;NA;NA
2009-10-13 09:00:00;50;22.405;38.106;NA;NA
2009-10-13 09:00:00;1;22.8;38.083;NA;NA
2009-10-20 09:00:00;50;21.144;38.105;4.39;190.936490625946
2009-10-20 09:00:00;1;21.148;38.097;4.38;190.502893311605
2009-10-29 09:00:00;50;NA;NA;NA;NA
2009-10-29 09:00:00;1;NA;NA;NA;NA
2009-11-05 09:00:00;50;16.296;37.909;4.63;201.15986065847
2009-11-05 09:00:00;1;18.967;38.055;4.47;194.312474066555
2009-11-10 09:00:00;50;18.608;38.005;4.63;201.257077005148
2009-11-10 09:00:00;1;18.585;38.006;4.49;195.170283500873
2009-11-17 09:00:00;50;18.044;37.979;4.65;202.102156275219
2009-11-17 09:00:00;1;18.098;37.987;4.52;196.453417169506
2009-11-24 09:00:00;50;17.552;38.007;4.61;200.335499314479
2009-11-24 09:00:00;1;17.591;37.989;4.54;197.298037606767
2009-12-01 09:00:00;50;17.209;38.011;4.6;199.883912235289
2009-12-01 09:00:00;1;17.049;37.901;4.64;201.630964853086
2009-12-08 09:00:00;50;16.767;37.943;NA;NA
2009-12-08 09:00:00;1;16.744;37.917;NA;NA
2009-12-15 09:00:00;50;15.978;37.965;4.74;205.915411672512
2009-12-15 09:00:00;1;15.988;37.971;4.56;198.095398849781
2009-12-22 09:00:00;50;14.814;38.01;NA;NA
2009-12-22 09:00:00;1;14.512;37.862;NA;NA
2010-01-05 09:00:00;50;14.268;37.892;4.97;215.83772861177
2010-01-05 09:00:00;1;14.215;37.854;5.01;217.57862796137
2010-01-12 09:00:00;50;14.042;37.889;4.84;210.18250951283
2010-01-12 09:00:00;1;13.997;37.878;4.96;215.39339302806
2010-01-19 09:00:00;50;13.747;37.961;4.92;213.631843516134
2010-01-19 09:00:00;1;13.634;37.867;4.95;214.944663161224
2010-01-25 09:00:00;50;13.334;37.869;5.87;254.877895333436
2010-01-25 09:00:00;1;13.067;37.715;5.85;254.025248991272
2010-02-02 09:00:00;50;13.259;37.933;4.79;207.970625271257
2010-02-02 09:00:00;1;13.217;37.941;4.82;209.270107496
2010-02-11 09:00:00;50;13.215;37.921;NA;NA
2010-02-11 09:00:00;1;13.201;37.918;NA;NA
2010-02-16 09:00:00;50;13.238;37.956;5.75;249.646190771771
2010-02-16 09:00:00;1;13.203;37.957;5.52;239.658459565608
2010-02-23 09:00:00;50;13.166;37.897;4.91;213.182510352399
2010-02-23 09:00:00;1;12.901;37.28;4.99;216.745298562158
2010-03-02 09:00:00;50;13.145;37.842;5.83;253.136519196874
2010-03-02 09:00:00;1;13.136;37.812;5.78;250.970759020993
2010-03-09 09:00:00;50;12.814;37.635;4.55;197.577124705539
2010-03-09 09:00:00;1;12.514;37.502;4.53;196.716768827931
2010-03-16 09:00:00;50;13.145;37.978;5.51;239.217696186296
2010-03-16 09:00:00;1;13.151;37.916;5.54;240.53169038802
2010-03-23 09:00:00;50;13.234;37.899;4.91;213.185127617182
