"datetime";"PROF_NUM";"T";"S";"O";"oxy_umol_kg";"year";"month";"year.month"
2007-09-18 07:44:00;"50";16.593;37.869;5.53;240.285918690161;"2007";"09";"2007-09"
2007-09-25 07:39:00;"50";15.699;37.899;5.41;235.018395946484;"2007";"09";"2007-09"
2007-10-02 07:27:00;"50";18.051;37.928;5.21;226.450351314163;"2007";"10";"2007-10"
2007-10-09 07:03:00;"50";15.868;37.859;5.38;233.731075840215;"2007";"10";"2007-10"
2007-10-16 07:44:00;"50";18.236;37.926;5.34;232.111645212109;"2007";"10";"2007-10"
2007-10-23 07:40:00;"50";18.475;38.073;5.16;224.276332490126;"2007";"10";"2007-10"
2007-10-30 08:49:00;"50";18.236;38.078;5.11;222.089131616939;"2007";"10";"2007-10"
2007-11-06 08:03:00;"50";18.475;38.073;5.05;219.495247882779;"2007";"11";"2007-11"
2007-11-13 08:26:00;"50";17.658;38.071;5.08;220.755252991981;"2007";"11";"2007-11"
2007-11-22 08:46:00;"50";16.638;38.032;5.17;224.618378787733;"2007";"11";"2007-11"
2007-11-27 08:54:00;"50";16.272;38.163;5.16;224.142907132174;"2007";"11";"2007-11"
2007-12-05 09:06:00;"50";15.775;38.125;5.12;222.386482933935;"2007";"12";"2007-12"
2007-12-11 08:00:00;"50";15.4106802876574;38.118;5.09;221.066526391768;"2007";"12";"2007-12"
2007-12-18 08:00:00;"50";15.0477356813087;38.111;5.3;230.169880022784;"2007";"12";"2007-12"
2007-12-25 09:00:00;"50";14.4996446111522;38.104;5.425;235.571611823803;"2007";"12";"2007-12"
2008-01-04 08:00:00;"50";14.2151561694354;38.097;5.55;240.986161911038;"2008";"01";"2008-01"
2008-01-08 08:00:00;"50";14.0512587191191;38.09;5.56;241.413275528665;"2008";"01";"2008-01"
2008-01-18 09:03:00;"50";13.939;38.083;5.56;241.408850390235;"2008";"01";"2008-01"
2008-01-22 08:47:00;"50";13.937;38.059;5.55;240.978914591696;"2008";"01";"2008-01"
2008-01-29 08:57:00;"50";13.826;38.081;5.56;241.403507017299;"2008";"01";"2008-01"
2008-02-05 09:10:00;"50";13.717;38.064;5.59;242.703643473853;"2008";"02";"2008-02"
2008-02-12 08:41:00;"50";13.599;38.042;5.82;252.68767234923;"2008";"02";"2008-02"
2008-02-19 08:35:00;"50";13.45;38.105;5.75;249.628961931065;"2008";"02";"2008-02"
2008-02-26 08:30:00;"50";13.451;38.117;5.98;259.611825934626;"2008";"02";"2008-02"
2008-03-03 08:45:00;"50";13.607;38.084;5.945;258.107072775271;"2008";"03";"2008-03"
2008-03-12 08:27:00;"50";13.375;38.089;5.91;256.574308475332;"2008";"03";"2008-03"
2008-03-18 08:00:00;"50";13.396;38.099;5.91;256.573477760643;"2008";"03";"2008-03"
2008-03-26 08:16:00;"50";13.429;38.08;5.93;257.447174768851;"2008";"03";"2008-03"
2008-04-01 07:46:00;"50";13.563;38.066;6.01;260.930268857032;"2008";"04";"2008-04"
2008-04-08 07:43:00;"50";13.317;38.121;5.975;259.386859652357;"2008";"04";"2008-04"
2008-04-15 07:38:00;"50";13.392;38.095;5.94;257.876447385168;"2008";"04";"2008-04"
2008-04-23 07:29:00;"50";13.758;38.018;5.92666666666667;257.331965298012;"2008";"04";"2008-04"
2008-04-28 07:46:00;"50";13.879;37.993;5.91333333333333;256.764352087823;"2008";"04";"2008-04"
2008-05-06 07:45:00;"50";14.993;37.918;5.9;256.260917411147;"2008";"05";"2008-05"
2008-05-13 06:48:00;"50";16.259;37.983;5.73;248.935700712982;"2008";"05";"2008-05"
2008-05-20 07:47:00;"50";15.173;38.018;5.74;249.302604562936;"2008";"05";"2008-05"
2008-05-28 08:40:00;"50";17.924;37.867;5.54;240.797147561192;"2008";"05";"2008-05"
2008-06-03 07:26:00;"50";16.08;37.97;5.57;241.977048334352;"2008";"06";"2008-06"
2008-06-10 07:31:00;"50";15.082;38.009;5.67;246.259059801593;"2008";"06";"2008-06"
2008-06-17 07:30:00;"50";14.538;38.035;5.54;240.579758912819;"2008";"06";"2008-06"
2008-06-23 07:30:00;"50";14.631;38.022;5.71;247.969560462959;"2008";"06";"2008-06"
2008-07-02 07:30:00;"50";14.7;37.982;5.82;252.757924346197;"2008";"07";"2008-07"
2008-07-08 07:30:00;"50";14.428;38.019;5.65;245.353776647577;"2008";"07";"2008-07"
2008-07-16 07:30:00;"50";15.798;37.952;5.9;256.300252751373;"2008";"07";"2008-07"
2008-07-22 07:30:00;"50";15.437;37.978;5.92;257.143224555894;"2008";"07";"2008-07"
2008-07-28 07:30:00;"50";14.607;38.051;5.84;253.608260623775;"2008";"07";"2008-07"
2008-08-05 07:30:00;"50";15.072;38.016;5.9;256.246494343842;"2008";"08";"2008-08"
2008-08-12 09:00:00;"50";14.7003763651918;38.028;5.72;248.406436657162;"2008";"08";"2008-08"
2008-08-19 07:30:00;"50";14.445;38.04;5.54;240.574053761901;"2008";"08";"2008-08"
2008-08-26 07:30:00;"50";14.972;37.988;5.595;242.999637295016;"2008";"08";"2008-08"
2008-09-02 07:30:00;"50";14.897;37.972;5.65;245.387303752457;"2008";"09";"2008-09"
2008-09-10 07:30:00;"50";16.631;37.897;5.97;259.401366070109;"2008";"09";"2008-09"
2008-09-16 07:30:00;"50";16.793;37.901;6.09;264.624689291892;"2008";"09";"2008-09"
2008-09-22 07:30:00;"50";16.824;37.947;5.95;258.534342775621;"2008";"09";"2008-09"
2008-09-29 07:30:00;"50";15.989;37.941;5.99;260.223331778712;"2008";"09";"2008-09"
2008-10-07 07:30:00;"50";16.455;37.958;6.03;261.985737635031;"2008";"10";"2008-10"
2008-10-14 07:30:00;"50";15.607;37.9516666666667;6.07;263.673906141465;"2008";"10";"2008-10"
2008-10-21 07:30:00;"50";18.838;37.9453333333333;5.74;249.532101613583;"2008";"10";"2008-10"
2008-10-28 07:30:00;"50";15.782;37.939;5.87;254.998595651005;"2008";"10";"2008-10"
2008-11-06 07:30:00;"50";18.829;38.129;5.17;224.721500304945;"2008";"11";"2008-11"
2008-11-10 07:30:00;"50";18.705;38.078;4.975;216.247030812988;"2008";"11";"2008-11"
2008-11-20 07:30:00;"50";18.445;38.122;4.78;207.750714183042;"2008";"11";"2008-11"
2008-11-25 07:30:00;"50";17.947;38.098;4.97;215.985942424999;"2008";"11";"2008-11"
2008-12-02 07:30:00;"50";16.716;38.068;5.17;224.616418770255;"2008";"12";"2008-12"
2008-12-09 07:30:00;"50";16.233;38.066;5.37;233.279860706187;"2008";"12";"2008-12"
2008-12-17 07:30:00;"50";15.401;37.544;5.45;236.803360165115;"2008";"12";"2008-12"
2008-12-22 07:30:00;"50";15.686;37.877;5.53;240.234635074972;"2008";"12";"2008-12"
2009-01-06 09:00:00;"50";14.627;38.035;5.27;228.8591393639;"2009";"01";"2009-01"
2009-01-14 09:00:00;"50";14.346;38.059;5.25;227.972745562091;"2009";"01";"2009-01"
2009-01-22 09:00:00;"50";14.1037223725259;38.038;5.35;232.306809739911;"2009";"01";"2009-01"
2009-01-27 09:00:00;"50";13.938;38.017;5.22;226.657652525936;"2009";"01";"2009-01"
2009-02-03 09:00:00;"50";13.873;38.002;5.41;234.907100881679;"2009";"02";"2009-02"
2009-02-10 09:00:00;"50";13.925;38.001;5.08;220.580767789211;"2009";"02";"2009-02"
2009-02-17 09:00:00;"50";13.648;37.969;4.34;188.442598002767;"2009";"02";"2009-02"
2009-02-24 09:00:00;"50";13.555;37.944;4.83;209.718298339654;"2009";"02";"2009-02"
2009-03-03 09:00:00;"50";13.609;38.026;4.89;212.312743191447;"2009";"03";"2009-03"
2009-03-10 09:00:00;"50";13.712;37.999;4.79;207.979635439146;"2009";"03";"2009-03"
2009-03-17 09:00:00;"50";13.893;38.016;4.79;207.984816647099;"2009";"03";"2009-03"
2009-03-23 09:00:00;"50";13.861;38.022;4.78;207.548284307419;"2009";"03";"2009-03"
2009-03-31 09:00:00;"50";13.95;37.986;5.06;219.715971705691;"2009";"03";"2009-03"
2009-04-07 09:00:00;"50";13.947;37.949;4.76;206.694960303557;"2009";"04";"2009-04"
2009-04-14 09:00:00;"50";14.112;37.999;4.86;211.036673708414;"2009";"04";"2009-04"
2009-04-21 09:00:00;"50";14.026;37.995;4.9;212.770385458177;"2009";"04";"2009-04"
2009-04-28 09:00:00;"50";15.1;37.78;4.28;185.921378902469;"2009";"04";"2009-04"
2009-05-05 09:00:00;"50";14.349;37.916;4.28;185.872176713036;"2009";"05";"2009-05"
2009-05-12 09:00:00;"50";15.74;37.704;4.28;185.958436006959;"2009";"05";"2009-05"
2009-05-19 09:00:00;"50";14.348;37.952;4.86;211.054702378783;"2009";"05";"2009-05"
2009-05-26 09:00:00;"50";15.106;37.866;4.86;211.10297606877;"2009";"05";"2009-05"
2009-06-02 09:00:00;"50";15.21;37.875;4.86;211.106383614594;"2009";"06";"2009-06"
2009-06-09 09:00:00;"50";14.703;37.919;4.82;209.338775538734;"2009";"06";"2009-06"
2009-06-16 09:00:00;"50";15.25;37.876;4.86;211.108089843323;"2009";"06";"2009-06"
2009-06-23 09:00:00;"50";15.241;37.849;5.99;260.197649408551;"2009";"06";"2009-06"
2009-06-30 09:00:00;"50";14.363;37.935;5.36;232.771869870633;"2009";"06";"2009-06"
2009-07-07 09:00:00;"50";14.441;37.936;5.46;237.11840101113;"2009";"07";"2009-07"
2009-07-13 09:00:00;"50";14.709;37.943;5.17;224.535965146578;"2009";"07";"2009-07"
2009-07-21 09:00:00;"50";15.537;37.876;5.26;228.497816227701;"2009";"07";"2009-07"
2009-07-28 09:00:00;"50";15.4449071760405;37.8653333333333;5.36;232.838960846066;"2009";"07";"2009-07"
2009-08-04 09:00:00;"50";15.4554268902929;37.8546666666667;5.46;237.185425589907;"2009";"08";"2009-08"
2009-08-11 09:00:00;"50";14.907;37.844;5.26;228.471532651036;"2009";"08";"2009-08"
2009-08-18 09:00:00;"50";15.281;37.818;4.93;214.159533707284;"2009";"08";"2009-08"
2009-08-25 09:00:00;"50";14.809;37.932;5.27;228.885874284931;"2009";"08";"2009-08"
2009-09-01 09:00:00;"50";15.225;37.925;5.46;237.160782499222;"2009";"09";"2009-09"
2009-09-08 09:00:00;"50";14.714;37.938;5.41;234.960435284329;"2009";"09";"2009-09"
2009-09-24 09:00:00;"50";16.765;37.935;5.8;252.015447496325;"2009";"09";"2009-09"
2009-09-29 09:00:00;"50";18.604;37.953;5.4475;236.801155948087;"2009";"09";"2009-09"
2009-10-06 09:00:00;"50";16.52;37.871;5.095;221.380499227684;"2009";"10";"2009-10"
2009-10-13 09:00:00;"50";22.405;38.106;4.7425;206.339459504214;"2009";"10";"2009-10"
2009-10-20 09:00:00;"50";21.144;38.105;4.39;190.936490625946;"2009";"10";"2009-10"
2009-10-29 09:00:00;"50";19.5201628684357;38.007;4.51;196.085959713341;"2009";"10";"2009-10"
2009-11-05 09:00:00;"50";16.296;37.909;4.63;201.15986065847;"2009";"11";"2009-11"
2009-11-10 09:00:00;"50";18.608;38.005;4.63;201.257077005148;"2009";"11";"2009-11"
2009-11-17 09:00:00;"50";18.044;37.979;4.65;202.102156275219;"2009";"11";"2009-11"
2009-11-24 09:00:00;"50";17.552;38.007;4.61;200.335499314479;"2009";"11";"2009-11"
2009-12-01 09:00:00;"50";17.209;38.011;4.6;199.883912235289;"2009";"12";"2009-12"
2009-12-08 09:00:00;"50";16.767;37.943;4.67;202.914766283776;"2009";"12";"2009-12"
2009-12-15 09:00:00;"50";15.978;37.965;4.74;205.915411672512;"2009";"12";"2009-12"
2009-12-22 09:00:00;"50";14.814;38.01;4.855;210.849525420285;"2009";"12";"2009-12"
2010-01-05 09:00:00;"50";14.268;37.892;4.97;215.83772861177;"2010";"01";"2010-01"
2010-01-12 09:00:00;"50";14.042;37.889;4.84;210.18250951283;"2010";"01";"2010-01"
2010-01-19 09:00:00;"50";13.747;37.961;4.92;213.631843516134;"2010";"01";"2010-01"
2010-01-25 09:00:00;"50";13.334;37.869;5.87;254.877895333436;"2010";"01";"2010-01"
2010-02-02 09:00:00;"50";13.259;37.933;4.79;207.970625271257;"2010";"02";"2010-02"
2010-02-11 09:00:00;"50";13.215;37.921;5.27;228.811130936422;"2010";"02";"2010-02"
2010-02-16 09:00:00;"50";13.238;37.956;5.75;249.646190771771;"2010";"02";"2010-02"
2010-02-23 09:00:00;"50";13.166;37.897;4.91;213.182510352399;"2010";"02";"2010-02"
2010-03-02 09:00:00;"50";13.145;37.842;5.83;253.136519196874;"2010";"03";"2010-03"
2010-03-09 09:00:00;"50";12.814;37.635;4.55;197.577124705539;"2010";"03";"2010-03"
2010-03-16 09:00:00;"50";13.145;37.978;5.51;239.217696186296;"2010";"03";"2010-03"
2010-03-23 09:00:00;"50";13.234;37.899;4.91;213.185127617182;"2010";"03";"2010-03"
2010-03-30 09:00:00;"50";13.413;37.898;4.91;213.193067344603;"2010";"03";"2010-03"
2010-04-06 09:00:00;"50";13.619;37.865;4.91;213.20739730021;"2010";"04";"2010-04"
2010-04-13 09:00:00;"50";13.749;37.857;5.77;250.559513119051;"2010";"04";"2010-04"
2010-04-20 09:00:00;"50";13.648;37.899;5.67;246.204118647007;"2010";"04";"2010-04"
2010-04-27 09:00:00;"50";14.045;37.831;5.73;248.842792613473;"2010";"04";"2010-04"
2010-05-05 09:00:00;"50";15.12;37.77;5.74666666666667;249.635725996286;"2010";"05";"2010-05"
2010-05-11 09:00:00;"50";13.969;37.95;5.76333333333333;250.263981628679;"2010";"05";"2010-05"
2010-05-18 09:00:00;"50";14.433;37.885;5.78;251.024648057787;"2010";"05";"2010-05"
2010-05-25 09:00:00;"50";14.308;37.937;5.75;249.705327858537;"2010";"05";"2010-05"
2010-06-02 09:00:00;"50";15.473;37.867;5.765;250.433457596326;"2010";"06";"2010-06"
2010-06-08 09:00:00;"50";14.7;37.923;5.78;251.031887971395;"2010";"06";"2010-06"
2010-06-15 09:00:00;"50";15.671;37.927;5.96;258.904141313803;"2010";"06";"2010-06"
2010-06-23 09:00:00;"50";15.44;37.937;5.88;255.413799356675;"2010";"06";"2010-06"
2010-06-29 09:00:00;"50";14.52;37.973;5.86;254.486941234624;"2010";"06";"2010-06"
2010-07-06 09:00:00;"50";15.009;37.952;5.77;250.608968086305;"2010";"07";"2010-07"
2010-07-13 09:00:00;"50";14.585;37.942;5.86;254.496428795904;"2010";"07";"2010-07"
2010-07-20 09:00:00;"50";15.387;37.939;6.03;261.925975173493;"2010";"07";"2010-07"
2010-07-27 09:00:00;"50";14.723;37.97;5.86;254.498654271321;"2010";"07";"2010-07"
2010-08-03 09:00:00;"50";14.714;37.96;5.76;250.157066550521;"2010";"08";"2010-08"
2010-08-17 09:00:00;"50";14.373;37.996;4.32;187.598971803882;"2010";"08";"2010-08"
2010-08-24 09:00:00;"50";14.092;38.064;5.98;259.656841815497;"2010";"08";"2010-08"
2010-08-31 09:00:00;"50";15.584;37.979;6.02;261.495252703424;"2010";"08";"2010-08"
2010-09-07 09:00:00;"50";15.805;38.006;6.06;263.240524955469;"2010";"09";"2010-09"
2010-09-14 09:00:00;"50";15.238;37.974;5.76;250.183109777192;"2010";"09";"2010-09"
2010-09-21 09:00:00;"50";16.807;38.167;5.98;259.794065670776;"2010";"09";"2010-09"
2010-09-28 09:00:00;"50";15.278;37.968;5.9;256.267371185949;"2010";"09";"2010-09"
2010-10-07 09:00:00;"50";20.033;38.152;5.06;220.004411524125;"2010";"10";"2010-10"
2010-10-12 09:00:00;"50";19.604;38.138;5.2;226.068641144094;"2010";"10";"2010-10"
2010-10-19 09:00:00;"50";19.604;38.138;5.2;226.068641144094;"2010";"10";"2010-10"
2010-10-26 09:00:00;"50";19.2626604802451;38.1535;5.12;222.568587139196;"2010";"10";"2010-10"
2010-11-03 09:00:00;"50";18.792;38.169;5.23;227.320591215267;"2010";"11";"2010-11"
2010-11-09 09:00:00;"50";15.306;38.115;5.38;233.656760429812;"2010";"11";"2010-11"
2010-11-17 09:00:00;"50";17.816;38.001;5.14;223.382839438641;"2010";"11";"2010-11"
2010-11-23 09:00:00;"50";17.168;37.667;5.34;232.096589085846;"2010";"11";"2010-11"
2010-11-30 09:00:00;"50";14.981;35.523;5.44;236.706200993745;"2010";"11";"2010-11"
2010-12-08 09:00:00;"50";14.21;35.485;5.51;239.719833534734;"2010";"12";"2010-12"
2010-12-14 09:00:00;"50";15.695;37.857;5.64;245.017433812537;"2010";"12";"2010-12"
2010-12-21 09:00:00;"50";14.84;37.885;5.70333333333333;247.716761530054;"2010";"12";"2010-12"
2010-12-28 09:00:00;"50";14.6;37.881;5.76666666666667;250.455309614073;"2010";"12";"2010-12"
2011-01-04 09:00:00;"50";14.163;37.847;5.83;253.188847668293;"2011";"01";"2011-01"
2011-01-11 09:00:00;"50";13.803;37.783;6.08;264.038793674305;"2011";"01";"2011-01"
2011-01-18 09:00:00;"50";13.751;37.763;5.61;243.628937940504;"2011";"01";"2011-01"
2011-01-25 09:00:00;"50";13.524;38.21;5.23;227.039313722155;"2011";"01";"2011-01"
2011-02-01 09:00:00;"50";13.407;37.995;5.76;250.081626061179;"2011";"02";"2011-02"
2011-02-08 09:00:00;"50";13.393;38.019;5.8;251.813027098937;"2011";"02";"2011-02"
2011-02-15 09:00:00;"50";13.543;38.065;5.69;247.036310362927;"2011";"02";"2011-02"
2011-02-22 09:00:00;"50";13.369;37.992;5.68;246.606910504827;"2011";"02";"2011-02"
2011-03-01 09:00:00;"50";13.341;38.043;5.77;250.503350642361;"2011";"03";"2011-03"
2011-03-08 09:00:00;"50";13.062;38.026;5.35;232.258962561991;"2011";"03";"2011-03"
2011-03-15 09:00:00;"50";13.121;38.03;5.83;253.099402044911;"2011";"03";"2011-03"
2011-03-22 09:00:00;"50";13.126;37.979;5.775;250.7215688402;"2011";"03";"2011-03"
2011-03-29 09:00:00;"50";13.26;37.895;5.72;248.356221716509;"2011";"03";"2011-03"
2011-04-05 09:00:00;"50";13.402;38.02;5.81;252.24746213762;"2011";"04";"2011-04"
2011-04-12 09:00:00;"50";13.519;38.016;6.01;260.937733459095;"2011";"04";"2011-04"
2011-04-19 09:00:00;"50";13.519;38.011;5.96;258.767845383575;"2011";"04";"2011-04"
2011-04-26 09:00:00;"50";14.966;38.016;5.87;254.937622619104;"2011";"04";"2011-04"
2011-05-03 09:00:00;"50";15.679;37.938;5.89;255.861669954322;"2011";"05";"2011-05"
2011-05-10 09:00:00;"50";14.541;38.039;5.89;255.778236913656;"2011";"05";"2011-05"
2011-05-17 09:00:00;"50";15.372;38.002;6.02;261.478368209267;"2011";"05";"2011-05"
2011-05-24 09:00:00;"50";14.375;38.033;5.91;256.638783343135;"2011";"05";"2011-05"
2011-05-31 09:00:00;"50";14.69;38.033;5.96;258.827530606139;"2011";"05";"2011-05"
2011-06-07 09:00:00;"50";14.951;38.031;5.99;260.14551010056;"2011";"06";"2011-06"
2011-06-14 09:00:00;"50";14.193;38.045;5.57;241.862906472814;"2011";"06";"2011-06"
2011-06-21 09:00:00;"50";16.09;37.993;5.8;251.965151679305;"2011";"06";"2011-06"
2011-06-28 09:00:00;"50";15.304;38.019;5.91;256.69337408448;"2011";"06";"2011-06"
2011-07-05 09:00:00;"50";14.605;38.024;5.9;256.21891481062;"2011";"07";"2011-07"
2011-07-12 09:00:00;"50";15.717;38.001;5.99;260.195601533996;"2011";"07";"2011-07"
2011-07-19 09:00:00;"50";14.873;38.021;6.35;275.777675327396;"2011";"07";"2011-07"
2011-07-26 09:00:00;"50";15.816;37.986;6.11666666666667;265.70671553292;"2011";"07";"2011-07"
2011-08-02 09:00:00;"50";14.909;38;5.88333333333333;255.516586590635;"2011";"08";"2011-08"
2011-08-09 09:00:00;"50";14.941;37.998;5.65;245.384867438071;"2011";"08";"2011-08"
2011-08-16 09:00:00;"50";15.459;37.984;6.02;261.48696503915;"2011";"08";"2011-08"
2011-08-23 09:00:00;"50";15.413;37.983;6.09;264.524998615847;"2011";"08";"2011-08"
2011-08-30 09:00:00;"50";15.353;37.986;6.05;262.78346294155;"2011";"08";"2011-08"
2011-09-06 09:00:00;"50";16.137;37.971;6.01;261.095138475407;"2011";"09";"2011-09"
2011-09-13 09:00:00;"50";15.408;37.984;5.97;259.312200185853;"2011";"09";"2011-09"
2011-09-20 09:00:00;"50";15.354;37.983;5.985;259.960812613164;"2011";"09";"2011-09"
2011-09-27 09:00:00;"50";16.045;37.982;6;260.653076395692;"2011";"09";"2011-09"
2011-10-04 09:00:00;"50";15.53;37.977;5.71;248.026924435101;"2011";"10";"2011-10"
2011-10-11 09:00:00;"50";17.884534372524;37.975;5.73;249.033050829863;"2011";"10";"2011-10"
2011-10-18 09:00:00;"50";18.902;38.1085;5.62;244.289626637038;"2011";"10";"2011-10"
2011-10-26 09:00:00;"50";18.875;38.242;5.48;238.178794154955;"2011";"10";"2011-10"
2011-11-02 09:00:00;"50";18.827;38.23;5.52;239.916568641596;"2011";"11";"2011-11"
2011-11-10 09:00:00;"50";18.538;38.093;5.42;235.577259404166;"2011";"11";"2011-11"
2011-11-15 09:00:00;"50";18.135;38.082;5.56;241.640148696063;"2011";"11";"2011-11"
2011-11-22 09:00:00;"50";17.806;38.139;5.52;239.872214905892;"2011";"11";"2011-11"
2011-11-29 09:00:00;"50";17.2352319735735;38.084;5.49;238.545573296808;"2011";"11";"2011-11"
2011-12-06 09:00:00;"50";17.278;38.091;5.45;236.808713266895;"2011";"12";"2011-12"
2011-12-13 09:00:00;"50";15.095;38.098;5.49666666666667;238.715585281211;"2011";"12";"2011-12"
2011-12-19 09:00:00;"50";15.095;38.052;5.54333333333333;240.750595365992;"2011";"12";"2011-12"
2011-12-27 09:00:00;"50";14.8807549105418;38.06125;5.59;242.764282577577;"2011";"12";"2011-12"
2011-12-27 09:00:00;"50";14.9351543067164;38.0705;5.63666666666667;244.792143185823;"2011";"12";"2011-12"
2012-01-03 09:00:00;"50";15.1998241409354;38.07975;5.68333333333333;246.831446534915;"2012";"01";"2012-01"
2012-01-10 09:00:00;"50";15.123;38.089;5.73;248.852270106519;"2012";"01";"2012-01"
2012-01-17 09:00:00;"50";14.818;38.103;5.75;249.701567086563;"2012";"01";"2012-01"
2012-01-24 09:00:00;"50";14.57;38.111;5.59;242.738858081999;"2012";"01";"2012-01"
2012-01-31 09:00:00;"50";14.37;38.109;5.43;235.781294958124;"2012";"01";"2012-01"
2012-02-07 09:00:00;"50";13.579;38.154;5.65;245.28504953096;"2012";"02";"2012-02"
2012-02-14 09:00:00;"50";13.166;38.213;5.72;248.291937087314;"2012";"02";"2012-02"
2012-02-21 09:00:00;"50";13.413;38.162;5.83;253.08926625123;"2012";"02";"2012-02"
2012-02-28 09:00:00;"50";13.368;38.176;5.89;255.688902724428;"2012";"02";"2012-02"
2012-03-06 09:00:00;"50";13.416;38.177;6;260.466443399033;"2012";"03";"2012-03"
2012-03-13 09:00:00;"50";13.4871109369034;38.164;5.8;251.790374243028;"2012";"03";"2012-03"
2012-03-20 09:00:00;"50";13.446;38.151;6.02;261.341395076469;"2012";"03";"2012-03"
2012-03-27 09:00:00;"50";13.509;38.158;6.07;263.514029163792;"2012";"03";"2012-03"
2012-04-03 09:00:00;"50";13.945;38.14;6.23;270.488218973837;"2012";"04";"2012-04"
2012-04-10 09:00:00;"50";13.614;38.146;5.79;251.366243009117;"2012";"04";"2012-04"
2012-04-17 09:00:00;"50";14.38;38.1;5.92;257.060349236461;"2012";"04";"2012-04"
2012-04-25 09:00:00;"50";13.311;38.194;5.47;237.450427876042;"2012";"04";"2012-04"
2012-05-02 09:00:00;"50";14.323;38.133;5.86;254.445596516058;"2012";"05";"2012-05"
2012-05-09 09:00:00;"50";14.373;38.165;5.8;251.836978291298;"2012";"05";"2012-05"
2012-05-15 09:00:00;"50";15.885;38.11;5.9;256.274938901507;"2012";"05";"2012-05"
2012-05-22 09:00:00;"50";16.091;38.178;5.68;246.717928475418;"2012";"05";"2012-05"
2012-05-29 09:00:00;"50";14.994;38.158;5.5;238.844288684053;"2012";"05";"2012-05"
2012-06-05 09:00:00;"50";15.102;38.143;5.52;239.721200717854;"2012";"06";"2012-06"
2012-06-13 09:00:00;"50";14.436;38.148;5.54;240.554052710432;"2012";"06";"2012-06"
2012-06-19 09:00:00;"50";14.655;38.125;5.73;248.820130412394;"2012";"06";"2012-06"
2012-06-26 09:00:00;"50";15.231;38.123;5.6;243.205996187086;"2012";"06";"2012-06"
2012-07-03 09:00:00;"50";14.786;38.121;5.83;253.170490053531;"2012";"07";"2012-07"
2012-07-10 09:00:00;"50";14.835;38.106;5.86;254.478834552462;"2012";"07";"2012-07"
2012-07-17 09:00:00;"50";15.507;38.094;5.83;253.21586759257;"2012";"07";"2012-07"
2012-07-24 09:00:00;"50";16.278;38.023;6.03;261.962278347388;"2012";"07";"2012-07"
2012-07-31 09:00:00;"50";14.953;38.127;5.75;249.704419533949;"2012";"07";"2012-07"
2012-08-07 09:00:00;"50";14.39;38.139;5.78;250.974394460719;"2012";"08";"2012-08"
2012-08-14 09:00:00;"50";14.658406327896;38.131;5.855;254.24718434594;"2012";"08";"2012-08"
2012-08-21 09:00:00;"50";14.879;38.123;5.93;257.517864261624;"2012";"08";"2012-08"
2012-08-28 09:00:00;"50";16.122;38.095;6.26;271.929798422376;"2012";"08";"2012-08"
2012-09-05 09:00:00;"50";17.687;38.096;6.6;286.804662521831;"2012";"09";"2012-09"
2012-09-11 09:00:00;"50";14.515;38.124;6.02;261.405429717591;"2012";"09";"2012-09"
2012-09-18 09:00:00;"50";14.834;38.107;5.93;257.518434559667;"2012";"09";"2012-09"
2012-09-25 09:00:00;"50";14.351;38.122;5.78;250.97551216502;"2012";"09";"2012-09"
2012-10-02 09:00:00;"50";19.319;38.144;5.71;248.22146980653;"2012";"10";"2012-10"
2012-10-09 09:00:00;"50";19.751;38.194;6.46;280.845787300975;"2012";"10";"2012-10"
2012-10-16 09:00:00;"50";15.253;38.078;5.88;255.376166141393;"2012";"10";"2012-10"
2012-10-23 09:00:00;"50";18.862;38.209;5.48;238.183872305748;"2012";"10";"2012-10"
2012-10-30 09:00:00;"50";20.001;38.242;5.77;250.855699724599;"2012";"10";"2012-10"
2012-11-07 09:00:00;"50";19.8448782259545;38.17;5.65;245.641754674258;"2012";"11";"2012-11"
2012-11-13 09:00:00;"50";18.137;38.098;5.34;232.076190262212;"2012";"11";"2012-11"
2012-11-20 09:00:00;"50";17.38;38.147;5.39;234.19755526967;"2012";"11";"2012-11"
2012-11-27 09:00:00;"50";17.305;38.146;5.36;232.890036436984;"2012";"11";"2012-11"
2012-12-05 09:00:00;"50";16.901;38.121;5.38;233.740985432981;"2012";"12";"2012-12"
2012-12-11 09:00:00;"50";16.32;38.123;5.39;234.143379130421;"2012";"12";"2012-12"
2012-12-18 09:00:00;"50";15.815;38.092;5.44;236.293622255072;"2012";"12";"2012-12"
2012-12-28 09:00:00;"50";14.821;37.975;5.58;242.342550843599;"2012";"12";"2012-12"
2013-01-04 09:00:00;"50";14.526;37.916;5.98;259.709742603914;"2013";"01";"2013-01"
2013-01-08 09:00:00;"50";14.411;38.019;5.74;249.261160508155;"2013";"01";"2013-01"
2013-01-15 09:00:00;"50";14.192;38.016;5.59;242.736599891927;"2013";"01";"2013-01"
2013-01-22 09:00:00;"50";13.725;38.036;5.63;244.445903377229;"2013";"01";"2013-01"
2013-01-29 09:00:00;"50";13.484;38.035;5.635;244.65099691557;"2013";"01";"2013-01"
2013-02-05 09:00:00;"50";13.701;38.148;5.64;244.858211073405;"2013";"02";"2013-02"
2013-02-12 09:00:00;"50";13.448;38.114;5.57;241.812750647928;"2013";"02";"2013-02"
2013-02-19 09:00:00;"50";13.283;38.109;5.66;245.712589783333;"2013";"02";"2013-02"
