DATE;HEURE;PROF_NUM;T;S;O
23/08/2022;07:30:36;1.00;27.254;37.656;4.51
30/08/2022;06:43:43;0.00;27.057;37.815;4.63
30/08/2022;06:45:22;50.00;15.620;38.103;5.82
30/08/2022;06:43:43;1.00;27.057;37.815;4.63
06/09/2022;07:00:00;1.00;26.494;38.293;4.72
06/09/2022;07:00:00;50.00;999999;999999;5.90
13/09/2022;06:41:35;1.00;25.686;38.172;4.80
13/09/2022;06:43:03;50.00;15.240;38.132;5.87
20/09/2022;08:21:52;1.00;24.823;38.161;4.88
20/09/2022;08:21:52;50.00;999999;999999;5.95
28/09/2022;06:50:47;1.00;22.689;38.206;5.04
28/09/2022;06:52:28;50.00;17.770;38.207;6.05
04/10/2022;07:18:19;1.00;21.950;38.037;5.05
04/10/2022;07:19:19;50.00;19.445;38.217;5.79
11/10/2022;06:44:19;1.00;21.843;38.203;5.04
11/10/2022;06:45:26;50.00;18.246;38.786;5.87
25/10/2022;08:00:00;1.00;999999;999999;5.06
25/10/2022;08:00:00;50.00;999999;999999;5.45
02/11/2022;08:00:00;1.00;999999;999999;5.07
02/11/2022;08:00:00;50.00;999999;999999;5.32
08/11/2022;08:00:00;1.00;999999;999999;5.12
08/11/2022;08:00:00;50.00;999999;999999;5.31
16/11/2022;08:00:00;1.00;19.882;38.259;5.10
16/11/2022;08:00:00;50.00;19.900;38.313;5.11
22/11/2022;08:00:00;1.00;19.328;38.320;5.11
22/11/2022;08:00:00;50.00;19.321;38.320;5.11
29/11/2022;08:00:00;1.00;18.122;38.238;999999
29/11/2022;08:00:00;50.00;18.100;38.237;999999
06/12/2022;08:00:00;1.00;17.561;38.231;5.24
06/12/2022;08:00:00;50.00;17.572;38.243;5.27
13/12/2022;08:00:00;1.00;16.905;38.184;5.30
13/12/2022;08:00:00;50.00;16.921;38.180;5.26
20/12/2022;08:00:00;1.00;16.635;38.148;5.31
20/12/2022;08:00:00;50.00;16.621;38.151;5.28
