"datetime";"depth";"temperature";"salinity";"impute_temp";"impute_sal"
1996-02-01;0;14.166;38.034;14.166;38.034
1996-02-08;0;13.852;37.999;13.852;37.999
1996-02-13;0;13.738;38.07;13.738;38.07
1996-02-21;0;13.52;38.037;13.52;38.037
1996-02-28;0;13.49;38.062;13.49;38.062
1996-03-06;0;13.402;38.067;13.402;38.067
1996-03-13;0;13.298;38.086;13.298;38.086
1996-03-20;0;13.522;37.972;13.522;37.972
1996-03-27;0;13.741;38.053;13.741;38.053
1996-04-03;0;13.67;38.058;13.67;38.058
1996-04-10;0;14.743;37.15;14.743;37.15
1996-04-17;0;15.013;37.882;15.013;37.882
1996-04-30;0;15.313;37.691;15.313;37.691
1996-05-07;0;15.38;37.811;15.38;37.811
1996-05-15;0;17.571;37.5;17.571;37.5
1996-05-22;0;17.011;37.64;17.011;37.64
1996-05-29;0;19.643;37.593;19.643;37.593
1996-06-05;0;19.958;37.546;19.958;37.546
1996-06-12;0;23.381;37.597;23.381;37.597
1996-06-19;0;22.663;37.677;22.663;37.677
1996-06-26;0;20.147;37.813;20.147;37.813
1996-07-03;0;21.365;37.876;21.365;37.876
1996-07-10;0;21.459;37.918;21.459;37.918
1996-07-17;0;22.648;37.888;22.648;37.888
1996-07-26;0;23.324;37.988;23.324;37.988
1996-07-31;0;24.169;37.995;24.169;37.995
1996-08-07;0;25.149;37.966;25.149;37.966
1996-08-14;0;23.398;38.031;23.398;38.031
1996-08-21;0;24.746;38.031;24.746;38.031
1996-08-28;0;24.059;38.024;24.059;38.024
1996-09-04;0;23.13;37.953;23.13;37.953
1996-09-11;0;22.131;38.041;22.131;38.041
1996-09-18;0;21.677;38.09;21.677;38.09
1996-09-25;0;21.164;38.095;21.164;38.095
1996-10-03;0;21.004;38.048;21.004;38.048
1996-10-10;0;20.161;38.029;20.161;38.029
1996-10-16;0;19.596;37.987;19.596;37.987
1996-10-23;0;19.546;37.973;19.546;37.973
1996-10-30;0;19.039;37.996;19.039;37.996
1996-11-06;0;18.69;37.982;18.69;37.982
1996-11-14;0;17.821;37.803;17.821;37.803
1996-11-22;0;16.723;37.951;16.723;37.951
1996-11-27;0;16.185;37.945;16.185;37.945
1996-12-04;0;15.791;37.966;15.791;37.966
1996-12-11;0;15.335;37.573;15.335;37.573
1996-12-18;0;14.424;37.731;14.424;37.731
1996-12-23;0;14.582;37.772;14.582;37.772
1997-01-02;0;13.82;37.884;13.82;37.884
1997-01-09;0;13.041;37.572;13.041;37.572
1997-01-15;0;13.151;37.654;13.151;37.654
1997-01-22;0;13.138;37.607;13.138;37.607
1997-01-29;0;13.31;37.659;13.31;37.659
1997-02-05;0;13.267;37.658;13.267;37.658
1997-02-12;0;13.31;37.684;13.31;37.684
1997-02-19;0;13.433;37.729;13.433;37.729
1997-02-26;0;13.637;37.669;13.637;37.669
1997-03-05;0;13.83;37.704;13.83;37.704
1997-03-12;0;13.916;37.83;13.916;37.83
1997-03-20;0;14.177;37.808;14.177;37.808
1997-03-26;0;14.209;37.839;14.209;37.839
1997-04-02;0;14.655;37.805;14.655;37.805
1997-04-09;0;14.441;37.836;14.441;37.836
1997-04-16;0;15.077;37.772;15.077;37.772
1997-04-23;0;15.251;37.884;15.251;37.884
1997-04-30;0;15.708;37.915;15.708;37.915
1997-05-14;0;15.293;37.889;15.293;37.889
1997-05-21;0;17.367;37.772;17.367;37.772
1997-05-28;0;19.915;37.801;19.915;37.801
1997-06-04;0;18.956;37.802;18.956;37.802
1997-06-11;0;21.535;37.33;21.535;37.33
1997-06-18;0;23.022;37.578;23.022;37.578
1997-06-25;0;19.587;37.832;19.587;37.832
1997-07-02;0;16.828;37.821;16.828;37.821
1997-07-08;0;21.077;37.914;21.077;37.914
1997-07-16;0;23.672;37.868;23.672;37.868
1997-07-23;0;24.558;37.789;24.558;37.789
1997-07-30;0;25.888;37.907;25.888;37.907
1997-08-13;0;25.638;37.943;25.638;37.943
1997-08-20;0;24.985;37.909;24.985;37.909
1997-08-27;0;24.919;37.927;24.919;37.927
1997-09-03;0;23.7;37.831;23.7;37.831
1997-09-10;0;24.698;37.871;24.698;37.871
1997-09-17;0;23.68;38.03;23.68;38.03
1997-09-24;0;23.037;38.093;23.037;38.093
1997-10-01;0;22.979;38.142;22.979;38.142
1997-10-03;0;22.811;38.159;22.811;38.159
1997-10-07;0;22.702;38.167;22.702;38.167
1997-10-08;0;22.58;38.164;22.58;38.164
1997-10-15;0;21.444;38.026;21.444;38.026
1997-10-22;0;21.096;38.017;21.096;38.017
1997-10-30;0;19.463;38.053;19.463;38.053
1997-11-05;0;18.347;38.055;18.347;38.055
1997-11-13;0;17.466;37.836;17.466;37.836
1997-11-19;0;17.524;37.923;17.524;37.923
1997-11-26;0;16.964;37.946;16.964;37.946
1997-12-04;0;16.401;37.968;16.401;37.968
1997-12-10;0;16.229;37.946;16.229;37.946
1997-12-17;0;15.776;37.93;15.776;37.93
1997-12-23;0;15.017;37.362;15.017;37.362
1997-12-30;0;15.289;37.826;15.289;37.826
1998-01-07;0;15.125;37.847;15.125;37.847
1998-01-14;0;14.777;37.74;14.777;37.74
1998-01-21;0;14.486;37.876;14.486;37.876
1998-01-28;0;14.217;37.916;14.217;37.916
1998-02-04;0;14.137;37.919;14.137;37.919
1998-02-11;0;13.935;37.924;13.935;37.924
1998-02-18;0;13.887;37.802;13.887;37.802
1998-02-25;0;13.991;37.878;13.991;37.878
1998-03-04;0;14.171;37.859;14.171;37.859
1998-03-11;0;13.947;37.901;13.947;37.901
1998-03-18;0;14.194;37.882;14.194;37.882
1998-03-25;0;13.959;37.909;13.959;37.909
1998-04-01;0;14.281;37.928;14.281;37.928
1998-04-08;0;13.864;37.912;13.864;37.912
1998-04-15;0;13.47;37.891;13.47;37.891
1998-04-22;0;15.294;37.867;15.294;37.867
1998-04-29;0;15.384;37.539;15.384;37.539
1998-05-06;0;15.726;37.332;15.726;37.332
1998-05-13;0;18.158;37.451;18.158;37.451
1998-05-20;0;19.121;37.528;19.121;37.528
1998-05-27;0;19.475;37.617;19.475;37.617
1998-06-03;0;19.734;37.307;19.734;37.307
1998-06-10;0;21.749;37.739;21.749;37.739
1998-06-17;0;20.251;37.777;20.251;37.777
1998-06-24;0;22.381;37.744;22.381;37.744
1998-07-01;0;24.132;37.797;24.132;37.797
1998-07-08;0;22.398;37.87;22.398;37.87
1998-07-15;0;23.777;37.984;23.777;37.984
1998-07-22;0;24.76;37.998;24.76;37.998
1998-07-29;0;25.483;38.034;25.483;38.034
1998-08-05;0;24.71;38.016;24.71;38.016
1998-08-12;0;25.386;38.082;25.386;38.082
1998-08-19;0;25.116;38.146;25.116;38.146
1998-08-26;0;25.898;38.074;25.898;38.074
1998-09-02;0;24.314;38.151;24.314;38.151
1998-09-09;0;23.687;38.039;23.687;38.039
1998-09-17;0;21.941;38.052;21.941;38.052
1998-09-23;0;21.92;38.112;21.92;38.112
1998-10-01;0;20.474;37.59;20.474;37.59
1998-10-07;0;20.093;37.843;20.093;37.843
1998-10-14;0;19.509;37.784;19.509;37.784
1998-10-21;0;19.376;37.812;19.376;37.812
1998-10-30;0;18.615;37.98;18.615;37.98
1998-11-06;0;18.082;37.951;18.082;37.951
1998-11-12;0;17.74;38.02;17.74;38.02
1998-11-18;0;16.984;38.047;16.984;38.047
1998-11-25;0;15.061;38.126;15.061;38.126
1998-12-02;0;14.948;38.106;14.948;38.106
1998-12-09;0;14.665;38.145;14.665;38.145
1998-12-16;0;14.595;38.142;14.595;38.142
1998-12-23;0;14.369;38.125;14.369;38.125
1999-01-06;0;13.848;38.097;13.848;38.097
1999-01-13;0;13.63;38.066;13.63;38.066
1999-01-20;0;13.565;38.062;13.565;38.062
1999-01-27;0;13.565;38.036;13.565;38.036
1999-02-03;0;13.423;38.024;13.423;38.024
1999-02-10;0;13.089;38.101;13.089;38.101
1999-02-11;0;13.092;38.101;13.092;38.101
1999-02-16;0;12.976;38.116;12.976;38.116
1999-02-19;0;12.988;38.115;12.988;38.115
1999-02-24;0;12.861;38.159;12.861;38.159
1999-03-03;0;13.189;38.154;13.189;38.154
1999-03-10;0;12.896;38.165;12.896;38.165
1999-03-29;0;13.555;38.014;13.555;38.014
1999-04-01;0;13.496;37.867;13.496;37.867
1999-04-07;0;14.129;37.965;14.129;37.965
1999-04-14;0;13.715;38.098;13.715;38.098
1999-04-21;0;13.881;38.068;13.881;38.068
1999-04-28;0;14.435;37.91;14.435;37.91
1999-05-05;0;15.582;37.538;15.582;37.538
1999-05-11;0;16.583;37.537;16.583;37.537
1999-05-18;0;18.316;37.732;18.316;37.732
1999-05-26;0;19.577;37.738;19.577;37.738
1999-06-02;0;20.72;37.863;20.72;37.863
1999-06-09;0;21.23;37.928;21.23;37.928
1999-06-16;0;22.291;37.4;22.291;37.4
1999-06-23;0;22.36;37.711;22.36;37.711
1999-07-01;0;23.524;38.12;23.524;38.12
1999-07-07;0;23.85;38.181;23.85;38.181
1999-07-15;0;24.054;38.111;24.054;38.111
1999-07-21;0;25.304;38.096;25.304;38.096
1999-07-28;0;24.585;38.199;24.585;38.199
1999-08-04;0;25.07;38.236;25.07;38.236
1999-08-11;0;24.699;38.216;24.699;38.216
1999-08-18;0;25.047;38.25;25.047;38.25
1999-08-25;0;25.946;38.316;25.946;38.316
1999-09-01;0;25.46;38.329;25.46;38.329
1999-09-08;0;24.675;38.332;24.675;38.332
1999-09-16;0;24.138;38.327;24.138;38.327
1999-09-22;0;23.326;38.109;23.326;38.109
1999-09-29;0;22.9;38.23;22.9;38.23
1999-10-06;0;22.304;38.272;22.304;38.272
1999-10-13;0;21.878;38.231;21.878;38.231
1999-10-20;0;20.966;38.244;20.966;38.244
1999-10-27;0;19.396;37.247;19.396;37.247
1999-11-03;0;20.205;37.507;20.205;37.507
1999-11-10;0;19.664;38.056;19.664;38.056
1999-11-18;0;18.179;38.037;18.179;38.037
1999-11-24;0;17.138;38.061;17.138;38.061
1999-12-01;0;16.334;38.104;16.334;38.104
1999-12-08;0;15.858;38.086;15.858;38.086
1999-12-17;0;15.082;38.079;15.082;38.079
1999-12-22;0;14.772;38.079;14.772;38.079
1999-12-30;0;13.706;38.194;13.706;38.194
2000-01-05;0;13.674;38.15;13.674;38.15
2000-01-12;0;13.673;38.112;13.673;38.112
2000-01-19;0;13.483;38.135;13.483;38.135
2000-01-26;0;13.278;38.155;13.278;38.155
2000-02-02;0;13.171;38.173;13.171;38.173
2000-02-09;0;13.184;38.155;13.184;38.155
2000-02-18;0;13.082;38.154;13.082;38.154
2000-02-23;0;13.022;38.15;13.022;38.15
2000-03-02;0;13.014;38.156;13.014;38.156
2000-03-09;0;13.446;38.174;13.446;38.174
2000-03-15;0;13.685;38.125;13.685;38.125
2000-03-22;0;13.618;38.153;13.618;38.153
2000-03-29;0;13.422;38.088;13.422;38.088
2000-04-06;0;13.405;38.064;13.405;38.064
2000-04-14;0;13.668;37.871;13.668;37.871
2000-04-19;0;13.827;37.874;13.827;37.874
2000-04-26;0;15.292;37.773;15.292;37.773
2000-05-03;0;16.518;37.77;16.518;37.77
2000-05-10;0;16.842;37.742;16.842;37.742
2000-05-16;0;18.544;37.834;18.544;37.834
2000-05-24;0;19.412;38.031;19.412;38.031
2000-05-30;0;17.5;38.025;17.5;38.025
2000-06-07;0;21.604;38.056;21.604;38.056
2000-06-14;0;22.427;37.886;22.427;37.886
2000-06-21;0;23.552;37.773;23.552;37.773
2000-06-28;0;24.106;37.944;24.106;37.944
2000-07-05;0;23.383;38.096;23.383;38.096
2000-07-13;0;18.548;38.084;18.548;38.084
2000-07-19;0;22.53;38.149;22.53;38.149
2000-07-26;0;22.675;38.153;22.675;38.153
2000-08-02;0;23.81;38.199;23.81;38.199
2000-08-16;0;25.01;38.196;25.01;38.196
2000-08-23;0;25.612;38.211;25.612;38.211
2000-08-30;0;25.516;38.271;25.516;38.271
2000-09-13;0;24.058;38.282;24.058;38.282
2000-09-20;0;23.014;38.285;23.014;38.285
2000-09-27;0;22.333;38.272;22.333;38.272
2000-10-04;0;21.813;38.22;21.813;38.22
2000-10-18;0;19.75;37.446;19.75;37.446
2000-10-25;0;19.912;37.817;19.912;37.817
2000-11-02;0;19.19;37.862;19.19;37.862
2000-11-10;0;18.036;37.9;18.036;37.9
2000-11-15;0;17.568;37.273;17.568;37.273
2000-11-22;0;17.577;37.769;17.577;37.769
2000-11-29;0;17.447;37.922;17.447;37.922
2000-12-05;0;16.384;37.634;16.384;37.634
2000-12-13;0;16.319;38.001;16.319;38.001
2000-12-20;0;15.898;38.013;15.898;38.013
2001-01-04;0;15.05;38.073;15.05;38.073
2001-01-11;0;14.361;37.718;14.361;37.718
2001-01-17;0;14.107;37.776;14.107;37.776
2001-01-31;0;13.966;38.066;13.966;38.066
2001-02-08;0;13.808;37.998;13.808;37.998
2001-02-14;0;13.718;37.959;13.718;37.959
2001-02-22;0;13.823;37.963;13.823;37.963
2001-03-02;0;13.892;38.117;13.892;38.117
2001-03-07;0;13.82;37.965;13.82;37.965
2001-03-15;0;14.004;38.011;14.004;38.011
2001-03-27;0;14.359;37.815;14.359;37.815
2001-04-04;0;14.735;37.788;14.735;37.788
2001-04-11;0;14.928;37.933;14.928;37.933
2001-04-18;0;14.992;37.968;14.992;37.968
2001-04-24;0;14.992;37.994;14.992;37.994
2001-05-02;0;15.595;37.661;15.595;37.661
2001-05-09;0;16.3;37.133;16.3;37.133
2001-05-16;0;18.019;37.732;18.019;37.732
2001-05-22;0;18.127;37.84;18.127;37.84
2001-06-13;0;20.99;37.915;20.99;37.915
2001-06-20;0;21.018;37.988;21.018;37.988
2001-06-27;0;23.597;37.965;23.597;37.965
2001-07-04;0;24.409;37.966;24.409;37.966
2001-07-11;0;23.343;38.013;23.343;38.013
2001-07-18;0;23.816;38.097;23.816;38.097
2001-07-25;0;23.962;38.012;23.962;38.012
2001-08-01;0;25.432;38.088;25.432;38.088
2001-08-08;0;24.525;38.091;24.525;38.091
2001-08-21;0;24.772;38.18;24.772;38.18
2001-08-30;0;26.586;38.222;26.586;38.222
2001-09-05;0;21.456;38.161;21.456;38.161
2001-09-21;0;20.826;38.222;20.826;38.222
2001-09-26;0;20.969;38.204;20.969;38.204
2001-10-03;0;21.039;38.182;21.039;38.182
2001-10-10;0;21.179;38.148;21.179;38.148
2001-10-17;0;20.965;38.12;20.965;38.12
2001-10-24;0;20.716;38.147;20.716;38.147
2001-10-31;0;23.316;38.006;23.316;38.006
2001-11-07;0;19.767;38.102;19.767;38.102
2001-11-14;0;18.195;38.033;18.195;38.033
2001-11-21;0;17.219;38.051;17.219;38.051
2001-11-28;0;16.91;38.046;16.91;38.046
2001-12-05;0;16.793;38.083;16.793;38.083
2001-12-12;0;16.374;38.088;16.374;38.088
2001-12-19;0;15.371;38.074;15.371;38.074
2001-12-26;0;14.922;38.099;14.922;38.099
2002-01-02;0;14.393;38.125;14.393;38.125
2002-01-09;0;14.026;38.168;14.026;38.168
2002-01-16;0;13.829;38.192;13.829;38.192
2002-01-23;0;13.712;38.209;13.712;38.209
2002-01-30;0;13.6;38.172;13.6;38.172
2002-02-07;0;13.345;37.985;13.345;37.985
2002-02-13;0;13.327;38.017;13.327;38.017
2002-02-20;0;13.074;37.899;13.074;37.899
2002-03-01;0;13.122;38.069;13.122;38.069
2002-03-08;0;13.644;38.027;13.644;38.027
2002-04-04;0;14.224;38.003;14.224;38.003
2002-04-10;0;13.822;37.982;13.822;37.982
2002-04-18;0;14.612;37.94;14.612;37.94
2002-04-24;0;15.063;37.852;15.063;37.852
2002-04-30;0;15.797;37.932;15.797;37.932
2002-05-07;0;16.185;37.528;16.185;37.528
2002-05-15;0;18.028;37.33;18.028;37.33
2002-05-22;0;19.718;37.439;19.718;37.439
2002-05-28;0;18.612;37.658;18.612;37.658
2002-06-05;0;20.171;37.668;20.171;37.668
2002-06-12;0;19.982;37.633;19.982;37.633
2002-06-19;0;21.49;37.457;21.49;37.457
2002-06-26;0;25.403;37.504;25.403;37.504
2002-07-02;0;23.905;37.717;23.905;37.717
2002-07-10;0;22.715;37.766;22.715;37.766
2002-07-18;0;23.942;37.642;23.942;37.642
2002-07-24;0;25.045;37.668;25.045;37.668
2002-07-31;0;24.989;37.615;24.989;37.615
2002-08-07;0;23.199;37.826;23.199;37.826
2002-08-14;0;23.62;37.779;23.62;37.779
2002-08-21;0;24.363;37.764;24.363;37.764
2002-08-28;0;24.202;37.706;24.202;37.706
2002-09-04;0;23.6;37.666;23.6;37.666
2002-09-11;0;23.19;37.83;23.19;37.83
2002-10-02;0;21.635;37.854;21.635;37.854
2002-10-09;0;21.015;37.866;21.015;37.866
2002-10-16;0;20.562;37.77;20.562;37.77
2002-10-25;0;19.679;37.73;19.679;37.73
2002-10-30;0;19.487;37.753;19.487;37.753
2002-11-06;0;18.735;37.794;18.735;37.794
2002-11-13;0;17.8;37.79;17.8;37.79
2002-11-20;0;17.647;37.739;17.647;37.739
2002-11-27;0;17.537;37.625;17.537;37.625
2002-12-04;0;17.209;37.685;17.209;37.685
2002-12-13;0;15.969;37.827;15.969;37.827
2002-12-18;0;15.824;37.86;15.824;37.86
2002-12-23;0;15.617;37.89;15.617;37.89
2002-12-30;0;15.314;37.786;15.314;37.786
2003-01-09;0;14.866;37.939;14.866;37.939
2003-01-15;0;14.512;37.917;14.512;37.917
2003-01-23;0;13.948;37.843;13.948;37.843
2003-01-30;0;13.941;37.919;13.941;37.919
2003-02-05;0;13.658;37.962;13.658;37.962
2003-02-12;0;13.447;37.981;13.447;37.981
2003-02-19;0;13.252;38.118;13.252;38.118
2003-02-28;0;13.128;38.121;13.128;38.121
2003-03-05;0;13.296;38.112;13.296;38.112
2003-03-12;0;13.663;38.093;13.663;38.093
2003-03-19;0;13.52;38.121;13.52;38.121
2003-03-26;0;14.07;38.071;14.07;38.071
2003-04-02;0;13.619;38.126;13.619;38.126
2003-04-10;0;13.37;38;13.37;38
2003-04-16;0;13.777;38.019;13.777;38.019
2003-04-24;0;14.648;37.959;14.648;37.959
2003-04-30;0;15.822;37.842;15.822;37.842
2003-05-07;0;16.742;37.852;16.742;37.852
2003-05-14;0;19.43;37.463;19.43;37.463
2003-05-21;0;19.268;37.669;19.268;37.669
2003-05-27;0;18.7;37.835;18.7;37.835
2003-06-04;0;21.096;37.634;21.096;37.634
2003-06-11;0;23.929;37.779;23.929;37.779
2003-06-18;0;25.379;37.721;25.379;37.721
2003-06-25;0;25.93;37.955;25.93;37.955
2003-07-04;0;18.681;37.938;18.681;37.938
2003-07-09;0;25.675;38.136;25.675;38.136
2003-07-16;0;26.454;38.139;26.454;38.139
2003-07-23;0;26.85;38.083;26.85;38.083
2003-07-30;0;26.869;38.135;26.869;38.135
2003-08-06;0;27.003;38.124;27.003;38.124
2003-08-13;0;27.718;38.182;27.718;38.182
2003-08-20;0;27.972;38.204;27.972;38.204
2003-08-27;0;27.608;38.175;27.608;38.175
2003-09-03;0;24.788;38.174;24.788;38.174
2003-09-10;0;23.398;38.186;23.398;38.186
2003-09-18;0;23.071;38.211;23.071;38.211
2003-09-23;0;22.816;38.201;22.816;38.201
2003-09-30;0;22.356;38.21;22.356;38.21
2003-10-09;0;20.286;38.164;20.286;38.164
2003-10-14;0;20.852;38.219;20.852;38.219
2003-10-22;0;18.19;38.13;18.19;38.13
2003-10-28;0;17.945;38.17;17.945;38.17
2003-11-04;0;17.058;37.975;17.058;37.975
2003-11-12;0;16.834;38.058;16.834;38.058
2003-11-18;0;16.589;38.015;16.589;38.015
2003-11-25;0;16.77;38.013;16.77;38.013
2003-12-05;0;16.496;37.965;16.496;37.965
2003-12-08;0;16.498;37.996;16.498;37.996
2003-12-17;0;16.038;37.983;16.038;37.983
2003-12-22;0;15.756;38.01;15.756;38.01
2004-01-06;0;14.663;37.986;14.663;37.986
2004-01-16;0;14.301;38.028;14.301;38.028
2004-01-20;0;14.053;38.056;14.053;38.056
2004-01-30;0;13.71;38.064;13.71;38.064
2004-02-03;0;13.578;38.079;13.578;38.079
2004-02-10;0;13.446;38.144;13.446;38.144
2004-02-17;0;13.388;38.097;13.388;38.097
2004-02-25;0;13.317;38.112;13.317;38.112
2004-03-02;0;13.153;38.129;13.153;38.129
2004-03-09;0;13.011;38.114;13.011;38.114
2004-03-17;0;13.227;38.1;13.227;38.1
2004-03-22;0;13.52;37.947;13.52;37.947
2004-03-31;0;13.072;37.873;13.072;37.873
2004-04-06;0;13.54;37.824;13.54;37.824
2004-04-14;0;13.834;37.833;13.834;37.833
2004-04-21;0;14.112;37.912;14.112;37.912
2004-04-28;0;15.067;37.949;15.067;37.949
2004-05-04;0;14.96;37.812;14.96;37.812
2004-05-11;0;15.779;37.753;15.779;37.753
2004-05-18;0;17.049;37.562;17.049;37.562
2004-05-25;0;17.719;37.388;17.719;37.388
2004-06-01;0;19.095;37.756;19.095;37.756
2004-06-08;0;20.615;37.798;20.615;37.798
2004-06-15;0;19.791;37.88;19.791;37.88
2004-06-22;0;20.379;37.931;20.379;37.931
2004-06-29;0;23.249;37.996;23.249;37.996
2004-07-06;0;24.273;37.968;24.273;37.968
2004-08-03;0;25.12;38.208;25.12;38.208
2004-08-10;0;25.404;38.236;25.404;38.236
2004-08-17;0;25.051;38.252;25.051;38.252
2004-08-24;0;24.685;38.292;24.685;38.292
2004-08-31;0;24.286;38.266;24.286;38.266
2004-09-07;0;24.5;38.31;24.5;38.31
2004-09-14;0;24.016;38.341;24.016;38.341
2004-09-21;0;23.148;38.331;23.148;38.331
2004-09-28;0;22.306;38.293;22.306;38.293
2004-10-05;0;22.027;38.31;22.027;38.31
2004-10-20;0;19.785;38.283;19.785;38.283
2004-11-02;0;19.413;38.018;19.413;38.018
2004-11-09;0;19.583;38.162;19.583;38.162
2004-11-23;0;17.445;38.158;17.445;38.158
2004-11-30;0;16.826;38.031;16.826;38.031
2004-12-07;0;16.689;38.149;16.689;38.149
2004-12-14;0;16.164;38.144;16.164;38.144
2004-12-21;0;15.895;38.138;15.895;38.138
2004-12-28;0;15.41;38.092;15.41;38.092
2005-01-04;0;15.05;38.083;15.05;38.083
2005-01-11;0;14.779;38.062;14.779;38.062
2005-01-21;0;14.391;38.053;14.391;38.053
2005-02-01;0;13.463;38.143;13.463;38.143
2005-02-08;0;13.295;38.169;13.295;38.169
2005-02-15;0;13.212;38.199;13.212;38.199
2005-02-23;0;13.023;38.193;13.023;38.193
2005-03-01;0;12.972;38.263;12.972;38.263
2005-03-07;0;12.805;38.24;12.805;38.24
2005-03-15;0;13.041;38.252;13.041;38.252
2005-03-22;0;14.124;38.23;14.124;38.23
2005-03-29;0;14.26;38.182;14.26;38.182
2005-04-05;0;13.949;38.147;13.949;38.147
2005-04-12;0;13.714;38.165;13.714;38.165
2005-04-19;0;14.038;38.133;14.038;38.133
2005-04-26;0;14.269;38.103;14.269;38.103
2005-05-03;0;16.941;37.967;16.941;37.967
2005-05-10;0;17.779;37.72;17.779;37.72
2005-05-17;0;18.206;37.846;18.206;37.846
2005-05-24;0;18.751;37.815;18.751;37.815
2005-05-31;0;20.803;37.985;20.803;37.985
2005-06-07;0;21.794;38.036;21.794;38.036
2005-06-15;0;20.212;38.215;20.212;38.215
2005-06-28;0;24.335;38.209;24.335;38.209
2005-07-06;0;23.017;38.24;23.017;38.24
2005-07-12;0;23.217;38.238;23.217;38.238
2005-07-19;0;24.584;38.253;24.584;38.253
2005-07-26;0;25.418;38.379;25.418;38.379
2005-08-02;0;26.179;38.414;26.179;38.414
2005-08-09;0;24.908;38.476;24.908;38.476
2005-08-16;0;24.265;38.46;24.265;38.46
2005-08-23;0;24.026;38.408;24.026;38.408
2005-08-30;0;24.334;38.451;24.334;38.451
2005-09-06;0;24.237;38.393;24.237;38.393
2005-09-13;0;22.755;38.277;22.755;38.277
2005-09-20;0;22.981;38.347;22.981;38.347
2005-09-27;0;22.697;38.419;22.697;38.419
2005-10-04;0;21.473;38.33;21.473;38.33
2005-10-11;0;20.715;38.382;20.715;38.382
2005-10-18;0;20.32;38.387;20.32;38.387
2005-10-25;0;19.989;38.318;19.989;38.318
2005-11-02;0;19.772;38.274;19.772;38.274
2005-11-08;0;19.633;38.284;19.633;38.284
2005-11-15;0;19.165;38.238;19.165;38.238
2005-11-23;0;18.086;38.237;18.086;38.237
2005-11-29;0;16.95;38.261;16.95;38.261
2005-12-06;0;16.452;38.218;16.452;38.218
2005-12-13;0;15.683;38.178;15.683;38.178
2005-12-20;0;14.712;38.112;14.712;38.112
2005-12-27;0;14.151;38.149;14.151;38.149
2006-01-04;0;13.951;38.193;13.951;38.193
2006-01-10;0;13.661;38.211;13.661;38.211
2006-01-17;0;13.274;38.187;13.274;38.187
2006-01-24;0;13.206;38.203;13.206;38.203
2006-01-31;0;12.864;38.122;12.864;38.122
2006-02-07;0;12.754;38.122;12.754;38.122
2006-02-14;0;12.777;38.183;12.777;38.183
2006-02-23;0;12.736;38.249;12.736;38.249
2006-02-28;0;12.673;38.222;12.673;38.222
2006-03-07;0;12.61;38.215;12.61;38.215
2006-03-14;0;12.704;38.296;12.704;38.296
2006-03-21;0;12.508;38.179;12.508;38.179
