datetime;depth;temperature;salinity;ta;dic;NO2;NO3;Chla;pH_s_somlit_temp_25;pH_s_somlit_temp_insi;diff_pH;pH_insi;Pt;Sit;quarter;monthd;week;Patm;P;pH_calc;CO2;fCO2;pCO2_w;fCO2pot;pCO2pot;fCO2insitu;pCO2insitu;HCO3;CO3;OmegaAragonite;OmegaCalcite;pH_18;Nta;Ndic;Year.Month;Year;Month;speed_ms;impute_temp;impute_sal;pCO2_LAMP;pCO2_PR;pCO2_CORSE;impute_pCO2_w;impute_ta;impute_dic;pCO2_atmos;impute_pCO2_atmos;delta_pCO2;impute_Pt;impute_Sit;Tmean;pCO2_w_mean;NpCO2;TpCO2;delta_pCO2_T;delta_pCO2_bio
02/01/2007;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.13175308707179;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.09253007637352;NA;NA;2007-01;2007;1;NA;15.46;38.16;369.205832545837;NA;NA;347.476063459612;2561.86227;2248.21706593206;369.205832545837;369.205832545837;-21.729769086225;0.0777978441991181;1.72516719511544;18.8349598521183;411.419879263541;400.797608223397;356.685162641594;-53.3215447637851;-9.20909918198151
09/01/2007;0;15.46;38.16;2561.86227;2248.9497;0.077;0.438;0.416;NA;NA;NA;NA;0.0777978441991181;1.72516719511544;1;1;2;1;0;8.13058352595055;1.25672963663476e-05;346.228111052527;347.476063459612;346.228111052527;347.476063459612;346.228111052527;347.476065190722;0.0020155868576091;0.00022079554602455;3.31967814153818;5.14739129907012;8.09136510248296;2551.1207091195;2239.52014150943;2007-01;2007;1;NA;15.46;38.16;373.745069755208;NA;NA;347.476063459612;2561.86227;2248.9497;373.745069755208;373.745069755208;-26.269006295596;0.0777978441991181;1.72516719511544;18.8349598521183;411.419879263541;400.797608223397;356.685162641594;-53.3215447637851;-9.20909918198151
16/01/2007;0;15.45;38.21;2565.31296;2252.90049;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;3;1;0;8.12888500773004;1.26341867499705e-05;348.063843600421;349.318574562891;348.063843600421;349.318574562891;348.063843600421;349.318576312778;0.00201962700769897;0.00022063929555105;3.31609432279797;5.14182225373726;8.08951726972059;2551.21414498822;2240.51867626276;2007-01;2007;1;NA;15.45;38.21;NA;371.742493612872;NA;349.318574562891;2565.31296;2252.90049;371.742493612872;371.742493612872;-22.423919049981;0.086060612878238;1.63661876992532;18.8349598521183;411.419879263541;403.093332197944;356.534316723957;-53.7747576350528;-7.21574216106586
23/01/2007;0;15.42;38.24;2566.31316;2253.10053;0.198;0.299;0.301;NA;NA;NA;NA;0.094323381557358;1.5480703447352;1;1;4;1;0;8.13013625993134;1.26097579071894e-05;347.137090943616;348.388956386412;347.137090943616;348.388956386412;347.137090943616;348.388958128099;0.00201946130613001;0.00022102946596279;3.32103636263896;5.14975459874669;8.0902995085644;2550.20659205021;2238.95973169456;2007-01;2007;1;NA;15.42;38.24;NA;NA;NA;348.388956386412;2566.31316;2253.10053;NA;372.846527604218;-24.457571217806;0.094323381557358;1.5480703447352;18.8349598521183;411.419879263541;402.531094839116;356.08216162912;-54.1421384527043;-7.69320524270762
30/01/2007;0;14.95;38.18;2561.11212;2253.4506;0.211;0.489;0.359;NA;NA;NA;NA;0.259617134427872;1.76870250009101;1;1;5;1;0;8.12962657609921;1.27953261663859e-05;347.186008985997;348.445550600309;347.186008985997;348.445550600309;347.186008985997;348.445552359937;0.00202365808342468;0.00021699719040892;3.25845864347105;5.05808888404165;8.08252580042754;2549.03773074908;2242.82668412782;2007-01;2007;1;NA;14.95;38.18;NA;373.950561595564;NA;348.445550600309;2561.11212;2253.4506;373.950561595564;373.950561595564;-25.505010995255;0.259617134427872;1.76870250009101;18.8349598521183;411.419879263541;410.680598770784;349.072799608706;-62.2350481704746;-0.6272490083972
06/02/2007;0;14.75;38.17;2563.5126;2257.70145;0.357;0.682;0.404;NA;NA;NA;NA;0.121539217213353;2.13909022295502;1;2;6;1;0;8.12973666997152;1.28865438172327e-05;347.532531633479;348.796543637557;347.532531633479;348.796543637557;347.532531633479;348.796545408197;0.00202891172633366;0.0002159031798491;3.24087522428356;5.03299941103635;8.0795408335165;2552.0953314121;2247.6461907257;2007-02;2007;2;NA;14.75;38.17;375.104029944732;374.227781719818;NA;348.796543637557;2563.5126;2257.70145;375.104029944732;375.104029944732;-26.307486307175;0.121539217213353;2.13909022295502;18.8349598521183;411.419879263541;414.586892392983;346.132100420773;-65.7903487554261;2.66444321678432
13/02/2007;0;NA;NA;NA;NA;NA;NA;0.448;NA;NA;NA;NA;NA;NA;1;2;7;NA;NA;8.12729207459441;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.07339895569074;NA;NA;2007-02;2007;2;NA;14.51;38.135;NA;NA;NA;346.286899345382;2559.936885;2258.48307125782;NA;375.082220669223;-28.79532132384;0.103063119654081;2.00000235452041;18.8349598521183;411.419879263541;415.803761614392;342.635943855039;-69.5168622690101;3.65095549034254
20/02/2007;0;14.27;38.1;2556.36117;2253.50061;0.213;0.213;NA;NA;NA;NA;NA;0.0845870220948086;1.86091448608579;1;2;8;1;0;8.13423564721533;1.28927871930655e-05;342.523823559842;343.777255053208;342.523823559842;343.777255053208;342.523823559842;343.777256790797;0.00202697415223172;0.00021363367057521;3.20516646702531;4.98282135832695;8.07659114115173;2549.65156062992;2247.58591023622;2007-02;2007;2;NA;14.27;38.1;NA;NA;NA;343.777255053208;2556.36117;2253.50061;NA;375.060411393713;-31.283156340505;0.0845870220948086;1.86091448608579;18.8349598521183;411.419879263541;417.002299015331;339.175100716513;-73.2250439621233;4.60215433669515
27/02/2007;0;NA;NA;NA;NA;0.337;0.749;0.455;NA;NA;NA;NA;NA;NA;1;2;9;NA;NA;8.12641393705771;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.06869757699793;NA;NA;2007-02;2007;2;NA;14.2625;38.0825;NA;NA;NA;344.498538754657;2556.0736125;2258.14559034132;NA;375.038602118203;-30.5400633635469;0.0932234852769132;3.41457222056935;18.8349598521183;411.419879263541;418.009809748935;339.067514482579;-73.5112709942782;5.43102427207771
06/03/2007;0;NA;NA;NA;NA;0.053;0.397;0.666;NA;NA;NA;NA;NA;NA;1;3;10;NA;NA;8.13240770424336;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.07453766561963;NA;NA;2007-03;2007;3;NA;14.255;38.065;375.016792842694;374.605809161982;NA;345.219822456105;2555.786055;2254.36536779579;375.016792842694;375.016792842694;-29.796970386589;0.101859948459018;4.96822995505292;18.8349598521183;411.419879263541;419.01791786593;338.959962374965;-73.7980954098252;6.25986008114018
13/03/2007;0;NA;NA;NA;NA;0.007;0.271;NA;NA;NA;NA;NA;NA;NA;1;3;11;NA;NA;8.12634955397606;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.06839748607407;NA;NA;2007-03;2007;3;NA;14.2475;38.0475;372.464622957519;NA;NA;345.941106157554;2555.4984975;2257.92743402649;372.464622957519;372.464622957519;-26.5235167999655;0.110496411641122;6.52188768953648;18.8349598521183;411.419879263541;420.026623643983;338.852444382845;-74.0855174864288;7.08866177470935
