"sampling_date";"depth";"temperature";"salinity";"ta";"dic";"NO2";"NO3";"Chla";"pH_s_somlit_temp_25";"pH_s_somlit_temp_insi";"diff_pH";"pH_insi";"Pt";"Sit";"quarter";"monthd";"week";"CSC_flag";"Patm";"P";"pH_calc";"CO2";"fCO2";"pCO2";"fCO2pot";"pCO2pot";"fCO2insitu";"pCO2insitu";"HCO3";"CO3";"OmegaAragonite";"OmegaCalcite";"Nta";"Ndic";"pH18";"Year.Month";"Year";"Month"
2007-04-10;"50";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2007-04";"2007";"04"
2007-04-17;"0";15.77;38.01;2542.05831;2236.29717;0.454;NA;0.384;NA;NA;NA;NA;0.153678727551645;14.2901763619543;2;4;16;15;1;0;8.1178971258543;1.28110859650588e-05;355.927451771848;357.205344217027;355.927451771848;357.205344217027;355.927451771848;357.205346034513;0.00200799372655675;0.00021549235747818;3.24563350358774;5.02948521511627;2541.38952328335;2235.70882557222;8.08351230912591;"2007-04";"2007";"04"
2007-04-17;"50";15.01;38.03;2542.70844;2240.448;NA;NA;0.455;NA;NA;NA;NA;NA;NA;2;4;16;15;1;5;8.12285312094654;1.28670500214291e-05;349.471621565024;350.738491201288;349.390113173423;350.656811742787;351.835260520217;359.472530712319;0.00201438451088121;0.00021319643909735;3.1798076524833;4.93285235586817;2540.70262214042;2238.68062056271;8.07672602393104;"2007-04";"2007";"04"
2007-04-24;"0";18.04;37.87;2537.75745;2228.34558;0.097;0.628;0.602;NA;NA;NA;NA;0;1.57183414778502;2;4;17;15;1;0;8.0920158399724;1.28520890224158e-05;381.215781779178;382.545870677657;381.215781779178;382.545870677657;381.215781779178;382.545872664929;0.00199610860199057;0.00021938488898701;3.32685868668865;5.12825127462597;2546.46905466068;2235.99503670452;8.09262418070586;"2007-04";"2007";"04"
2007-04-24;"50";14.85;38.02;2544.85887;2243.9487;0;0.203;0.423;NA;NA;NA;NA;0.027228445284435;2.12381873218593;2;4;17;15;1;5;8.12279122941087;1.29459156890823e-05;349.898432034226;351.169433702641;349.817172564345;351.088003071559;352.266276881987;359.928625313415;0.00201873118262754;0.00021227160168337;3.16506499833649;4.91171472189453;2543.52017517096;2242.76829563388;8.07418846713824;"2007-04";"2007";"04"
2007-05-02;"0";18.4;37.72;2530.30596;2216.14314;0;0.407;0.506;NA;NA;NA;NA;0.0885855138813534;1.50108640005546;2;5;18;15;1;0;8.09674613122568;1.2530220462052e-05;375.191885004282;376.495049227155;375.191885004282;376.495049227155;375.191885004282;376.495051137564;0.00198118220342936;0.00022243071610858;3.38012560303314;5.20621534726622;2549.08871898197;2232.59383138918;8.10288438357456;"2007-05";"2007";"05"
2007-05-02;"50";14.65;38.07;2553.36057;2248.39959;0.112;0.536;0.384;NA;NA;NA;NA;0.099181307462467;1.46146573643223;2;5;18;15;1;5;8.13070031766971;1.27803301209752e-05;343.43168577688;344.682368379704;343.352325431619;344.602840131493;345.757389158576;353.297449308412;0.00202066735627587;0.00021495190360315;3.20248549173045;4.97179502227599;2548.66565957447;2244.26541686367;8.07895941182197;"2007-05";"2007";"05"
2007-05-09;"0";18.82;37.33;2498.09952;2190.38799;NA;NA;0.589;NA;NA;NA;NA;NA;NA;2;5;19;15;1;0;8.08922013958749;1.25298947899184e-05;378.86015622815;380.169163911941;378.86015622815;380.169163911941;378.86015622815;380.169165842733;0.00195997495223627;0.0002178831429738;3.32425679105788;5.11622993363844;2542.93548781141;2229.70114170908;8.10179262024968;"2007-05";"2007";"05"
2007-05-09;"50";15.1;37.98;2541.5082;2235.99711;NA;NA;0.609;NA;NA;NA;NA;NA;NA;2;5;19;15;1;5;8.12750223987916;1.26671609602927e-05;344.880878239184;346.129669880888;344.800280062227;346.048902885546;347.212737105549;354.740931489596;0.00200800779799651;0.00021532215104319;3.21328518657408;4.98394352162856;2542.84654028436;2237.17457030016;8.08274461303416;"2007-05";"2007";"05"
2007-05-15;"0";20;37.57;2510.95209;2197.03932;0.117;2.678;0.41;NA;NA;NA;NA;0.0973971970224656;6.1662165434923;2;5;20;15;1;0;8.07608230995251;1.25829833137633e-05;393.709890697031;395.050341179325;393.709890697031;395.050341179325;393.709890697031;395.050343213332;0.00196207561006215;0.00022238072662408;3.39966077352491;5.21540519053643;2539.69069523556;2222.185098749;8.10671066592607;"2007-05";"2007";"05"
2007-05-15;"50";15.05;37.88;2530.25595;2223.64464;0;0.324;0.423;NA;NA;NA;NA;0.0534924085833485;1.19920254151398;2;5;20;15;1;5;8.13260622052637;1.2464071363151e-05;338.651101692907;339.878106906917;338.572116985459;339.798956563668;340.941237474123;348.338144975437;0.00199554281107873;0.00021563775755811;3.21980943854708;4.99489456398695;2538.27154435058;2230.68892080253;8.08705673305207;"2007-05";"2007";"05"
2007-05-22;"0";20.45;37.47;2510.75205;2190.53802;0;0.199;0.378;NA;NA;NA;NA;0.027276463728539;1.7534869539775;2;5;21;15;1;0;8.08081129156404;1.22691368927296e-05;388.456520334742;389.771694880808;388.456520334742;389.771694880808;388.456520334742;389.771696842271;0.00195136666943179;0.00022690221367547;3.47644727198754;5.32723460554698;2546.26575660528;2221.52241152922;8.11834343222538;"2007-05";"2007";"05"
2007-05-22;"50";14.82;37.98;2540.0079;2236.84728;0.038;0.979;0.858;NA;NA;NA;NA;0.0272290859303536;1.77961525901954;2;5;21;15;1;5;8.12807247463896;1.27497466102211e-05;344.206600401552;345.45739609655;344.126749116849;345.377376500955;346.536170770994;354.076736185057;0.0020105309336893;0.00021356659970047;3.18502395471817;4.94311721040581;2541.34545023697;2238.02518799368;8.0789827539435;"2007-05";"2007";"05"
2007-05-30;"0";17.1;37.82;2529.35577;2218.14354;0;0.315;0.256;NA;NA;NA;NA;0.0953626169171522;1.51217863968627;2;5;22;15;1;0;8.11092205772194;1.25056008905839e-05;360.9229773306;362.197211731745;360.9229773306;362.197211731745;360.9229773306;362.197213548765;0.00198589113795032;0.00021974680115909;3.32503353509225;5.13726323661014;2541.39395187731;2228.70054257007;8.09706554351241;"2007-05";"2007";"05"
2007-05-30;"50";14.77;37.99;2541.10812;2241.9483;0;0.377;0.525;NA;NA;NA;NA;0.0943276003112015;1.39352011593765;2;5;22;15;1;5;8.12193330337407;1.29934990467368e-05;350.276028785249;351.549698737947;350.194872026987;351.468370722863;352.647089770472;360.325608774612;0.00201796777508127;0.00021098702587198;3.14598092721955;4.88302284715992;2541.7770086865;2242.53844169518;8.07210121794641;"2007-05";"2007";"05"
2007-06-05;"0";20.23;37.71;2517.90348;2202.24036;0;0.208;0.218;NA;NA;NA;NA;0;1.6274356043041;2;6;23;15;1;0;8.07317771413712;1.2617196892611e-05;397.58872027329;398.938513960012;397.58872027329;398.938513960012;397.58872027329;398.938516024298;0.00196572152681839;0.00022390163628899;3.42197848794719;5.24592383647126;2537.26683214002;2219.17617820207;8.10731522672033;"2007-06";"2007";"06"
2007-06-05;"50";15.7;37.92;2536.95729;2220.89409;0;0.124;0.512;NA;NA;NA;NA;0.0136178067523945;1.71778905176633;2;6;23;15;1;5;8.13641020095624;1.21123062264446e-05;335.644284932869;336.850396975526;335.564682953631;336.770630508798;337.908962112038;345.179271612596;0.00198657037250622;0.00022221141126733;3.32224685163232;5.1462781959405;2542.30952056962;2225.57952056962;8.10089122167195;"2007-06";"2007";"06"
2007-06-12;"0";21.49;37.56;2512.85247;2196.28917;0.043;0.469;0.275;NA;NA;NA;NA;0.0136411266567502;1.21698337102007;2;6;24;15;1;0;8.05794115399381;1.26925565055147e-05;413.551797763118;414.934035035868;413.551797763118;414.934035035868;413.551797763118;414.93403721099;0.00195854215860858;0.00022505445488589;3.45823336595351;5.28398145615561;2542.28950638978;2222.0177971246;8.11126573860357;"2007-06";"2007";"06"
2007-06-12;"50";14.81;37.98;2551.26015;2245.49901;0.103;0.596;0.493;NA;NA;NA;NA;0;1.09694079195417;2;6;24;15;1;5;8.1310290026956;1.27078654009142e-05;342.972073775752;344.218540302879;342.892530071327;344.138828898887;345.293369821491;352.807846561017;0.00201714159587235;0.00021564954872673;3.2160145551062;4.99132205802936;2552.60362559242;2246.68147393365;8.0817635386631;"2007-06";"2007";"06"
2007-06-19;"0";21.69;37.61;2519.75385;2199.13974;NA;NA;0.154;NA;NA;NA;NA;NA;NA;2;6;25;15;1;0;8.05984727051779;1.25807388214663e-05;412.221145235765;413.595528958116;412.221145235765;413.595528958116;412.221145235765;413.595531110226;0.00195857386375761;0.00022798513742092;3.50445707360907;5.35143430576928;2545.88264557299;2221.94390109014;8.11624051490465;"2007-06";"2007";"06"
2007-06-19;"50";16.02;37.89;2533.60662;2219.39379;NA;NA;0.199;NA;NA;NA;NA;NA;NA;2;6;25;15;1;5;8.12943574081289;1.22169991326432e-05;341.723580892874;342.946578116512;341.641924953917;342.864754661599;344.026716527197;351.398489152744;0.0019860162697174;0.00022116052114995;3.30986604488565;5.12348597176058;2540.96203642122;2225.8370023753;8.0988862569391;"2007-06";"2007";"06"
2007-06-27;"0";19.73;37.75;2523.55461;2205.39099;0;0.218;0.192;NA;NA;NA;NA;0;1.28343314075455;2;6;26;15;1;0;8.08352344785479;1.24604261434053e-05;387.352222423347;388.675460843165;387.352222423347;388.675460843165;387.352222423347;388.675462823213;0.00196749776726218;0.0002254327965944;3.43883541963904;5.27857551954209;2540.26689218543;2219.99622834437;8.11003964161459;"2007-06";"2007";"06"
2007-06-27;"50";15;38;2543.0085;2238.39759;0.012;0.254;0.307;NA;NA;NA;NA;0.162405986504097;1.37218471231904;2;6;26;15;1;5;8.1268113386213;1.27348744713008e-05;345.719343224141;346.972764637943;345.638747905702;346.892000128701;348.057685198606;355.613893320154;0.00201108659710696;0.00021457611842173;3.20096860003052;4.96586877171312;2543.0085;2238.39759;8.08050798407554;"2007-06";"2007";"06"
2007-07-03;"0";22.71;37.77;2525.10492;2200.59003;0;0.125;0.275;NA;NA;NA;NA;0.0136436212095434;2.39640461101908;3;7;27;15;1;0;8.04774289809836;1.26457145585852e-05;426.059820734109;427.462602153282;426.059820734109;427.462602153282;426.059820734109;427.462604403761;0.00195704506787831;0.0002308992475631;3.55825099992847;5.4172755678629;2540.48151866561;2213.99049880858;8.11962771388776;"2007-07";"2007";"07"
2007-07-03;"50";15.69;37.95;2540.85807;2236.09713;0;0.154;0.397;NA;NA;NA;NA;0.0817048182285823;2.62719897661191;3;7;27;15;1;5;8.11731970196381;1.27953145342517e-05;354.524693297581;355.798838943106;354.440617751367;355.714589619559;356.916844479105;364.597265429558;0.00200826822789217;0.00021503358757357;3.21418894609141;4.9789184883402;2544.20570909091;2239.04323952569;8.08171201557588;"2007-07";"2007";"07"
2007-07-10;"0";22.1;37.81;2522.90448;2204.79087;NA;NA;0.231;NA;NA;NA;NA;NA;NA;3;7;28;15;1;0;8.04692954108531;1.28796655885481e-05;427.105287518681;428.522126591342;427.105287518681;428.522126591342;427.105287518681;428.522128881927;0.00196544379874278;0.00022646740566866;3.4810087861564;5.3087578853;2535.5823919598;2215.87022110553;8.10949896873362;"2007-07";"2007";"07"
2007-07-10;"50";14.62;38.01;2539.40778;2250.90009;0.023;0.762;0.41;NA;NA;NA;NA;0.0544545858251353;1.43623970113794;3;7;28;15;1;5;8.10660252678767;1.36080333223486e-05;365.217750233268;366.548312017556;365.133460585351;366.463843896303;367.691246534813;375.71291443285;0.00203318077640711;0.00020411128027053;3.04201412731429;4.72312163754023;2538.73969060773;2250.30790370955;8.05453837770352;"2007-07";"2007";"07"
2007-07-17;"0";22.9;37.88;2525.0049;2203.49061;NA;NA;0.205;NA;NA;NA;NA;NA;NA;3;7;29;15;1;0;8.03908399886156;1.28715657963937e-05;436.086033425545;437.518488729281;436.086033425545;437.518488729281;436.086033425545;437.518491077582;0.00196160691270575;0.00022901213149785;3.52869478647512;5.36892339693132;2533.00385955649;2210.47104487856;8.11379272765262;"2007-07";"2007";"07"
2007-07-17;"50";15.18;37.93;2536.55721;2239.54782;NA;NA;0.577;NA;NA;NA;NA;NA;NA;3;7;29;15;1;5;8.1135775005405;1.31155571700785e-05;357.850057724135;359.144511822551;357.766284563761;359.060563495011;360.268932106078;368.072313201994;0.00201659349614661;0.00020983876668331;3.13311452157394;4.8588809574884;2541.23843870287;2243.68091642499;8.07012119878825;"2007-07";"2007";"07"
2007-07-24;"0";22.59;37.95;2535.25695;2207.84148;0.032;0;0.167;NA;NA;NA;NA;0;1.51224001864855;3;7;30;15;1;0;8.05060941234603;1.26122384877311e-05;423.999533050082;425.397592234712;423.999533050082;425.397592234712;423.999533050082;425.397594469078;0.00196231282205901;0.00023291641945325;3.58272096508184;5.45574749565839;2538.59720948617;2210.75036205534;8.12069134712292;"2007-07";"2007";"07"
2007-07-24;"50";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2007-07";"2007";"07"
2007-07-31;"0";24.8;37.95;2535.45699;2202.09033;0;0.144;0.147;NA;NA;NA;NA;0.0273001855788343;1.24313345046478;3;7;31;15;1;0;8.02640336822919;1.2692555778521e-05;451.682331529655;453.131896052668;451.682331529655;453.131896052668;451.682331529655;453.131898474005;0.00195167828726922;0.00023771948695225;3.68863929702969;5.58033286244202;2538.79751304348;2204.99163478261;8.12993878763443;"2007-07";"2007";"07"
2007-07-31;"50";16.67;37.9;2533.65663;2212.09233;0;0.141;0.282;NA;NA;NA;NA;0;0.620730180172979;3;7;31;15;1;5;8.13092577489012;1.19225402690845e-05;339.954701348485;341.161407280532;339.872238278418;341.078777538638;342.240759247687;349.513698260222;0.00197400264233466;0.00022616714739625;3.39028013382402;5.24007908845731;2540.34173984169;2217.92898522427;8.11040652280412;"2007-07";"2007";"07"
2007-08-07;"0";25.1;37.89;2539.80786;2205.04092;0;0.147;0.25;NA;NA;NA;NA;0;1.49196039547323;3;8;32;15;1;0;8.02414100904225;1.2700534007626e-05;455.245932246976;456.701601340529;455.245932246976;456.701601340529;455.245932246976;456.7016037849;0.00195334099327098;0.00023899939272139;3.71499059694653;5.61525191224317;2547.18127949327;2211.44246397466;8.13222203763487;"2007-08";"2007";"08"
2007-08-07;"50";16.13;37.9;2533.25655;2222.4444;0;1.158;0.429;NA;NA;NA;NA;0.0272386787215813;1.14207888639773;3;8;32;15;1;5;8.12210358798565;1.24242804907287e-05;348.674518773603;349.920666050778;348.590979814104;349.836956139252;351.023605480557;358.53480720979;0.001991046102707;0.00021897401680226;3.27783373970006;5.07260030578044;2539.94060422164;2228.30836939314;8.0932730887898;"2007-08";"2007";"08"
2007-08-14;"0";23.45;37.97;2543.0085;2206.59123;NA;NA;0.192;NA;NA;NA;NA;NA;NA;3;8;33;15;1;0;8.05018679505916;1.23587021498898e-05;424.94256092938;426.328992327091;424.94256092938;426.328992327091;424.94256092938;426.328994531431;0.001954827681155;0.0002394048466951;3.69402206213381;5.61111124778408;2545.01772451936;2208.33465209376;8.13339230378944;"2007-08";"2007";"08"
2007-08-14;"50";15.17;37.92;2536.25715;2232.9465;NA;NA;0.192;NA;NA;NA;NA;NA;NA;3;8;33;15;1;5;8.12424151829559;1.27363641798023e-05;347.380064230645;348.636790208558;347.298768630409;348.555324587748;349.728248789858;357.304202033923;0.00200637287828096;0.00021383725753923;3.19295846867869;4.95182496436439;2541.60790348101;2237.65735759494;8.08058285311535;"2007-08";"2007";"08"
2007-08-22;"0";23.45;38.07;2549.75985;2212.9425;0.047;0;0.128;NA;NA;NA;NA;0.0545738931087641;0.994999015429432;3;8;34;15;1;0;8.04853579337944;1.24355013076518e-05;427.808556050846;429.204342724786;427.808556050846;429.204342724786;427.808556050846;429.204344958961;0.00196077350350225;0.00023973349519009;3.69615489507248;5.61399333233604;2545.07156028369;2208.87352245863;8.13173456211552;"2007-08";"2007";"08"
2007-08-22;"50";15.45;37.86;2533.90668;2226.84528;0.023;0;0.307;NA;NA;NA;NA;0.0272353152139534;1.10497564582325;3;8;34;15;1;5;8.12692996652629;1.2528080282964e-05;344.467522785745;345.709284452911;344.386365384445;345.627958383435;346.793752721806;354.279209667232;0.00199801369770681;0.00021630350201022;3.23327029438186;5.01142230379719;2543.27664659271;2235.0797844691;8.08758485394563;"2007-08";"2007";"08"
2007-08-28;"0";24.09;38;2545.10892;2207.39139;NA;NA;0.249;NA;NA;NA;NA;NA;NA;3;8;35;15;1;0;8.04186412180987;1.24334953028471e-05;434.674666384701;436.081782791125;434.674666384701;436.081782791125;434.674666384701;436.081785066986;0.00195438462937114;0.000240573265326;3.72057547263138;5.64058829205112;2545.10892;2207.39139;8.13475476407731;"2007-08";"2007";"08"
2007-08-28;"50";15.35;37.86;2535.60702;2234.59683;NA;NA;0.367;NA;NA;NA;NA;NA;NA;3;8;35;15;1;5;8.1184790423606;1.28757224186461e-05;352.966831890506;354.240860849068;352.883881694736;354.157737864016;355.351287664778;363.031360555599;0.00200921306897154;0.0002125080386098;3.1757694097871;4.9233889000425;2544.98327416799;2242.85999841521;8.07762482298273;"2007-08";"2007";"08"
