Date;heure;Depth;Temperature;QC_TEMP;Temperature adjusted;QC_Temperature adjusted;Salinity;QC_PSAL;Salinity adjusted;QC_Salinity adjusted;Turbidity;Turbidity adjusted;QC_turbidity adjusted;Fluorescence;Fluorescence adjusted;QC_Fluorescence adjusted
2012-01-29;02:42:57;0.913;13.608;1;13.608;1;38.201;1;38.19;2;30.055;;9;1.639;1.154;2
2012-01-29;03:42:57;0.958;13.538;1;13.538;1;38.183;1;38.17;2;30.054;;9;1.561;1.068;2
2012-01-29;04:42:57;0.831;13.524;1;13.524;1;38.18;1;38.17;2;30.054;;9;1.502;1.002;2
2012-01-29;05:42:57;0.887;13.509;1;13.509;1;38.172;1;38.16;2;30.054;;9;1.499;0.992;2
2012-01-29;06:42:57;0.88;13.492;1;13.492;1;38.172;1;38.16;2;30.054;;9;1.441;0.926;2
2012-01-29;07:42:57;0.896;13.493;1;13.493;1;38.177;1;38.17;2;30.054;;9;1.546;1.024;2
2012-01-29;08:42:57;0.914;13.528;1;13.528;1;38.195;1;38.18;2;30.054;;9;1.409;0.879;2
2012-01-29;09:42:57;0.846;13.527;1;13.527;1;38.202;1;38.19;2;30.054;;9;1.635;1.098;2
2012-01-29;10:46:15;0.884;13.52;1;13.52;1;38.201;1;38.19;2;30.054;;9;1.494;0.949;2
2012-01-29;11:46:15;0.895;13.515;1;13.515;1;38.205;1;38.19;2;30.053;;9;1.645;1.093;2
2012-01-29;12:46:15;0.928;13.515;1;13.515;1;38.211;1;38.2;2;30.054;;9;1.46;0.9;2
2012-01-29;13:46:15;0.896;13.515;1;13.515;1;38.21;1;38.2;2;30.054;;9;1.378;0.811;2
2012-01-29;14:46:15;0.89;13.495;1;13.495;1;38.211;1;38.2;2;30.054;;9;1.561;0.986;2
2012-01-29;15:46:15;0.87;13.482;1;13.482;1;38.209;1;38.2;2;30.053;;9;1.577;0.995;2
2012-01-29;16:46:15;0.902;13.472;1;13.472;1;38.22;1;38.21;2;30.054;;9;2.215;1.625;2
2012-01-29;17:46:15;0.933;13.463;1;13.463;1;38.214;1;38.2;2;30.053;;9;2.387;1.79;2
2012-01-29;18:46:15;0.97;13.459;1;13.459;1;38.215;1;38.2;2;30.053;;9;2.952;2.348;2
2012-01-29;19:46:15;0.904;13.421;1;13.421;1;38.217;1;38.2;2;30.053;;9;2.539;1.927;2
2012-01-29;20:46:15;0.915;13.456;1;13.456;1;38.221;1;38.21;2;30.053;;9;3.087;2.468;2
2012-01-29;21:46:15;0.942;13.437;1;13.437;1;38.213;1;38.2;2;30.053;;9;2.405;1.778;2
2012-01-29;22:49:45;0.929;13.44;1;13.44;1;38.217;1;38.2;2;30.055;;9;2.508;1.874;2
2012-01-29;23:49:45;0.917;13.43;1;13.43;1;38.215;1;38.2;2;30.055;;9;2.53;1.888;2
2012-01-30;00:49:45;0.979;13.252;1;13.252;1;38.142;1;38.13;2;30.054;;9;2.355;1.706;2
2012-01-30;01:49:45;0.912;13.278;1;13.278;1;38.151;1;38.14;2;30.054;;9;2.322;1.665;2
2012-01-30;02:49:45;0.907;13.295;1;13.295;1;38.167;1;38.15;2;30.054;;9;2.734;2.07;2
2012-01-30;03:49:45;0.928;13.308;1;13.308;1;38.186;1;38.17;2;30.054;;9;2.265;1.593;2
2012-01-30;04:49:45;0.915;13.357;1;13.357;1;38.198;1;38.18;2;30.055;;9;2.453;1.774;2
2012-01-30;05:49:45;0.973;13.379;1;13.379;1;38.211;1;38.2;2;30.055;;9;2.368;1.681;2
2012-01-30;06:49:45;0.957;13.367;1;13.367;1;38.208;1;38.19;2;30.055;;9;2.088;1.394;2
2012-01-30;07:49:45;0.962;13.323;1;13.323;1;38.203;1;38.19;2;30.055;;9;2.157;1.456;2
2012-01-30;08:49:45;0.909;13.278;1;13.278;1;38.192;1;38.18;2;30.054;;9;3.687;2.978;2
2012-01-30;09:49:45;0.982;13.275;1;13.275;1;38.201;1;38.18;2;30.054;;9;1.734;1.018;2
2012-01-30;10:52:54;0.914;13.265;1;13.265;1;38.206;1;38.19;2;30.055;;9;3.833;3.109;2
2012-01-30;11:52:54;0.971;13.153;1;13.153;1;38.176;1;38.16;2;30.054;;9;1.845;1.114;2
2012-01-30;12:52:54;0.897;13.323;1;13.323;1;38.202;1;38.19;2;30.056;;9;1.465;0.726;2
2012-01-30;13:52:54;0.915;13.404;1;13.404;1;38.205;1;38.19;2;30.057;;9;1.515;0.769;2
2012-01-30;14:52:54;0.891;13.496;1;13.496;1;38.214;1;38.2;2;30.057;;9;1.599;0.845;2
2012-01-30;15:52:54;0.984;13.519;1;13.519;1;38.217;1;38.2;2;30.058;;9;1.522;0.761;2
2012-01-30;16:52:54;0.95;13.523;1;13.523;1;38.214;1;38.2;2;30.057;;9;2.019;1.25;2
2012-01-30;17:52:54;0.937;13.514;1;13.514;1;38.216;1;38.2;2;30.057;;9;2.189;1.413;2
2012-01-30;18:52:54;0.956;13.499;1;13.499;1;38.216;1;38.2;2;30.058;;9;2.185;1.401;2
2012-01-30;19:52:54;0.89;13.488;1;13.488;1;38.214;1;38.2;2;30.057;;9;2.477;1.686;2
2012-01-30;20:52:54;0.916;13.463;1;13.463;1;38.219;1;38.2;2;30.057;;9;2.224;1.425;2
2012-01-30;21:52:54;0.972;13.425;1;13.425;1;38.216;1;38.2;2;30.057;;9;2.161;1.355;2
2012-01-30;22:56:24;0.994;13.388;1;13.388;1;38.213;1;38.19;2;30.057;;9;3.003;2.19;2
2012-01-30;23:56:24;0.909;13.391;1;13.391;1;38.218;1;38.2;2;30.057;;9;2.436;1.615;2
2012-01-31;00:56:24;0.926;13.347;1;13.347;1;38.215;1;38.2;2;30.057;;9;2.447;1.619;2
2012-01-31;01:56:24;0.92;13.343;1;13.343;1;38.216;1;38.2;2;30.057;;9;2.543;1.707;2
2012-01-31;02:56:24;0.959;13.343;1;13.343;1;38.22;1;38.2;2;30.057;;9;2.875;2.032;2
2012-01-31;03:56:24;0.905;13.333;1;13.333;1;38.217;1;38.2;2;30.057;;9;2.252;1.401;2
2012-01-31;04:56:24;0.938;13.314;1;13.314;1;38.22;1;38.2;2;30.057;;9;2.19;1.332;2
2012-01-31;05:56:24;0.948;13.268;1;13.268;1;38.218;1;38.2;2;30.057;;9;2.114;1.248;2
2012-01-31;06:56:24;0.891;13.298;1;13.298;1;38.218;1;38.2;2;30.057;;9;2.447;1.574;2
2012-01-31;07:56:24;0.937;13.278;1;13.278;1;38.214;1;38.19;2;30.056;;9;2.204;1.323;2
2012-01-31;08:56:24;0.914;13.273;1;13.273;1;38.23;1;38.21;2;30.056;;9;2.216;1.328;2
2012-01-31;09:56:24;0.939;13.251;1;13.251;1;38.217;1;38.2;2;30.056;;9;2.083;1.187;2
2012-01-31;10:59:34;0.888;13.341;1;13.341;1;38.207;1;38.19;2;30.055;;9;2.232;1.329;2
2012-01-31;11:59:34;0.867;13.378;1;13.378;1;38.191;1;38.17;2;30.055;;9;2.422;1.512;2
2012-01-31;12:59:34;0.904;13.41;1;13.41;1;38.177;1;38.16;2;30.056;;9;2.32;1.402;2
2012-01-31;13:59:34;0.896;13.484;1;13.484;1;38.173;1;38.15;2;30.056;;9;2.223;1.298;2
2012-01-31;14:59:34;0.915;13.552;1;13.552;1;38.154;1;38.13;2;30.057;;9;1.894;0.961;2
2012-01-31;15:59:34;0.902;13.545;1;13.545;1;38.195;1;38.17;2;30.057;;9;2.097;1.157;2
2012-01-31;16:59:34;0.896;13.514;1;13.514;1;38.2;1;38.18;2;30.057;;9;1.969;1.021;2
2012-01-31;17:59:34;0.855;13.5;1;13.5;1;38.209;1;38.19;2;30.057;;9;2.257;1.302;2
2012-01-31;18:59:34;0.82;13.496;1;13.496;1;38.203;1;38.18;2;30.056;;9;2.16;1.197;2
2012-01-31;19:59:34;0.891;13.461;1;13.461;1;38.214;1;38.19;2;30.056;;9;1.738;0.768;2
2012-01-31;20:59:34;0.934;13.425;1;13.425;1;38.209;1;38.19;2;30.056;;9;2.099;1.121;2
2012-01-31;21:59:34;0.851;13.425;1;13.425;1;38.218;1;38.2;2;30.056;;9;1.778;0.793;2
2012-01-31;23:03:44;0.911;13.374;1;13.374;1;38.217;1;38.19;2;30.055;;9;1.687;0.694;2
2012-02-01;00:03:44;0.848;13.308;1;13.308;1;38.219;1;38.2;2;30.054;;9;2.762;2.762;1
2012-02-01;01:03:44;0.947;13.368;1;13.368;1;38.226;1;38.2;2;30.055;;9;3.125;3.125;1
2012-02-01;02:03:44;0.95;13.262;1;13.262;1;38.222;1;38.2;2;30.054;;9;2.699;2.699;1
2012-02-01;03:03:44;0.929;13.329;1;13.329;1;38.213;1;38.19;2;30.054;;9;3.365;3.365;1
2012-02-01;04:03:44;0.932;13.345;1;13.345;1;38.22;1;38.2;2;30.054;;9;3.026;3.026;1
2012-02-01;05:03:44;0.883;13.286;1;13.286;1;38.218;1;38.19;2;30.054;;9;1.428;1.428;1
2012-02-01;06:03:44;0.92;13.265;1;13.265;1;38.231;1;38.21;2;30.054;;9;1.267;1.267;1
2012-02-01;07:03:44;0.899;13.243;1;13.243;1;38.229;1;38.21;2;30.054;;9;1.382;1.382;1
2012-02-01;08:03:44;0.901;13.27;1;13.27;1;38.215;1;38.19;2;30.054;;9;1.208;1.208;1
2012-02-01;09:03:44;0.879;13.292;1;13.292;1;38.221;1;38.2;2;30.054;;9;0.867;0.867;1
2012-02-01;10:03:44;0.935;13.325;1;13.325;1;38.213;1;38.19;2;30.055;;9;0.65;0.65;1
2012-02-01;11:07:29;0.834;13.342;1;13.342;1;38.217;1;38.19;2;30.055;;9;0.588;0.588;1
2012-02-01;12:07:29;0.883;13.367;1;13.367;1;38.206;1;38.18;2;30.056;;9;0.589;0.589;1
2012-02-01;13:07:29;0.881;13.368;1;13.368;1;38.215;1;38.19;2;30.055;;9;0.521;0.521;1
2012-02-01;14:07:29;0.852;13.5;1;13.5;1;38.207;1;38.18;2;30.056;;9;0.512;0.512;1
2012-02-01;15:07:29;0.87;13.489;1;13.489;1;38.204;1;38.18;2;30.056;;9;0.607;0.607;1
2012-02-01;16:07:29;0.821;13.432;1;13.432;1;38.214;1;38.19;2;30.056;;9;1.573;1.573;1
2012-02-01;17:07:29;0.828;13.438;1;13.438;1;38.206;1;38.18;2;30.055;;9;1.101;1.101;1
2012-02-01;18:07:29;0.831;13.451;1;13.451;1;38.207;1;38.18;2;30.055;;9;1.312;1.312;1
2012-02-01;19:07:29;0.867;13.447;1;13.447;1;38.216;1;38.19;2;30.055;;9;1.766;1.766;1
2012-02-01;20:07:29;0.833;13.462;1;13.462;1;38.21;1;38.18;2;30.055;;9;1.226;1.226;1
2012-02-01;21:07:29;0.881;13.439;1;13.439;1;38.216;1;38.19;2;30.055;;9;1.388;1.388;1
2012-02-01;22:07:29;0.848;13.428;1;13.428;1;38.211;1;38.18;2;30.055;;9;1.375;1.375;1
2012-02-01;23:10:45;0.861;13.405;1;13.405;1;38.211;1;38.18;2;30.057;;9;1.208;1.208;1
2012-02-02;00:10:45;0.916;13.399;1;13.399;1;38.214;1;38.19;2;30.057;;9;1.4;1.4;1
2012-02-02;01:10:45;0.888;13.313;1;13.313;1;38.211;1;38.18;2;30.057;;9;1.226;1.226;1
2012-02-02;02:10:45;0.815;13.316;1;13.316;1;38.209;1;38.18;2;30.057;;9;1.607;1.607;1
2012-02-02;03:10:45;0.822;13.322;1;13.322;1;38.214;1;38.19;2;30.056;;9;1.351;1.351;1
2012-02-02;04:10:45;0.873;13.289;1;13.289;1;38.19;1;38.16;2;30.056;;9;1.273;1.273;1
2012-02-02;05:10:45;0.77;13.276;1;13.276;1;38.211;1;38.18;2;30.057;;9;1.319;1.319;1
2012-02-02;06:10:45;0.842;13.251;1;13.251;1;38.2;1;38.17;2;30.056;;9;2.312;2.312;1
2012-02-02;07:10:45;0.848;13.223;1;13.223;1;38.207;1;38.18;2;30.056;;9;1.288;1.288;1
2012-02-02;08:10:45;0.952;13.196;1;13.196;1;38.204;1;38.18;2;30.056;;9;1.262;1.262;1
2012-02-02;09:10:45;0.847;13.163;1;13.163;1;38.207;1;38.18;2;30.056;;9;1.147;1.147;1
2012-02-02;10:10:45;0.925;13.164;1;13.164;1;38.204;1;38.18;2;30.055;;9;1.147;1.147;1
2012-02-02;11:13:52;0.845;13.147;1;13.147;1;38.205;1;38.18;2;30.057;;9;0.798;0.798;1
2012-02-02;12:13:52;0.923;13.15;1;13.15;1;38.183;1;38.15;2;30.057;;9;0.805;0.805;1
2012-02-02;13:13:52;0.79;13.19;1;13.19;1;38.199;1;38.17;2;30.057;;9;0.709;0.709;1
2012-02-02;14:13:52;0.862;13.197;1;13.197;1;38.208;1;38.18;2;30.057;;9;0.926;0.926;1
2012-02-02;15:13:52;0.875;13.228;1;13.228;1;38.207;1;38.18;2;30.057;;9;1.105;1.105;1
2012-02-02;16:13:52;0.859;13.218;1;13.218;1;38.206;1;38.18;2;30.057;;9;1.564;1.564;1
2012-02-02;17:13:52;0.888;13.231;1;13.231;1;38.208;1;38.18;2;30.057;;9;1.624;1.624;1
2012-02-02;18:13:52;0.789;13.198;1;13.198;1;38.201;1;38.17;2;30.056;;9;1.791;1.791;1
2012-02-02;19:13:52;0.964;13.218;1;13.218;1;38.197;1;38.17;2;30.056;;9;2.039;2.039;1
2012-02-02;20:13:52;0.872;13.199;1;13.199;1;38.205;1;38.18;2;30.056;;9;1.678;1.678;1
2012-02-02;21:13:52;0.895;13.162;1;13.162;1;38.212;1;38.18;2;30.056;;9;1.743;1.743;1
2012-02-02;22:13:52;0.9;13.18;1;13.18;1;38.205;1;38.17;2;30.056;;9;1.664;1.664;1
2012-02-02;23:16:59;0.841;13.182;1;13.182;1;38.204;1;38.17;2;30.056;;9;1.59;1.59;1
2012-02-03;00:16:59;0.907;13.176;1;13.176;1;38.205;1;38.17;2;30.057;;9;2.177;2.177;1
2012-02-03;01:16:59;0.918;13.164;1;13.164;1;38.208;1;38.18;2;30.056;;9;1.569;1.569;1
2012-02-03;02:16:59;0.979;13.15;1;13.15;1;38.207;1;38.18;2;30.056;;9;1.52;1.52;1
2012-02-03;03:16:59;0.932;13.121;1;13.121;1;38.219;1;38.19;2;30.056;;9;1.501;1.501;1
2012-02-03;04:16:59;0.915;13.113;1;13.113;1;38.21;1;38.18;2;30.056;;9;1.61;1.61;1
2012-02-03;05:16:59;0.908;13.09;1;13.09;1;38.207;1;38.18;2;30.056;;9;1.515;1.515;1
2012-02-03;06:16:59;0.879;13.066;1;13.066;1;38.216;1;38.18;2;30.056;;9;1.586;1.586;1
2012-02-03;07:16:59;0.915;13.044;1;13.044;1;38.22;1;38.19;2;30.056;;9;1.445;1.445;1
2012-02-03;08:16:59;0.851;13.035;1;13.035;1;38.216;1;38.18;2;30.056;;9;1.328;1.328;1
2012-02-03;09:16:59;0.925;13.01;1;13.01;1;38.209;1;38.18;2;30.056;;9;1.058;1.058;1
2012-02-03;10:16:59;0.953;13.053;1;13.053;1;38.223;1;38.19;2;30.056;;9;0.808;0.808;1
2012-02-03;11:20:10;0.992;13.049;1;13.049;1;38.224;1;38.19;2;30.055;;9;0.736;0.736;1
2012-02-03;12:20:10;1.011;13.06;1;13.06;1;38.224;1;38.19;2;30.055;;9;0.664;0.664;1
2012-02-03;13:20:10;0.965;13.054;1;13.054;1;38.219;1;38.19;2;30.055;;9;0.71;0.71;1
2012-02-03;14:20:10;0.955;13.135;1;13.135;1;38.213;1;38.18;2;30.056;;9;0.712;0.712;1
2012-02-03;15:20:10;0.982;13.15;1;13.15;1;38.213;1;38.18;2;30.056;;9;0.923;0.923;1
2012-02-03;16:20:10;0.975;13.167;1;13.167;1;38.214;1;38.18;2;30.055;;9;1.112;1.112;1
2012-02-03;17:20:10;1.118;13.152;1;13.152;1;38.209;1;38.18;2;30.055;;9;2.011;2.011;1
2012-02-03;18:20:10;0.953;13.139;1;13.139;1;38.21;1;38.18;2;30.054;;9;1.705;1.705;1
2012-02-03;19:20:10;0.942;13.081;1;13.081;1;38.22;1;38.19;2;30.054;;9;1.696;1.696;1
2012-02-03;20:20:10;0.981;13.065;1;13.065;1;38.225;1;38.19;2;30.054;;9;1.745;1.745;1
2012-02-03;21:20:10;0.953;13.064;1;13.064;1;38.217;1;38.18;2;30.054;;9;2.041;2.041;1
2012-02-03;22:20:10;1.012;13.018;1;13.018;1;38.228;1;38.19;2;30.054;;9;1.799;1.799;1
2012-02-03;23:23:18;0.895;13.02;1;13.02;1;38.219;1;38.18;2;30.053;;9;1.645;1.645;1
2012-02-04;00:23:18;0.893;12.967;1;12.967;1;38.223;1;38.19;2;30.053;;9;1.587;1.587;1
2012-02-04;01:23:18;0.89;12.958;1;12.958;1;38.214;1;38.18;2;30.052;;9;2.235;2.235;1
2012-02-04;02:23:18;0.935;12.939;1;12.939;1;38.231;1;38.2;2;30.052;;9;1.695;1.695;1
2012-02-04;03:23:18;0.931;12.9;1;12.9;1;38.23;1;38.19;2;30.052;;9;1.932;1.932;1
2012-02-04;04:23:18;0.935;12.934;1;12.934;1;38.221;1;38.19;2;30.052;;9;1.618;1.618;1
2012-02-04;05:23:18;0.998;12.945;1;12.945;1;38.224;1;38.19;2;30.052;;9;1.652;1.652;1
2012-02-04;06:23:18;0.887;12.915;1;12.915;1;38.224;1;38.19;2;30.052;;9;1.467;1.467;1
2012-02-04;07:23:18;0.93;12.935;1;12.935;1;38.227;1;38.19;2;30.052;;9;1.505;1.505;1
2012-02-04;08:23:18;1.005;12.939;1;12.939;1;38.221;1;38.19;2;30.052;;9;1.426;1.426;1
2012-02-04;09:23:18;0.95;12.92;1;12.92;1;38.232;1;38.2;2;30.052;;9;1.303;1.303;1
2012-02-04;10:23:18;0.985;12.931;1;12.931;1;38.219;1;38.18;2;30.052;;9;0.849;0.849;1
2012-02-04;11:26:25;0.959;12.969;1;12.969;1;38.221;1;38.18;2;30.053;;9;0.875;0.875;1
2012-02-04;12:26:25;0.926;12.982;1;12.982;1;38.224;1;38.19;2;30.053;;9;1.108;1.108;1
2012-02-04;13:26:25;0.953;12.961;1;12.961;1;38.23;1;38.19;2;30.052;;9;1.35;1.35;1
2012-02-04;14:26:25;0.973;12.964;1;12.964;1;38.225;1;38.19;2;30.052;;9;1.531;1.531;1
2012-02-04;15:26:25;0.962;12.954;1;12.954;1;38.223;1;38.19;2;30.052;;9;1.623;1.623;1
2012-02-04;16:26:25;0.916;12.939;1;12.939;1;38.236;1;38.2;2;30.052;;9;1.695;1.695;1
2012-02-04;17:26:25;0.915;12.943;1;12.943;1;38.228;1;38.19;2;30.052;;9;1.983;1.983;1
2012-02-04;18:26:25;0.909;12.951;1;12.951;1;38.231;1;38.19;2;30.052;;9;2.034;2.034;1
2012-02-04;19:26:25;0.987;12.953;1;12.953;1;38.228;1;38.19;2;30.052;;9;1.987;1.987;1
2012-02-04;20:26:25;0.962;12.857;1;12.857;1;38.236;1;38.2;2;30.052;;9;2.102;2.102;1
2012-02-04;21:26:25;0.953;12.845;1;12.845;1;38.234;1;38.2;2;30.051;;9;1.998;1.998;1
2012-02-04;22:26:25;0.973;12.836;1;12.836;1;38.232;1;38.19;2;30.051;;9;2.05;2.05;1
2012-02-04;23:29:32;0.991;12.811;1;12.811;1;38.228;1;38.19;2;30.053;;9;2.82;2.82;1
2012-02-05;00:29:32;1;12.768;1;12.768;1;38.243;1;38.2;2;30.053;;9;1.821;1.821;1
2012-02-05;01:29:32;1.017;12.77;1;12.77;1;38.234;1;38.2;2;30.052;;9;1.874;1.874;1
2012-02-05;02:29:32;0.965;12.719;1;12.719;1;38.245;1;38.21;2;30.052;;9;1.785;1.785;1
2012-02-05;03:29:32;1.023;12.697;1;12.697;1;38.242;1;38.2;2;30.052;;9;2.047;2.047;1
2012-02-05;04:29:32;1.002;12.699;1;12.699;1;38.229;1;38.19;2;30.052;;9;1.89;1.89;1
2012-02-05;05:29:32;1.029;12.728;1;12.728;1;38.239;1;38.2;2;30.052;;9;1.804;1.804;1
