datetime,T_seaF_sf,NA,NA,NA,2022,11
07/02/2023,19:00,14.2211,NA,NA,2022,11
07/02/2023,20:00,14.2106,NA,NA,2022,11
07/02/2023,21:00,14.1994,NA,NA,2022,11
07/02/2023,22:00,14.2075,NA,NA,2022,11
07/02/2023,23:00,14.2025,NA,NA,2022,11
08/02/2023,00:00,14.1966,NA,NA,2022,11
08/02/2023,01:00,14.205,NA,NA,2022,11
08/02/2023,02:00,14.1994,NA,NA,2022,11
08/02/2023,03:00,14.2,NA,NA,2022,11
08/02/2023,04:00,14.1857,NA,NA,2022,11
08/02/2023,05:00,14.1888,NA,NA,2022,11
08/02/2023,06:00,14.1525,NA,NA,2022,11
08/02/2023,07:00,14.1699,NA,NA,2022,11
08/02/2023,08:00,14.1913,NA,NA,2022,11
08/02/2023,09:00,14.1938,NA,NA,2022,11
08/02/2023,10:00,14.1918,NA,NA,2022,11
08/02/2023,11:00,14.1996,NA,NA,2022,11
08/02/2023,12:00,14.1994,NA,NA,2022,11
08/02/2023,13:00,14.2019,NA,NA,2022,11
08/02/2023,14:00,14.1933,NA,NA,2022,11
08/02/2023,15:00,14.1913,NA,NA,2022,11
08/02/2023,16:00,14.1879,NA,NA,2022,11
08/02/2023,17:00,14.1752,NA,NA,2022,11
08/02/2023,18:00,14.1727,NA,NA,2022,11
08/02/2023,19:00,14.1727,NA,NA,2022,11
08/02/2023,20:00,14.1646,NA,NA,2022,11
08/02/2023,21:00,14.1701,NA,NA,2022,11
08/02/2023,22:00,14.159,NA,NA,2022,11
08/02/2023,23:00,14.1808,NA,NA,2022,11
09/02/2023,00:00,14.159,NA,NA,2022,11
09/02/2023,01:00,14.1776,NA,NA,2022,11
09/02/2023,02:00,14.1727,NA,NA,2022,11
09/02/2023,03:00,14.1697,NA,NA,2022,11
09/02/2023,04:00,14.1843,NA,NA,2022,11
09/02/2023,05:00,14.1696,NA,NA,2022,11
09/02/2023,06:00,14.159,NA,NA,2022,11
09/02/2023,07:00,14.1778,NA,NA,2022,11
09/02/2023,08:00,14.1823,NA,NA,2022,11
09/02/2023,09:00,14.189,NA,NA,2022,11
09/02/2023,10:00,14.2038,NA,NA,2022,11
09/02/2023,11:00,14.1843,NA,NA,2022,11
09/02/2023,12:00,14.1913,NA,NA,2022,11
09/02/2023,13:00,14.1913,NA,NA,2022,11
09/02/2023,14:00,14.1888,NA,NA,2022,11
09/02/2023,15:00,14.1832,NA,NA,2022,11
09/02/2023,16:00,14.1696,NA,NA,2022,11
09/02/2023,17:00,14.1646,NA,NA,2022,11
09/02/2023,18:00,14.1701,NA,NA,2022,11
09/02/2023,19:00,14.1691,NA,NA,2022,11
09/02/2023,20:00,14.1672,NA,NA,2022,11
09/02/2023,21:00,14.1453,NA,NA,2022,11
09/02/2023,22:00,14.1397,NA,NA,2022,11
09/02/2023,23:00,14.1282,NA,NA,2022,11
10/02/2023,00:00,14.1453,NA,NA,2022,11
10/02/2023,01:00,14.1422,NA,NA,2022,11
10/02/2023,02:00,14.1342,NA,NA,2022,11
10/02/2023,03:00,14.1328,NA,NA,2022,11
10/02/2023,04:00,14.1049,NA,NA,2022,11
10/02/2023,05:00,14.1236,NA,NA,2022,11
10/02/2023,06:00,14.1074,NA,NA,2022,11
10/02/2023,07:00,14.0917,NA,NA,2022,11
10/02/2023,08:00,14.1195,NA,NA,2022,11
10/02/2023,09:00,14.1317,NA,NA,2022,11
10/02/2023,10:00,14.1508,NA,NA,2022,11
10/02/2023,11:00,14.1646,NA,NA,2022,11
10/02/2023,12:00,14.1941,NA,NA,2022,11
10/02/2023,13:00,14.2267,NA,NA,2022,11
10/02/2023,14:00,14.2328,NA,NA,2022,11
10/02/2023,15:00,14.2267,NA,NA,2022,11
10/02/2023,16:00,14.1868,NA,NA,2022,11
10/02/2023,17:00,14.1671,NA,NA,2022,11
10/02/2023,18:00,14.1346,NA,NA,2022,11
10/02/2023,19:00,14.1225,NA,NA,2022,11
10/02/2023,20:00,14.1211,NA,NA,2022,11
10/02/2023,21:00,14.129,NA,NA,2022,11
10/02/2023,22:00,14.1211,NA,NA,2022,11
10/02/2023,23:00,14.1236,NA,NA,2022,11
11/02/2023,00:00,14.1161,NA,NA,2022,11
11/02/2023,01:00,14.111,NA,NA,2022,11
11/02/2023,02:00,14.1261,NA,NA,2022,11
11/02/2023,03:00,14.1292,NA,NA,2022,11
11/02/2023,04:00,14.1211,NA,NA,2022,11
11/02/2023,05:00,14.1292,NA,NA,2022,11
11/02/2023,06:00,14.1318,NA,NA,2022,11
11/02/2023,07:00,14.1307,NA,NA,2022,11
11/02/2023,08:00,14.1439,NA,NA,2022,11
11/02/2023,09:00,14.1509,NA,NA,2022,11
11/02/2023,10:00,14.1787,NA,NA,2022,11
11/02/2023,11:00,14.2292,NA,NA,2022,11
11/02/2023,12:00,14.2708,NA,NA,2022,11
11/02/2023,13:00,14.2893,NA,NA,2022,11
11/02/2023,14:00,14.3009,NA,NA,2022,11
11/02/2023,15:00,14.3,NA,NA,2022,11
11/02/2023,16:00,14.2969,NA,NA,2022,11
11/02/2023,17:00,14.2404,NA,NA,2022,11
11/02/2023,18:00,14.2025,NA,NA,2022,11
11/02/2023,19:00,14.1969,NA,NA,2022,11
11/02/2023,20:00,14.2075,NA,NA,2022,11
11/02/2023,21:00,14.2081,NA,NA,2022,11
11/02/2023,22:00,14.2056,NA,NA,2022,11
11/02/2023,23:00,14.1893,NA,NA,2022,11
12/02/2023,00:00,14.1727,NA,NA,2022,11
12/02/2023,01:00,14.1696,NA,NA,2022,11
12/02/2023,02:00,14.1662,NA,NA,2022,11
12/02/2023,03:00,14.159,NA,NA,2022,11
12/02/2023,04:00,14.1453,NA,NA,2022,11
12/02/2023,05:00,14.1509,NA,NA,2022,11
12/02/2023,06:00,14.1505,NA,NA,2022,11
12/02/2023,07:00,14.1261,NA,NA,2022,11
12/02/2023,08:00,14.1429,NA,NA,2022,11
12/02/2023,09:00,14.1509,NA,NA,2022,11
12/02/2023,10:00,14.157,NA,NA,2022,11
12/02/2023,11:00,14.2272,NA,NA,2022,11
12/02/2023,12:00,14.235,NA,NA,2022,11
12/02/2023,13:00,14.246,NA,NA,2022,11
12/02/2023,14:00,14.2697,NA,NA,2022,11
12/02/2023,15:00,14.2975,NA,NA,2022,11
12/02/2023,16:00,14.2677,NA,NA,2022,11
12/02/2023,17:00,14.2078,NA,NA,2022,11
12/02/2023,18:00,14.159,NA,NA,2022,11
12/02/2023,19:00,14.1453,NA,NA,2022,11
12/02/2023,20:00,14.1267,NA,NA,2022,11
12/02/2023,21:00,14.146,NA,NA,2022,11
12/02/2023,22:00,14.1384,NA,NA,2022,11
12/02/2023,23:00,14.1328,NA,NA,2022,11
13/02/2023,00:00,14.1404,NA,NA,2022,11
13/02/2023,01:00,14.1373,NA,NA,2022,11
13/02/2023,02:00,14.1323,NA,NA,2022,11
13/02/2023,03:00,14.1242,NA,NA,2022,11
13/02/2023,04:00,14.1261,NA,NA,2022,11
13/02/2023,05:00,14.1186,NA,NA,2022,11
13/02/2023,06:00,14.113,NA,NA,2022,11
13/02/2023,07:00,14.1195,NA,NA,2022,11
13/02/2023,08:00,14.1155,NA,NA,2022,11
13/02/2023,09:00,14.1292,NA,NA,2022,11
13/02/2023,10:00,14.1429,NA,NA,2022,11
13/02/2023,11:00,14.1631,NA,NA,2022,11
13/02/2023,12:00,14.2402,NA,NA,2022,11
13/02/2023,13:00,14.3484,NA,NA,2022,11
13/02/2023,14:00,14.3192,NA,NA,2022,11
13/02/2023,15:00,14.2621,NA,NA,2022,11
13/02/2023,16:00,14.2458,NA,NA,2022,11
13/02/2023,17:00,14.2455,NA,NA,2022,11
13/02/2023,18:00,14.2404,NA,NA,2022,11
13/02/2023,19:00,14.2299,NA,NA,2022,11
13/02/2023,20:00,14.2095,NA,NA,2022,11
13/02/2023,21:00,14.1823,NA,NA,2022,11
13/02/2023,22:00,14.1727,NA,NA,2022,11
13/02/2023,23:00,14.1509,NA,NA,2022,11
14/02/2023,00:00,14.1404,NA,NA,2022,11
14/02/2023,01:00,14.1404,NA,NA,2022,11
14/02/2023,02:00,14.1453,NA,NA,2022,11
14/02/2023,03:00,14.1397,NA,NA,2022,11
14/02/2023,04:00,14.1292,NA,NA,2022,11
14/02/2023,05:00,14.1289,NA,NA,2022,11
14/02/2023,06:00,14.1317,NA,NA,2022,11
14/02/2023,07:00,14.1241,NA,NA,2022,11
14/02/2023,08:00,14.1242,NA,NA,2022,11
14/02/2023,09:00,14.1317,NA,NA,2022,11
14/02/2023,10:00,14.1565,NA,NA,2022,11
14/02/2023,11:00,14.1832,NA,NA,2022,11
14/02/2023,12:00,14.2977,NA,NA,2022,11
14/02/2023,13:00,14.3354,NA,NA,2022,11
14/02/2023,14:00,14.3681,NA,NA,2022,11
14/02/2023,15:00,14.3347,NA,NA,2022,11
14/02/2023,16:00,14.2874,NA,NA,2022,11
14/02/2023,17:00,14.2489,NA,NA,2022,11
14/02/2023,18:00,14.2242,NA,NA,2022,11
14/02/2023,19:00,14.209,NA,NA,2022,11
14/02/2023,20:00,14.1999,NA,NA,2022,11
14/02/2023,21:00,14.2,NA,NA,2022,11
14/02/2023,22:00,14.1994,NA,NA,2022,11
14/02/2023,23:00,14.1676,NA,NA,2022,11
15/02/2023,00:00,14.1516,NA,NA,2022,11
15/02/2023,01:00,14.1379,NA,NA,2022,11
15/02/2023,02:00,14.1323,NA,NA,2022,11
15/02/2023,03:00,14.1348,NA,NA,2022,11
15/02/2023,04:00,14.1216,NA,NA,2022,11
15/02/2023,05:00,14.1077,NA,NA,2022,11
15/02/2023,06:00,14.1049,NA,NA,2022,11
15/02/2023,07:00,14.1018,NA,NA,2022,11
15/02/2023,08:00,14.1025,NA,NA,2022,11
15/02/2023,09:00,14.1094,NA,NA,2022,11
15/02/2023,10:00,14.1242,NA,NA,2022,11
15/02/2023,11:00,14.1486,NA,NA,2022,11
15/02/2023,12:00,14.2751,NA,NA,2022,11
15/02/2023,13:00,14.2981,NA,NA,2022,11
15/02/2023,14:00,14.2863,NA,NA,2022,11
15/02/2023,15:00,14.3092,NA,NA,2022,11
15/02/2023,16:00,14.2904,NA,NA,2022,11
15/02/2023,17:00,14.2677,NA,NA,2022,11
15/02/2023,18:00,14.2565,NA,NA,2022,11
15/02/2023,19:00,14.2374,NA,NA,2022,11
15/02/2023,20:00,14.2025,NA,NA,2022,11
15/02/2023,21:00,14.2005,NA,NA,2022,11
15/02/2023,22:00,14.192,NA,NA,2022,11
15/02/2023,23:00,14.1758,NA,NA,2022,11
16/02/2023,00:00,14.1525,NA,NA,2022,11
16/02/2023,01:00,14.1346,NA,NA,2022,11
16/02/2023,02:00,14.1312,NA,NA,2022,11
16/02/2023,03:00,14.1155,NA,NA,2022,11
16/02/2023,04:00,14.1046,NA,NA,2022,11
16/02/2023,05:00,14.1038,NA,NA,2022,11
16/02/2023,06:00,14.0969,NA,NA,2022,11
16/02/2023,07:00,14.0969,NA,NA,2022,11
16/02/2023,08:00,14.0913,NA,NA,2022,11
16/02/2023,09:00,14.0984,NA,NA,2022,11
16/02/2023,10:00,14.1106,NA,NA,2022,11
16/02/2023,11:00,14.1593,NA,NA,2022,11
16/02/2023,12:00,14.1875,NA,NA,2022,11
16/02/2023,13:00,14.2944,NA,NA,2022,11
16/02/2023,14:00,14.2415,NA,NA,2022,11
16/02/2023,15:00,14.2323,NA,NA,2022,11
16/02/2023,16:00,14.205,NA,NA,2022,11
16/02/2023,17:00,14.1702,NA,NA,2022,11
16/02/2023,18:00,14.2222,NA,NA,2022,11
16/02/2023,19:00,14.2025,NA,NA,2022,11
16/02/2023,20:00,14.1944,NA,NA,2022,11
16/02/2023,21:00,14.1839,NA,NA,2022,11
16/02/2023,22:00,14.1712,NA,NA,2022,11
16/02/2023,23:00,14.1596,NA,NA,2022,11
17/02/2023,00:00,14.1621,NA,NA,2022,11
17/02/2023,01:00,14.1388,NA,NA,2022,11
17/02/2023,02:00,14.1429,NA,NA,2022,11
17/02/2023,03:00,14.1379,NA,NA,2022,11
17/02/2023,04:00,14.1323,NA,NA,2022,11
17/02/2023,05:00,14.1239,NA,NA,2022,11
17/02/2023,06:00,14.1211,NA,NA,2022,11
17/02/2023,07:00,14.1106,NA,NA,2022,11
17/02/2023,08:00,14.1034,NA,NA,2022,11
17/02/2023,09:00,14.1081,NA,NA,2022,11
17/02/2023,10:00,14.1241,NA,NA,2022,11
17/02/2023,11:00,14.1843,NA,NA,2022,11
17/02/2023,12:00,14.1864,NA,NA,2022,11
17/02/2023,13:00,14.2513,NA,NA,2022,11
17/02/2023,14:00,14.2789,NA,NA,2022,11
17/02/2023,15:00,14.2521,NA,NA,2022,11
17/02/2023,16:00,14.2218,NA,NA,2022,11
17/02/2023,17:00,14.2112,NA,NA,2022,11
17/02/2023,18:00,14.2231,NA,NA,2022,11
17/02/2023,19:00,14.1944,NA,NA,2022,11
17/02/2023,20:00,14.2056,NA,NA,2022,11
17/02/2023,21:00,14.1972,NA,NA,2022,11
17/02/2023,22:00,14.178,NA,NA,2022,11
17/02/2023,23:00,14.1758,NA,NA,2022,11
18/02/2023,00:00,14.1621,NA,NA,2022,11
18/02/2023,01:00,14.1565,NA,NA,2022,11
18/02/2023,02:00,14.1592,NA,NA,2022,11
18/02/2023,03:00,14.1516,NA,NA,2022,11
18/02/2023,04:00,14.1483,NA,NA,2022,11
18/02/2023,05:00,14.1373,NA,NA,2022,11
18/02/2023,06:00,14.1429,NA,NA,2022,11
18/02/2023,07:00,14.1393,NA,NA,2022,11
18/02/2023,08:00,14.1348,NA,NA,2022,11
18/02/2023,09:00,14.1323,NA,NA,2022,11
18/02/2023,10:00,14.1348,NA,NA,2022,11
18/02/2023,11:00,14.1525,NA,NA,2022,11
18/02/2023,12:00,14.1839,NA,NA,2022,11
18/02/2023,13:00,14.1888,NA,NA,2022,11
18/02/2023,14:00,14.1944,NA,NA,2022,11
18/02/2023,15:00,14.1989,NA,NA,2022,11
18/02/2023,16:00,14.1702,NA,NA,2022,11
18/02/2023,17:00,14.1567,NA,NA,2022,11
18/02/2023,18:00,14.1676,NA,NA,2022,11
18/02/2023,19:00,14.0888,NA,NA,2022,11
18/02/2023,20:00,14.0477,NA,NA,2022,11
18/02/2023,21:00,14.018,NA,NA,2022,11
18/02/2023,22:00,13.9583,NA,NA,2022,11
18/02/2023,23:00,13.8391,NA,NA,2022,11
19/02/2023,00:00,13.7354,NA,NA,2022,11
19/02/2023,01:00,13.7406,NA,NA,2022,11
19/02/2023,02:00,13.838,NA,NA,2022,11
19/02/2023,03:00,13.8011,NA,NA,2022,11
19/02/2023,04:00,13.7412,NA,NA,2022,11
19/02/2023,05:00,13.7182,NA,NA,2022,11
19/02/2023,06:00,13.7568,NA,NA,2022,11
19/02/2023,07:00,13.8619,NA,NA,2022,11
19/02/2023,08:00,13.7248,NA,NA,2022,11
19/02/2023,09:00,13.8746,NA,NA,2022,11
19/02/2023,10:00,13.9208,NA,NA,2022,11
19/02/2023,11:00,14.0073,NA,NA,2022,11
19/02/2023,12:00,14.0343,NA,NA,2022,11
19/02/2023,13:00,14.1074,NA,NA,2022,11
19/02/2023,14:00,14.1581,NA,NA,2022,11
19/02/2023,15:00,14.1974,NA,NA,2022,11
19/02/2023,16:00,14.1834,NA,NA,2022,11
19/02/2023,17:00,14.1893,NA,NA,2022,11
19/02/2023,18:00,14.1763,NA,NA,2022,11
19/02/2023,19:00,14.1864,NA,NA,2022,11
19/02/2023,20:00,14.1758,NA,NA,2022,11
19/02/2023,21:00,14.2075,NA,NA,2022,11
19/02/2023,22:00,14.2485,NA,NA,2022,11
19/02/2023,23:00,14.2514,NA,NA,2022,11
20/02/2023,00:00,14.2187,NA,NA,2022,11
20/02/2023,01:00,14.1915,NA,NA,2022,11
20/02/2023,02:00,14.1727,NA,NA,2022,11
20/02/2023,03:00,14.1758,NA,NA,2022,11
20/02/2023,04:00,14.205,NA,NA,2022,11
20/02/2023,05:00,14.198,NA,NA,2022,11
20/02/2023,06:00,14.2106,NA,NA,2022,11
20/02/2023,07:00,14.1606,NA,NA,2022,11
20/02/2023,08:00,14.1595,NA,NA,2022,11
20/02/2023,09:00,14.2025,NA,NA,2022,11
20/02/2023,10:00,14.2323,NA,NA,2022,11
20/02/2023,11:00,14.2722,NA,NA,2022,11
20/02/2023,12:00,14.2975,NA,NA,2022,11
20/02/2023,13:00,14.2783,NA,NA,2022,11
20/02/2023,14:00,14.3222,NA,NA,2022,11
20/02/2023,15:00,14.3479,NA,NA,2022,11
20/02/2023,16:00,14.2839,NA,NA,2022,11
20/02/2023,17:00,14.1976,NA,NA,2022,11
20/02/2023,18:00,14.1618,NA,NA,2022,11
20/02/2023,19:00,14.1292,NA,NA,2022,11
20/02/2023,20:00,14.1267,NA,NA,2022,11
20/02/2023,21:00,14.1239,NA,NA,2022,11
20/02/2023,22:00,14.1182,NA,NA,2022,11
20/02/2023,23:00,14.1323,NA,NA,2022,11
21/02/2023,00:00,14.1404,NA,NA,2022,11
21/02/2023,01:00,14.1374,NA,NA,2022,11
21/02/2023,02:00,14.1177,NA,NA,2022,11
21/02/2023,03:00,14.113,NA,NA,2022,11
21/02/2023,04:00,14.0832,NA,NA,2022,11
21/02/2023,05:00,14.1186,NA,NA,2022,11
21/02/2023,06:00,14.1137,NA,NA,2022,11
21/02/2023,07:00,14.1155,NA,NA,2022,11
21/02/2023,08:00,14.1186,NA,NA,2022,11
21/02/2023,09:00,14.1267,NA,NA,2022,11
21/02/2023,10:00,14.1429,NA,NA,2022,11
21/02/2023,11:00,14.1597,NA,NA,2022,11
21/02/2023,12:00,14.1864,NA,NA,2022,11
21/02/2023,13:00,14.2112,NA,NA,2022,11
21/02/2023,14:00,14.2758,NA,NA,2022,11
21/02/2023,15:00,14.2789,NA,NA,2022,11
21/02/2023,16:00,14.2789,NA,NA,2022,11
21/02/2023,17:00,14.2323,NA,NA,2022,11
21/02/2023,18:00,14.2083,NA,NA,2022,11
21/02/2023,19:00,14.205,NA,NA,2022,11
21/02/2023,20:00,14.2303,NA,NA,2022,11
21/02/2023,21:00,14.2404,NA,NA,2022,11
21/02/2023,22:00,14.2379,NA,NA,2022,11
21/02/2023,23:00,14.2211,NA,NA,2022,11
22/02/2023,00:00,14.186,NA,NA,2022,11
22/02/2023,01:00,14.159,NA,NA,2022,11
22/02/2023,02:00,14.1401,NA,NA,2022,11
22/02/2023,03:00,14.1298,NA,NA,2022,11
22/02/2023,04:00,14.1242,NA,NA,2022,11
22/02/2023,05:00,14.1186,NA,NA,2022,11
22/02/2023,06:00,14.111,NA,NA,2022,11
22/02/2023,07:00,14.1239,NA,NA,2022,11
22/02/2023,08:00,14.113,NA,NA,2022,11
22/02/2023,09:00,14.1368,NA,NA,2022,11
22/02/2023,10:00,14.1651,NA,NA,2022,11
22/02/2023,11:00,14.1916,NA,NA,2022,11
22/02/2023,12:00,14.2187,NA,NA,2022,11
22/02/2023,13:00,14.2323,NA,NA,2022,11
22/02/2023,14:00,14.2653,NA,NA,2022,11
22/02/2023,15:00,14.3245,NA,NA,2022,11
22/02/2023,16:00,14.3039,NA,NA,2022,11
22/02/2023,17:00,14.3202,NA,NA,2022,11
22/02/2023,18:00,14.3172,NA,NA,2022,11
22/02/2023,19:00,14.3273,NA,NA,2022,11
22/02/2023,20:00,14.3056,NA,NA,2022,11
22/02/2023,21:00,14.2826,NA,NA,2022,11
22/02/2023,22:00,14.2758,NA,NA,2022,11
22/02/2023,23:00,14.3011,NA,NA,2022,11
23/02/2023,00:00,14.3005,NA,NA,2022,11
23/02/2023,01:00,14.2364,NA,NA,2022,11
23/02/2023,02:00,14.2713,NA,NA,2022,11
23/02/2023,03:00,14.2753,NA,NA,2022,11
23/02/2023,04:00,14.2859,NA,NA,2022,11
23/02/2023,05:00,14.2516,NA,NA,2022,11
23/02/2023,06:00,14.2299,NA,NA,2022,11
23/02/2023,07:00,14.2215,NA,NA,2022,11
23/02/2023,08:00,14.2101,NA,NA,2022,11
23/02/2023,09:00,14.2081,NA,NA,2022,11
23/02/2023,10:00,14.2122,NA,NA,2022,11
23/02/2023,11:00,14.2308,NA,NA,2022,11
23/02/2023,12:00,14.2486,NA,NA,2022,11
23/02/2023,13:00,14.2516,NA,NA,2022,11
23/02/2023,14:00,14.2354,NA,NA,2022,11
23/02/2023,15:00,14.2476,NA,NA,2022,11
23/02/2023,16:00,14.2653,NA,NA,2022,11
23/02/2023,17:00,14.2489,NA,NA,2022,11
23/02/2023,18:00,14.2242,NA,NA,2022,11
23/02/2023,19:00,14.205,NA,NA,2022,11
23/02/2023,20:00,14.1763,NA,NA,2022,11
23/02/2023,21:00,14.1565,NA,NA,2022,11
23/02/2023,22:00,14.1541,NA,NA,2022,11
23/02/2023,23:00,14.146,NA,NA,2022,11
24/02/2023,00:00,14.146,NA,NA,2022,11
24/02/2023,01:00,14.1292,NA,NA,2022,11
24/02/2023,02:00,14.1323,NA,NA,2022,11
24/02/2023,03:00,14.1315,NA,NA,2022,11
24/02/2023,04:00,14.1317,NA,NA,2022,11
24/02/2023,05:00,14.1197,NA,NA,2022,11
24/02/2023,06:00,14.1312,NA,NA,2022,11
24/02/2023,07:00,14.1267,NA,NA,2022,11
24/02/2023,08:00,14.1339,NA,NA,2022,11
24/02/2023,09:00,14.1298,NA,NA,2022,11
24/02/2023,10:00,14.1511,NA,NA,2022,11
24/02/2023,11:00,14.1837,NA,NA,2022,11
24/02/2023,12:00,14.2893,NA,NA,2022,11
24/02/2023,13:00,14.3416,NA,NA,2022,11
24/02/2023,14:00,14.3124,NA,NA,2022,11
24/02/2023,15:00,14.2646,NA,NA,2022,11
24/02/2023,16:00,14.2435,NA,NA,2022,11
24/02/2023,17:00,14.243,NA,NA,2022,11
24/02/2023,18:00,14.2628,NA,NA,2022,11
24/02/2023,19:00,14.2343,NA,NA,2022,11
24/02/2023,20:00,14.2218,NA,NA,2022,11
24/02/2023,21:00,14.2112,NA,NA,2022,11
24/02/2023,22:00,14.2041,NA,NA,2022,11
24/02/2023,23:00,14.1932,NA,NA,2022,11
25/02/2023,00:00,14.1864,NA,NA,2022,11
25/02/2023,01:00,14.1895,NA,NA,2022,11
25/02/2023,02:00,14.1884,NA,NA,2022,11
25/02/2023,03:00,14.1862,NA,NA,2022,11
25/02/2023,04:00,14.1864,NA,NA,2022,11
25/02/2023,05:00,14.1909,NA,NA,2022,11
25/02/2023,06:00,14.189,NA,NA,2022,11
25/02/2023,07:00,14.1888,NA,NA,2022,11
25/02/2023,08:00,14.1915,NA,NA,2022,11
25/02/2023,09:00,14.1929,NA,NA,2022,11
25/02/2023,10:00,14.2,NA,NA,2022,11
25/02/2023,11:00,14.2122,NA,NA,2022,11
25/02/2023,12:00,14.2239,NA,NA,2022,11
25/02/2023,13:00,14.2334,NA,NA,2022,11
25/02/2023,14:00,14.239,NA,NA,2022,11
25/02/2023,15:00,14.2677,NA,NA,2022,11
25/02/2023,16:00,14.2733,NA,NA,2022,11
25/02/2023,17:00,14.2572,NA,NA,2022,11
25/02/2023,18:00,14.2404,NA,NA,2022,11
25/02/2023,19:00,14.2198,NA,NA,2022,11
25/02/2023,20:00,14.2067,NA,NA,2022,11
25/02/2023,21:00,14.2056,NA,NA,2022,11
25/02/2023,22:00,14.1969,NA,NA,2022,11
25/02/2023,23:00,14.1926,NA,NA,2022,11
26/02/2023,00:00,14.1895,NA,NA,2022,11
26/02/2023,01:00,14.1808,NA,NA,2022,11
26/02/2023,02:00,14.1783,NA,NA,2022,11
26/02/2023,03:00,14.1783,NA,NA,2022,11
26/02/2023,04:00,14.1839,NA,NA,2022,11
26/02/2023,05:00,14.1862,NA,NA,2022,11
26/02/2023,06:00,14.1836,NA,NA,2022,11
26/02/2023,07:00,14.1758,NA,NA,2022,11
26/02/2023,08:00,14.1783,NA,NA,2022,11
26/02/2023,09:00,14.1803,NA,NA,2022,11
26/02/2023,10:00,14.1814,NA,NA,2022,11
26/02/2023,11:00,14.1839,NA,NA,2022,11
26/02/2023,12:00,14.162,NA,NA,2022,11
26/02/2023,13:00,14.1509,NA,NA,2022,11
26/02/2023,14:00,14.1621,NA,NA,2022,11
26/02/2023,15:00,14.1572,NA,NA,2022,11
26/02/2023,16:00,14.0863,NA,NA,2022,11
26/02/2023,17:00,14.0428,NA,NA,2022,11
26/02/2023,18:00,14.0695,NA,NA,2022,11
26/02/2023,19:00,14.1095,NA,NA,2022,11
26/02/2023,20:00,14.1214,NA,NA,2022,11
26/02/2023,21:00,14.1307,NA,NA,2022,11
26/02/2023,22:00,14.1211,NA,NA,2022,11
26/02/2023,23:00,14.1014,NA,NA,2022,11
27/02/2023,00:00,14.1106,NA,NA,2022,11
27/02/2023,01:00,14.1161,NA,NA,2022,11
27/02/2023,02:00,14.1158,NA,NA,2022,11
27/02/2023,03:00,14.0969,NA,NA,2022,11
27/02/2023,04:00,14.0969,NA,NA,2022,11
27/02/2023,05:00,14.0969,NA,NA,2022,11
27/02/2023,06:00,14.0802,NA,NA,2022,11
27/02/2023,07:00,14.0913,NA,NA,2022,11
27/02/2023,08:00,14.0782,NA,NA,2022,11
27/02/2023,09:00,14.0931,NA,NA,2022,11
27/02/2023,10:00,14.0939,NA,NA,2022,11
27/02/2023,11:00,14.1031,NA,NA,2022,11
27/02/2023,12:00,14.1,NA,NA,2022,11
27/02/2023,13:00,14.0993,NA,NA,2022,11
27/02/2023,14:00,14.0728,NA,NA,2022,11
27/02/2023,15:00,14.0726,NA,NA,2022,11
27/02/2023,16:00,14.0776,NA,NA,2022,11
27/02/2023,17:00,14.0543,NA,NA,2022,11
27/02/2023,18:00,14.0566,NA,NA,2022,11
27/02/2023,19:00,14.0401,NA,NA,2022,11
27/02/2023,20:00,13.9905,NA,NA,2022,11
27/02/2023,21:00,13.9995,NA,NA,2022,11
27/02/2023,22:00,13.9997,NA,NA,2022,11
27/02/2023,23:00,14.0073,NA,NA,2022,11
28/02/2023,00:00,13.9861,NA,NA,2022,11
28/02/2023,01:00,13.9861,NA,NA,2022,11
28/02/2023,02:00,13.9663,NA,NA,2022,11
28/02/2023,03:00,13.9562,NA,NA,2022,11
28/02/2023,04:00,13.9447,NA,NA,2022,11
28/02/2023,05:00,13.9455,NA,NA,2022,11
28/02/2023,06:00,13.9095,NA,NA,2022,11
28/02/2023,07:00,13.9268,NA,NA,2022,11
28/02/2023,08:00,13.9257,NA,NA,2022,11
28/02/2023,09:00,13.9482,NA,NA,2022,11
28/02/2023,10:00,13.9541,NA,NA,2022,11
28/02/2023,11:00,13.9805,NA,NA,2022,11
28/02/2023,12:00,13.9967,NA,NA,2022,11
28/02/2023,13:00,14.0023,NA,NA,2022,11
28/02/2023,14:00,13.988,NA,NA,2022,11
28/02/2023,15:00,13.978,NA,NA,2022,11
28/02/2023,16:00,13.9724,NA,NA,2022,11
28/02/2023,17:00,13.9637,NA,NA,2022,11
28/02/2023,18:00,13.9556,NA,NA,2022,11
28/02/2023,19:00,13.9551,NA,NA,2022,11
28/02/2023,20:00,13.9603,NA,NA,2022,11
28/02/2023,21:00,13.9502,NA,NA,2022,11
28/02/2023,22:00,13.9425,NA,NA,2022,11
28/02/2023,23:00,13.945,NA,NA,2022,11
01/03/2023,00:00,13.9435,NA,NA,2022,11
01/03/2023,01:00,13.9422,NA,NA,2022,11
01/03/2023,02:00,13.9288,NA,NA,2022,11
01/03/2023,03:00,13.9208,NA,NA,2022,11
01/03/2023,04:00,13.9201,NA,NA,2022,11
01/03/2023,05:00,13.932,NA,NA,2022,11
01/03/2023,06:00,13.9288,NA,NA,2022,11
01/03/2023,07:00,13.9183,NA,NA,2022,11
01/03/2023,08:00,13.9208,NA,NA,2022,11
01/03/2023,09:00,13.9345,NA,NA,2022,11
