"datetime";"temp_eol_c";"sal_eol_psu";"oxy_umol_kg";"Year";"Month";"Year.Month";"Year.Month.Day";"dMonth";"Hour";"NB_OBS_DAY"
2013-09-19;22.29039;38.2165175;NA;"2013";"09";"2013-09";"2013-09-19";30;"09:00:00";1
2013-09-20;22.4088;38.2120166666667;NA;"2013";"09";"2013-09";"2013-09-20";30;"09:00:00";1
2013-09-23;22.4926333333334;38.2130333333333;NA;"2013";"09";"2013-09";"2013-09-23";30;"09:00:00";2
2013-09-23;22.7058;38.20025;NA;"2013";"09";"2013-09";"2013-09-23";30;"16:00:00";2
2013-09-24;22.616025;38.205775;NA;"2013";"09";"2013-09";"2013-09-24";30;"09:00:00";1
2013-09-25;22.577025;38.207175;NA;"2013";"09";"2013-09";"2013-09-25";30;"09:00:00";1
2013-10-01;21.97455;38.1137;NA;"2013";"10";"2013-10";"2013-10-01";31;"09:00:00";1
2013-10-03;21.8961;38.1233;NA;"2013";"10";"2013-10";"2013-10-03";31;"09:00:00";1
2013-10-04;21.2871333333333;38.1204333333333;NA;"2013";"10";"2013-10";"2013-10-04";31;"09:00:00";1
2013-10-07;20.489;38.0543;NA;"2013";"10";"2013-10";"2013-10-07";31;"09:00:00";1
2013-10-08;20.5360666666667;38.0603333333333;NA;"2013";"10";"2013-10";"2013-10-08";31;"09:00:00";1
2013-10-09;20.5765333333333;38.0797666666667;NA;"2013";"10";"2013-10";"2013-10-09";31;"09:00:00";1
