"datetime";"temp_eol_c";"sal_eol_psu";"oxy_umol_kg";"Year";"Month";"Year.Month";"Year.Month.Day";"dMonth";"Hour";"NB_OBS_DAY"
2017-10-18;20.7620666666667;38.2774833333333;229.738077073144;"2017";"10";"2017-10";"2017-10-18";31;"16:00:00";2
2017-10-19;20.545075;38.2848;229.147870500098;"2017";"10";"2017-10";"2017-10-19";31;"09:00:00";2
2017-10-19;20.56805;38.2871666666667;228.764660186465;"2017";"10";"2017-10";"2017-10-19";31;"16:00:00";2
2017-10-20;20.310125;38.2808;229.775931971624;"2017";"10";"2017-10";"2017-10-20";31;"09:00:00";2
2017-10-20;20.4029166666667;38.2886166666667;230.200409985276;"2017";"10";"2017-10";"2017-10-20";31;"16:00:00";2
2017-10-21;20.3654;38.287625;230.017594823482;"2017";"10";"2017-10";"2017-10-21";31;"09:00:00";2
2017-10-21;20.4026666666667;38.2818333333333;230.553353122073;"2017";"10";"2017-10";"2017-10-21";31;"16:00:00";2
2017-10-22;20.253125;38.277325;230.32809139631;"2017";"10";"2017-10";"2017-10-22";31;"09:00:00";2
2017-10-22;20.2976333333333;38.2830666666667;230.978234764702;"2017";"10";"2017-10";"2017-10-22";31;"16:00:00";2
2017-10-23;19.967125;38.285825;229.755396778204;"2017";"10";"2017-10";"2017-10-23";31;"09:00:00";2
2017-10-23;20.0134833333333;38.28365;230.84167688588;"2017";"10";"2017-10";"2017-10-23";31;"16:00:00";2
2017-10-24;20.047575;38.2945;230.041675687712;"2017";"10";"2017-10";"2017-10-24";31;"09:00:00";2
2017-10-24;20.1237166666667;38.3024166666667;230.566498176082;"2017";"10";"2017-10";"2017-10-24";31;"16:00:00";2
2017-10-25;20.01805;38.300975;229.876102766815;"2017";"10";"2017-10";"2017-10-25";31;"09:00:00";2
2017-10-25;20.1337666666667;38.3014833333333;230.201690772246;"2017";"10";"2017-10";"2017-10-25";31;"16:00:00";2
2017-10-26;19.916025;38.2914;230.013241827145;"2017";"10";"2017-10";"2017-10-26";31;"09:00:00";2
2017-10-26;19.9496833333333;38.2874833333333;231.146131605338;"2017";"10";"2017-10";"2017-10-26";31;"16:00:00";2
2017-10-27;19.8549;38.2902833333333;230.77836099598;"2017";"10";"2017-10";"2017-10-27";31;"09:00:00";2
2017-10-27;19.8389833333333;38.2498;232.25124465354;"2017";"10";"2017-10";"2017-10-27";31;"16:00:00";2
2017-10-28;19.703475;38.251225;232.35558973459;"2017";"10";"2017-10";"2017-10-28";31;"09:00:00";2
2017-10-28;19.771;38.2546333333333;233.112478560895;"2017";"10";"2017-10";"2017-10-28";31;"16:00:00";2
2017-10-29;19.688825;38.2724;232.275311898661;"2017";"10";"2017-10";"2017-10-29";31;"09:00:00";2
2017-10-29;19.73095;38.28295;232.471525633074;"2017";"10";"2017-10";"2017-10-29";31;"16:00:00";2
2017-10-30;19.57015;38.264825;231.737326627052;"2017";"10";"2017-10";"2017-10-30";31;"09:00:00";2
2017-10-30;19.6606333333333;38.2727333333333;232.190461527776;"2017";"10";"2017-10";"2017-10-30";31;"16:00:00";2
2017-10-31;19.53765;38.281125;232.221943280951;"2017";"10";"2017-10";"2017-10-31";31;"09:00:00";2
2017-10-31;19.5737166666667;38.29275;232.243708801288;"2017";"10";"2017-10";"2017-10-31";31;"16:00:00";2
2017-11-01;19.4961;38.29385;231.935053693426;"2017";"11";"2017-11";"2017-11-01";30;"09:00:00";2
2017-11-01;19.5454333333333;38.2973666666667;232.042323777425;"2017";"11";"2017-11";"2017-11-01";30;"16:00:00";2
2017-11-02;19.393075;38.2844;232.409028767489;"2017";"11";"2017-11";"2017-11-02";30;"09:00:00";2
2017-11-02;19.3775833333333;38.29575;233.246384890022;"2017";"11";"2017-11";"2017-11-02";30;"16:00:00";2
2017-11-03;19.304825;38.297325;232.793073426114;"2017";"11";"2017-11";"2017-11-03";30;"09:00:00";2
2017-11-03;19.2977833333333;38.2487666666667;234.318702428213;"2017";"11";"2017-11";"2017-11-03";30;"16:00:00";2
2017-11-04;19.20835;38.27045;232.792336985336;"2017";"11";"2017-11";"2017-11-04";30;"09:00:00";2
2017-11-04;19.2144166666667;38.2763833333333;233.255185080626;"2017";"11";"2017-11";"2017-11-04";30;"16:00:00";2
2017-11-05;19.145375;38.27685;232.76609894255;"2017";"11";"2017-11";"2017-11-05";30;"09:00:00";2
2017-11-05;19.1415833333333;38.27225;233.530816633793;"2017";"11";"2017-11";"2017-11-05";30;"16:00:00";2
2017-11-06;18.656375;37.9658;232.987337611012;"2017";"11";"2017-11";"2017-11-06";30;"09:00:00";2
2017-11-06;18.8183833333333;38.0937;232.713630766712;"2017";"11";"2017-11";"2017-11-06";30;"16:00:00";2
2017-11-07;18.915925;38.200282176753;230.930121001238;"2017";"11";"2017-11";"2017-11-07";30;"09:00:00";2
2017-11-07;18.9176833333333;38.2173815990687;231.919600942931;"2017";"11";"2017-11";"2017-11-07";30;"16:00:00";2
2017-11-08;18.796275;38.2243219948297;231.364853701802;"2017";"11";"2017-11";"2017-11-08";30;"09:00:00";2
2017-11-08;18.7911166666667;38.2244464171452;231.733846955567;"2017";"11";"2017-11";"2017-11-08";30;"16:00:00";2
2017-11-09;18.686425;38.2237868129062;231.174190441838;"2017";"11";"2017-11";"2017-11-09";30;"09:00:00";2
2017-11-09;18.5120166666667;38.2023279018884;229.248182414827;"2017";"11";"2017-11";"2017-11-09";30;"16:00:00";2
2017-11-10;18.462225;38.2303266309828;232.268661606105;"2017";"11";"2017-11";"2017-11-10";30;"09:00:00";2
2017-11-10;18.4919;38.2209093866317;233.434443985633;"2017";"11";"2017-11";"2017-11-10";30;"16:00:00";2
2017-11-11;18.355575;38.2225414490593;233.296336724762;"2017";"11";"2017-11";"2017-11-11";30;"09:00:00";2
2017-11-11;18.3190166666667;38.2159408713749;233.661024372309;"2017";"11";"2017-11";"2017-11-11";30;"16:00:00";2
2017-11-12;18.21995;38.1725562671358;234.134126939742;"2017";"11";"2017-11";"2017-11-12";30;"09:00:00";2
2017-11-12;18.2840833333333;38.1355390227848;234.669330178311;"2017";"11";"2017-11";"2017-11-12";30;"16:00:00";2
2017-11-13;18.002025;38.1868710852125;234.271515231056;"2017";"11";"2017-11";"2017-11-13";30;"09:00:00";2
2017-11-13;17.98025;38.190720507528;233.414845487985;"2017";"11";"2017-11";"2017-11-13";30;"16:00:00";2
2017-11-14;17.839975;38.192610903289;233.957401223298;"2017";"11";"2017-11";"2017-11-14";30;"09:00:00";2
2017-11-14;17.7919666666667;38.1923186589379;234.552080049906;"2017";"11";"2017-11";"2017-11-14";30;"16:00:00";2
2017-11-15;17.73035;38.1957757213655;234.233393101361;"2017";"11";"2017-11";"2017-11-15";30;"09:00:00";2
2017-11-15;17.7193833333333;38.1963334770145;234.44981409972;"2017";"11";"2017-11";"2017-11-15";30;"16:00:00";2
2017-11-16;17.678;38.1998405394421;233.654312787067;"2017";"11";"2017-11";"2017-11-16";30;"09:00:00";2
2017-11-16;17.6764833333333;38.200298295091;233.994396793432;"2017";"11";"2017-11";"2017-11-16";30;"16:00:00";2
2017-11-17;17.581025;38.1916303575186;233.650606409351;"2017";"11";"2017-11";"2017-11-17";30;"09:00:00";2
2017-11-17;17.6111;38.1871797798343;234.518370910397;"2017";"11";"2017-11";"2017-11-17";30;"16:00:00";2
2017-11-18;17.535375;38.1919701755953;234.006781154267;"2017";"11";"2017-11";"2017-11-18";30;"09:00:00";2
2017-11-18;17.5435833333333;38.1921779312442;235.089732678831;"2017";"11";"2017-11";"2017-11-18";30;"16:00:00";2
2017-11-19;17.397125;38.1930349936718;234.259849655472;"2017";"11";"2017-11";"2017-11-19";30;"09:00:00";2
2017-11-19;17.3038166666667;38.1816927493207;236.081317704807;"2017";"11";"2017-11";"2017-11-19";30;"16:00:00";2
2017-11-20;17.179025;38.1822498117483;236.063787325361;"2017";"11";"2017-11";"2017-11-20";30;"09:00:00";2
2017-11-20;17.2261166666667;38.1835075673973;236.775739993004;"2017";"11";"2017-11";"2017-11-20";30;"16:00:00";2
2017-11-21;16.94505;38.1729646298249;236.791239524117;"2017";"11";"2017-11";"2017-11-21";30;"09:00:00";2
2017-11-21;17.0605;38.1863057188071;237.689484238196;"2017";"11";"2017-11";"2017-11-21";30;"16:00:00";2
2017-11-22;16.999375;38.1859044479014;236.748882766895;"2017";"11";"2017-11";"2017-11-22";30;"09:00:00";2
2017-11-22;17.0489833333333;38.1869872035504;236.831003252384;"2017";"11";"2017-11";"2017-11-22";30;"16:00:00";2
2017-11-23;16.9043;38.1848442659781;237.352315100228;"2017";"11";"2017-11";"2017-11-23";30;"09:00:00";2
2017-11-23;17.0225666666667;38.1903520216269;237.281820343424;"2017";"11";"2017-11";"2017-11-23";30;"16:00:00";2
2017-11-24;16.865975;38.1861340840546;237.002733559445;"2017";"11";"2017-11";"2017-11-24";30;"09:00:00";2
2017-11-24;16.8393166666667;38.1802168397035;237.834848017502;"2017";"11";"2017-11";"2017-11-24";30;"16:00:00";2
2017-11-25;16.8638;38.1672739021312;237.473324855999;"2017";"11";"2017-11";"2017-11-25";30;"09:00:00";2
2017-11-25;16.8478166666667;38.1652983244467;238.261900789651;"2017";"11";"2017-11";"2017-11-25";30;"16:00:00";2
2017-11-26;16.831575;38.1812637202077;237.360770613128;"2017";"11";"2017-11";"2017-11-26";30;"09:00:00";2
2017-11-26;16.9315666666667;38.1879798091899;237.086280274209;"2017";"11";"2017-11";"2017-11-26";30;"16:00:00";2
2017-11-27;16.877075;38.1886285382842;236.873601351564;"2017";"11";"2017-11";"2017-11-27";30;"09:00:00";2
2017-11-27;16.83745;38.1844112939332;237.40420387497;"2017";"11";"2017-11";"2017-11-27";30;"16:00:00";2
2017-11-28;16.826225;38.1838183563608;236.513551893249;"2017";"11";"2017-11";"2017-11-28";30;"09:00:00";2
2017-11-28;16.8104666666667;38.1863927786764;237.058761214552;"2017";"11";"2017-11";"2017-11-28";30;"16:00:00";2
2017-11-29;16.67505;38.1848831744373;236.35327487721;"2017";"11";"2017-11";"2017-11-29";30;"09:00:00";2
2017-11-29;16.6645166666667;38.1787742634196;237.389022822358;"2017";"11";"2017-11";"2017-11-29";30;"16:00:00";2
2017-11-30;16.6235;38.195347992514;237.1199976986;"2017";"11";"2017-11";"2017-11-30";30;"09:00:00";2
2017-11-30;16.6246;38.1953224148295;237.206825006599;"2017";"11";"2017-11";"2017-11-30";30;"16:00:00";2
2017-12-01;16.613325;38.1846628105905;237.208554344281;"2017";"12";"2017-12";"2017-12-01";31;"09:00:00";2
2017-12-01;16.6165833333333;38.1873372329061;237.276921912369;"2017";"12";"2017-12";"2017-12-01";31;"16:00:00";2
2017-12-02;16.493225;38.1885526286671;237.00609368198;"2017";"12";"2017-12";"2017-12-02";31;"09:00:00";2
2017-12-02;16.45195;38.1843520509827;237.033409407198;"2017";"12";"2017-12";"2017-12-02";31;"16:00:00";2
2017-12-03;16.355625;38.1816674467436;237.119558768013;"2017";"12";"2017-12";"2017-12-03";31;"09:00:00";2
2017-12-03;16.3362833333333;38.1820502023925;237.393422744992;"2017";"12";"2017-12";"2017-12-03";31;"16:00:00";2
2017-12-04;16.275975;38.1820822648202;236.757105027186;"2017";"12";"2017-12";"2017-12-04";31;"09:00:00";2
2017-12-04;16.2629666666667;38.1830983538024;237.581414259716;"2017";"12";"2017-12";"2017-12-04";31;"16:00:00";2
2017-12-05;16.18745;38.1809470828968;236.948294014414;"2017";"12";"2017-12";"2017-12-05";31;"09:00:00";2
2017-12-05;16.1995666666667;38.182513171879;237.676128649495;"2017";"12";"2017-12";"2017-12-05";31;"16:00:00";2
2017-12-06;16.0824;38.1821119009733;237.257635041702;"2017";"12";"2017-12";"2017-12-06";31;"09:00:00";2
2017-12-06;16.0527166666667;38.1808946566222;237.433484947716;"2017";"12";"2017-12";"2017-12-06";31;"16:00:00";2
2017-12-07;15.910725;38.1787767190498;236.804080784105;"2017";"12";"2017-12";"2017-12-07";31;"09:00:00";2
2017-12-07;15.87125;38.1767094746988;237.580401244278;"2017";"12";"2017-12";"2017-12-07";31;"16:00:00";2
2017-12-08;15.75795;38.1776415371264;236.796426438492;"2017";"12";"2017-12";"2017-12-08";31;"09:00:00";2
2017-12-08;15.7334166666667;38.184090959442;237.546681175789;"2017";"12";"2017-12";"2017-12-08";31;"16:00:00";2
2017-12-09;15.50385;38.184406355203;236.304307145168;"2017";"12";"2017-12";"2017-12-09";31;"09:00:00";2
2017-12-09;15.5181666666667;38.1805224441852;237.749698882624;"2017";"12";"2017-12";"2017-12-09";31;"16:00:00";2
2017-12-10;15.3538;38.1855961732795;236.600529879165;"2017";"12";"2017-12";"2017-12-10";31;"09:00:00";2
2017-12-10;15.2749333333333;38.0992539289284;238.31264760515;"2017";"12";"2017-12";"2017-12-10";31;"16:00:00";2
2017-12-11;15.327175;38.101460991356;238.905411066253;"2017";"12";"2017-12";"2017-12-11";31;"09:00:00";2
2017-12-11;15.3098833333333;38.094768747005;241.822711183199;"2017";"12";"2017-12";"2017-12-11";31;"16:00:00";2
2017-12-12;14.997325;37.8737258094326;249.440638733283;"2017";"12";"2017-12";"2017-12-12";31;"09:00:00";2
2017-12-12;15.1711;37.9843002317482;246.522895071293;"2017";"12";"2017-12";"2017-12-12";31;"16:00:00";2
2017-12-13;15.144875;38.0679906275092;238.728741532878;"2017";"12";"2017-12";"2017-12-13";31;"09:00:00";2
2017-12-13;15.1444666666667;38.1359983831581;238.593365661891;"2017";"12";"2017-12";"2017-12-13";31;"16:00:00";2
2017-12-14;14.880725;38.1519804455857;233.782273080779;"2017";"12";"2017-12";"2017-12-14";31;"09:00:00";2
2017-12-14;14.8264833333333;38.152946534568;234.401642730685;"2017";"12";"2017-12";"2017-12-14";31;"16:00:00";2
2017-12-15;14.6847;38.1580952636623;234.314369782127;"2017";"12";"2017-12";"2017-12-15";31;"09:00:00";2
2017-12-15;14.6285666666667;38.1557280193112;232.361406981996;"2017";"12";"2017-12";"2017-12-15";31;"16:00:00";2
2017-12-16;14.506575;38.1597100817389;230.820841911342;"2017";"12";"2017-12";"2017-12-16";31;"09:00:00";2
2017-12-16;14.6520333333333;38.1556428373878;234.038357248385;"2017";"12";"2017-12";"2017-12-16";31;"16:00:00";2
2017-12-17;14.674275;38.1591498998154;236.387793338501;"2017";"12";"2017-12";"2017-12-17";31;"09:00:00";2
2017-12-17;14.8072166666667;38.1591576554644;238.203842019673;"2017";"12";"2017-12";"2017-12-17";31;"16:00:00";2
2017-12-18;14.6457;38.156839717892;236.647621480342;"2017";"12";"2017-12";"2017-12-18";31;"09:00:00";2
2017-12-18;14.6228666666667;38.1574391402076;236.439970010181;"2017";"12";"2017-12";"2017-12-18";31;"16:00:00";2
2017-12-19;14.6781;38.1546295359686;237.735597384718;"2017";"12";"2017-12";"2017-12-19";31;"09:00:00";2
2017-12-19;14.6245333333333;38.1544539582841;237.262342095611;"2017";"12";"2017-12";"2017-12-19";31;"16:00:00";2
2017-12-20;14.6603;38.1570443540451;237.712879639615;"2017";"12";"2017-12";"2017-12-20";31;"09:00:00";2
2017-12-20;14.7063833333333;38.1621854430273;238.267860895151;"2017";"12";"2017-12";"2017-12-20";31;"16:00:00";2
2017-12-21;14.6722;38.1566341721216;238.017867894596;"2017";"12";"2017-12";"2017-12-21";31;"09:00:00";2
2017-12-21;14.69635;38.1580835944373;238.612186491791;"2017";"12";"2017-12";"2017-12-21";31;"16:00:00";2
2017-12-22;14.61205;38.1330739901983;238.659825756181;"2017";"12";"2017-12";"2017-12-22";31;"09:00:00";2
2017-12-22;14.6371666666667;38.1376984125138;239.449031637789;"2017";"12";"2017-12";"2017-12-22";31;"16:00:00";2
2017-12-23;14.632575;38.1519388082747;237.865369544872;"2017";"12";"2017-12";"2017-12-23";31;"09:00:00";2
2017-12-23;14.6554833333333;38.142929897257;239.069423240965;"2017";"12";"2017-12";"2017-12-23";31;"16:00:00";2
2017-12-24;14.6119;38.1509786263513;237.973377093882;"2017";"12";"2017-12";"2017-12-24";31;"09:00:00";2
2017-12-24;14.6603166666667;38.1530947153336;239.571172747457;"2017";"12";"2017-12";"2017-12-24";31;"16:00:00";2
2017-12-25;14.548575;38.1520184444279;237.21039456569;"2017";"12";"2017-12";"2017-12-25";31;"09:00:00";2
2017-12-25;14.5783;38.1401762000768;238.89292422555;"2017";"12";"2017-12";"2017-12-25";31;"16:00:00";2
2017-12-26;14.456375;38.0460832625045;238.408268182552;"2017";"12";"2017-12";"2017-12-26";31;"09:00:00";2
2017-12-26;14.4362666666667;38.0357076848201;239.393277874962;"2017";"12";"2017-12";"2017-12-26";31;"16:00:00";2
2017-12-27;14.1909;37.895573080581;242.124298162972;"2017";"12";"2017-12";"2017-12-27";31;"09:00:00";2
2017-12-27;14.3063166666667;38.0235391695633;242.352873346111;"2017";"12";"2017-12";"2017-12-27";31;"16:00:00";2
2017-12-28;14.418975;38.1448378986575;239.30117307111;"2017";"12";"2017-12";"2017-12-28";31;"09:00:00";2
2017-12-28;14.4694166666667;38.1660873209732;238.626791117767;"2017";"12";"2017-12";"2017-12-28";31;"16:00:00";2
2017-12-29;14.4235;38.1736777167341;239.318266107615;"2017";"12";"2017-12";"2017-12-29";31;"09:00:00";2
2017-12-29;14.4281666666667;38.1711521390497;239.973765213989;"2017";"12";"2017-12";"2017-12-29";31;"16:00:00";2
2017-12-30;14.4357;38.1592925348106;241.471157006235;"2017";"12";"2017-12";"2017-12-30";31;"09:00:00";2
2017-12-30;14.4624;38.1591502904596;241.327708186918;"2017";"12";"2017-12";"2017-12-30";31;"16:00:00";2
2017-12-31;14.431475;38.1604073528872;241.492786858425;"2017";"12";"2017-12";"2017-12-31";31;"09:00:00";2
2017-12-31;14.4091666666667;38.1596151085362;242.674872577358;"2017";"12";"2017-12";"2017-12-31";31;"16:00:00";2
2018-01-01;14.379075;38.1630721709638;241.934993428758;"2018";"01";"2018-01";"2018-01-01";31;"09:00:00";2
2018-01-01;14.3894666666667;38.1559965932794;242.649520263968;"2018";"01";"2018-01";"2018-01-01";31;"16:00:00";2
2018-01-02;14.29435;38.1645869890404;241.952393865964;"2018";"01";"2018-01";"2018-01-02";31;"09:00:00";2
2018-01-02;14.32985;38.1565780780226;241.521362319613;"2018";"01";"2018-01";"2018-01-02";31;"16:00:00";2
2018-01-03;14.30155;38.170151807117;239.368641961877;"2018";"01";"2018-01";"2018-01-03";31;"09:00:00";2
2018-01-03;14.3049666666667;38.1701428960992;241.022252547378;"2018";"01";"2018-01";"2018-01-03";31;"16:00:00";2
2018-01-04;14.234625;38.1851166251935;238.537932484654;"2018";"01";"2018-01";"2018-01-04";31;"09:00:00";2
2018-01-04;14.2640166666667;38.1870910475091;239.356664752488;"2018";"01";"2018-01";"2018-01-04";31;"16:00:00";2
2018-01-05;14.18755;38.1773064432701;238.797799203771;"2018";"01";"2018-01";"2018-01-05";31;"09:00:00";2
2018-01-05;14.2729833333333;38.1806558655856;240.476652134817;"2018";"01";"2018-01";"2018-01-05";31;"16:00:00";2
2018-01-06;14.19505;38.1475712613466;240.692592114203;"2018";"01";"2018-01";"2018-01-06";31;"09:00:00";2
2018-01-06;14.2764;38.1773373503288;244.729201664014;"2018";"01";"2018-01";"2018-01-06";31;"16:00:00";2
2018-01-07;14.23105;38.1796360794231;242.545101724979;"2018";"01";"2018-01";"2018-01-07";31;"09:00:00";2
2018-01-07;14.2177666666667;38.1809355017388;243.781478625408;"2018";"01";"2018-01";"2018-01-07";31;"16:00:00";2
2018-01-08;14.156325;38.1857508974997;240.879762264315;"2018";"01";"2018-01";"2018-01-08";31;"09:00:00";2
2018-01-08;14.1444833333333;38.1838003198153;241.487236335867;"2018";"01";"2018-01";"2018-01-08";31;"16:00:00";2
2018-01-09;14.033275;38.0575407155763;248.56084918545;"2018";"01";"2018-01";"2018-01-09";31;"09:00:00";2
2018-01-09;13.8289;37.8991484712252;251.333526414365;"2018";"01";"2018-01";"2018-01-09";31;"16:00:00";2
2018-01-10;14.02055;38.1223805336529;245.389674703028;"2018";"01";"2018-01";"2018-01-10";31;"09:00:00";2
2018-01-10;14.05575;38.1384299559684;245.797264788313;"2018";"01";"2018-01";"2018-01-10";31;"16:00:00";2
2018-01-11;13.92565;38.1041453517294;246.104889532124;"2018";"01";"2018-01";"2018-01-11";31;"09:00:00";2
2018-01-11;13.9406333333333;38.1061114407116;246.278851569399;"2018";"01";"2018-01";"2018-01-11";31;"16:00:00";2
2018-01-12;13.814625;38.053035169806;247.151036806421;"2018";"01";"2018-01";"2018-01-12";31;"09:00:00";2
2018-01-12;13.8890166666667;38.0751095921215;247.943041561569;"2018";"01";"2018-01";"2018-01-12";31;"16:00:00";2
2018-01-13;13.82885;38.0993749878825;246.210015000088;"2018";"01";"2018-01";"2018-01-13";31;"09:00:00";2
2018-01-13;13.8979833333333;38.1158577435314;246.622863608076;"2018";"01";"2018-01";"2018-01-13";31;"16:00:00";2
2018-01-14;13.84725;38.113164805959;246.187035757005;"2018";"01";"2018-01";"2018-01-14";31;"09:00:00";2
2018-01-14;13.8939666666667;38.1337558949413;244.539285118587;"2018";"01";"2018-01";"2018-01-14";31;"16:00:00";2
2018-01-15;13.94875;38.1741796240357;242.512653057245;"2018";"01";"2018-01";"2018-01-15";31;"09:00:00";2
2018-01-15;13.97925;38.1399040463512;244.618844619341;"2018";"01";"2018-01";"2018-01-15";31;"16:00:00";2
2018-01-16;13.945925;38.1810694421121;241.892916893432;"2018";"01";"2018-01";"2018-01-16";31;"09:00:00";2
2018-01-16;13.9520333333333;38.1740855310944;245.345951564695;"2018";"01";"2018-01";"2018-01-16";31;"16:00:00";2
2018-01-17;13.9017;38.1922092601887;246.979387891256;"2018";"01";"2018-01";"2018-01-17";31;"09:00:00";2
2018-01-17;13.9264;38.213950349171;244.472938952795;"2018";"01";"2018-01";"2018-01-17";31;"16:00:00";2
2018-01-18;13.890625;38.2241240782653;240.873581479628;"2018";"01";"2018-01";"2018-01-18";31;"09:00:00";2
2018-01-18;13.9060333333333;38.2255151672475;241.159795737318;"2018";"01";"2018-01";"2018-01-18";31;"16:00:00";2
2018-01-19;13.903475;38.2280638963419;241.156045933983;"2018";"01";"2018-01";"2018-01-19";31;"09:00:00";2
2018-01-19;13.91385;38.2278299853241;244.057988835265;"2018";"01";"2018-01";"2018-01-19";31;"16:00:00";2
2018-01-20;13.89015;38.2353287144184;240.698552851818;"2018";"01";"2018-01";"2018-01-20";31;"09:00:00";2
2018-01-20;13.9013;38.2312448034007;241.34732286887;"2018";"01";"2018-01";"2018-01-20";31;"16:00:00";2
2018-01-21;13.9104;38.2395685324949;240.807680482118;"2018";"01";"2018-01";"2018-01-21";31;"09:00:00";2
2018-01-21;14.0036666666667;38.2389596214772;241.839863084352;"2018";"01";"2018-01";"2018-01-21";31;"16:00:00";2
2018-01-22;13.89585;38.2392333505716;240.308093365235;"2018";"01";"2018-01";"2018-01-22";31;"09:00:00";2
2018-01-22;13.9115333333333;38.2386911062205;241.513588149977;"2018";"01";"2018-01";"2018-01-22";31;"16:00:00";2
2018-01-23;13.8848;38.2424481686481;241.338358373036;"2018";"01";"2018-01";"2018-01-23";31;"09:00:00";2
2018-01-23;13.9872666666667;38.2443725909637;242.996431727011;"2018";"01";"2018-01";"2018-01-23";31;"16:00:00";2
2018-01-24;13.877175;38.2471379867247;241.511113453001;"2018";"01";"2018-01";"2018-01-24";31;"09:00:00";2
2018-01-24;13.9565166666667;38.2490874090402;242.98348543655;"2018";"01";"2018-01";"2018-01-24";31;"16:00:00";2
2018-01-25;13.8818;38.2449778048012;242.000476967224;"2018";"01";"2018-01";"2018-01-25";31;"09:00:00";2
2018-01-25;13.8369166666667;38.2186022271168;243.232939614697;"2018";"01";"2018-01";"2018-01-25";31;"16:00:00";2
2018-01-26;13.855;38.2465426228778;240.968121774438;"2018";"01";"2018-01";"2018-01-26";31;"09:00:00";2
2018-01-26;13.8567666666667;38.2469170451934;240.685840377276;"2018";"01";"2018-01";"2018-01-26";31;"16:00:00";2
2018-01-27;13.844475;38.2444824409544;241.261341381779;"2018";"01";"2018-01";"2018-01-27";31;"09:00:00";2
2018-01-27;13.9432833333333;38.2416485299366;243.227586733714;"2018";"01";"2018-01";"2018-01-27";31;"16:00:00";2
2018-01-28;13.819975;38.2401722590309;243.019441413443;"2018";"01";"2018-01";"2018-01-28";31;"09:00:00";2
2018-01-28;13.9573833333333;38.2256466813465;245.774934162273;"2018";"01";"2018-01";"2018-01-28";31;"16:00:00";2
2018-01-29;13.791225;38.2358870771074;244.647077043777;"2018";"01";"2018-01";"2018-01-29";31;"09:00:00";2
2018-01-29;13.96165;38.2486281660897;244.754641422791;"2018";"01";"2018-01";"2018-01-29";31;"16:00:00";2
2018-01-30;13.787575;38.233801895184;245.146859443579;"2018";"01";"2018-01";"2018-01-30";31;"09:00:00";2
2018-01-30;13.8229666666667;38.2450096508329;243.703016374662;"2018";"01";"2018-01";"2018-01-30";31;"16:00:00";2
2018-01-31;13.8158;38.2469417132606;243.420576561181;"2018";"01";"2018-01";"2018-01-31";31;"09:00:00";2
2018-01-31;13.8181166666667;38.2398911355762;246.073655337651;"2018";"01";"2018-01";"2018-01-31";31;"16:00:00";2
2018-02-01;13.8161;38.2559315313371;243.495255677537;"2018";"02";"2018-02";"2018-02-01";28;"09:00:00";2
2018-02-01;13.8357666666667;38.2569726203194;243.868568007472;"2018";"02";"2018-02";"2018-02-01";28;"16:00:00";2
2018-02-02;13.834225;38.2594213494136;242.475693461334;"2018";"02";"2018-02";"2018-02-02";28;"09:00:00";2
2018-02-02;13.8220833333333;38.2548874383959;242.823083681298;"2018";"02";"2018-02";"2018-02-02";28;"16:00:00";2
2018-02-03;13.812775;38.2559111674903;242.725207374172;"2018";"02";"2018-02";"2018-02-03";28;"09:00:00";2
2018-02-03;13.8801;38.2602855898058;242.995421160046;"2018";"02";"2018-02";"2018-02-03";28;"16:00:00";2
2018-02-04;13.810275;38.2722009855668;241.279011278753;"2018";"02";"2018-02";"2018-02-04";28;"09:00:00";2
2018-02-04;13.8671166666667;38.2818837412157;242.104823972983;"2018";"02";"2018-02";"2018-02-04";28;"16:00:00";2
2018-02-05;13.8129;38.2749658036434;240.150284341975;"2018";"02";"2018-02";"2018-02-05";28;"09:00:00";2
2018-02-05;13.8022833333333;38.2727652259589;240.594997042611;"2018";"02";"2018-02";"2018-02-05";28;"16:00:00";2
2018-02-06;13.75775;38.2669556217199;240.171016527604;"2018";"02";"2018-02";"2018-02-06";28;"09:00:00";2
2018-02-06;13.7685833333333;38.2826300440355;240.089017550949;"2018";"02";"2018-02";"2018-02-06";28;"16:00:00";2
2018-02-07;13.7773;38.2820954397964;240.560296056862;"2018";"02";"2018-02";"2018-02-07";28;"09:00:00";2
2018-02-07;13.8153166666667;38.2778115287787;241.8760548797;"2018";"02";"2018-02";"2018-02-07";28;"16:00:00";2
2018-02-08;13.779675;38.293985257873;240.623716370517;"2018";"02";"2018-02";"2018-02-08";28;"09:00:00";2
2018-02-08;13.8116333333333;38.2999930135219;244.010144641867;"2018";"02";"2018-02";"2018-02-08";28;"16:00:00";2
2018-02-09;13.75235;38.3112000759496;241.737366823717;"2018";"02";"2018-02";"2018-02-09";28;"09:00:00";2
2018-02-09;13.8099166666667;38.3108078315985;242.565017134957;"2018";"02";"2018-02";"2018-02-09";28;"16:00:00";2
2018-02-10;13.7367;38.3060148940261;242.83395833169;"2018";"02";"2018-02";"2018-02-10";28;"09:00:00";2
2018-02-10;13.78545;38.3039726496751;245.730695277245;"2018";"02";"2018-02";"2018-02-10";28;"16:00:00";2
2018-02-11;13.724575;38.3182797121027;240.997403056114;"2018";"02";"2018-02";"2018-02-11";28;"09:00:00";2
