2012-01-01 00:18:40;14.4272
2012-01-01 00:18:50;14.4274
2012-01-01 00:19:00;14.4274
2012-01-01 00:19:10;14.4265
2012-01-01 00:19:20;14.4258
2012-01-01 00:19:30;14.4258
2012-01-01 00:48:40;14.4081
2012-01-01 00:48:50;14.4081
2012-01-01 00:49:00;14.4077
2012-01-01 00:49:10;14.4073
2012-01-01 00:49:20;14.4066
2012-01-01 00:49:30;14.4068
2012-01-01 01:18:40;14.3781
2012-01-01 01:18:50;14.3777
2012-01-01 01:19:00;14.3769
2012-01-01 01:19:10;14.3774
2012-01-01 01:19:20;14.377
2012-01-01 01:19:30;14.3773
2012-01-01 01:48:40;14.3339
2012-01-01 01:48:50;14.3341
2012-01-01 01:49:00;14.3334
2012-01-01 01:49:10;14.334
2012-01-01 01:49:20;14.3343
2012-01-01 01:49:30;14.3347
2012-01-01 02:18:40;14.2889
2012-01-01 02:18:50;14.285
2012-01-01 02:19:00;14.2842
2012-01-01 02:19:10;14.2844
2012-01-01 02:19:20;14.2843
2012-01-01 02:19:30;14.2839
2012-01-01 02:48:40;14.0537
2012-01-01 02:48:50;14.0533
2012-01-01 02:49:00;14.0567
2012-01-01 02:49:10;14.0569
2012-01-01 02:49:20;14.0403
2012-01-01 02:49:30;14.0331
2012-01-01 03:18:40;14.0178
2012-01-01 03:18:50;14.0173
2012-01-01 03:19:00;14.0172
2012-01-01 03:19:10;14.017
2012-01-01 03:19:20;14.0172
2012-01-01 03:19:30;14.0172
2012-01-01 03:48:40;14.043
2012-01-01 03:48:50;14.0429
2012-01-01 03:49:00;14.0422
2012-01-01 03:49:10;14.042
2012-01-01 03:49:20;14.0419
2012-01-01 03:49:30;14.0421
2012-01-01 04:18:40;13.9518
2012-01-01 04:18:50;13.9468
2012-01-01 04:19:00;13.9402
2012-01-01 04:19:10;13.9348
2012-01-01 04:19:20;13.931
2012-01-01 04:19:30;13.9305
2012-01-01 04:48:40;13.8549
2012-01-01 04:48:50;13.855
2012-01-01 04:49:00;13.8553
2012-01-01 04:49:10;13.8553
2012-01-01 04:49:20;13.8543
2012-01-01 04:49:30;13.8536
2012-01-01 05:18:40;13.8485
2012-01-01 05:18:50;13.8489
2012-01-01 05:19:00;13.849
2012-01-01 05:19:10;13.8492
2012-01-01 05:19:20;13.8488
2012-01-01 05:19:30;13.8488
2012-01-01 05:48:40;13.8546
